step,time_s,actor,obstacle_id,mode,x,y,theta,v,vx,vy,path_progress,minimum_clearance,ambiguity_radius,solve_time_ms,collision
0,0,ego,-1,,0,0,0,1.5,,,0,2.0542434376742857,0,0,0
0,0,obstacle,0,constant_velocity,5,0.15962027693564573,,,0.26866578771266175,0,0,2.0542434376742857,0,0,0
1,0.10000000000000001,ego,-1,,0.15987945647465396,0.00022483378559382913,0.0027557756093227405,1.6975933017866676,,,0.15987945647465396,1.9211215507713637,0,176.26509200000001,0
1,0.10000000000000001,obstacle,0,constant_velocity,5.0268665787712665,0.15962027693564573,,,0.26866578771266175,0,0.15987945647465396,1.9211215507713637,0,176.26509200000001,0
2,0.20000000000000001,ego,-1,,0.33005684563983806,0.001353821497551553,0.010505983468629082,1.7060378981588986,,,0.33005684563983806,1.777242712831,0,134.454714,0
2,0.20000000000000001,obstacle,0,constant_velocity,5.053733157542533,0.15962027693564573,,,0.26866578771266175,0,0.33005684563983806,1.777242712831,0,134.454714,0
3,0.30000000000000004,ego,-1,,0.49949012272939181,0.0037921095360932888,0.018291371090597485,1.6829870745973123,,,0.49949012272939181,1.6341478367947742,0,145.94486700000002,0
3,0.30000000000000004,obstacle,0,turn_right,5.0805876472600717,0.15881440046667186,,,0.26854489717538937,-0.008058764689738802,0.49949012272939181,1.6341478367947742,0,145.94486700000002,0
4,0.40000000000000002,ego,-1,,0.66779699862797248,0.0097811406366013365,0.052838189898219715,1.6854484085963639,,,0.66779699862797248,1.492757684601697,0,301.56144899999998,0
4,0.40000000000000002,obstacle,0,turn_right,5.1074058806957616,0.15720337276315113,,,0.26818233435689592,-0.016110277035207135,0.66779699862797248,1.492757684601697,0,301.56144899999998,0
5,0.5,ego,-1,,0.83579780100136347,0.019197153454126498,0.059143009451901832,1.6798465076868381,,,0.83579780100136347,1.3519283682870677,0,152.30061699999999,0
5,0.5,obstacle,0,turn_right,5.134163723249686,0.15478864364127565,,,0.26757842553924577,-0.024147291218754863,0.83579780100136347,1.3519283682870677,0,152.30061699999999,0
6,0.60000000000000009,ego,-1,,1.0029023622417883,0.027934388532303969,0.045316007134468331,1.6668366126867278,,,1.0029023622417883,1.2103374244655927,0,132.23831300000001,0
6,0.60000000000000009,obstacle,0,constant_velocity,5.1609215658036103,0.15237391451940016,,,0.26757842553924577,-0.024147291218754863,1.0029023622417883,1.2103374244655927,0,132.23831300000001,0
7,0.70000000000000007,ego,-1,,1.1694504328715942,0.040006479925141343,0.099364455547904074,1.6732702127727119,,,1.1694504328715942,1.0800474378565788,0,281.75557099999997,0
7,0.70000000000000007,obstacle,0,turn_left,5.1877397992393002,0.15076288681587946,,,0.26818233435689592,-0.016110277035207135,1.1694504328715942,1.0800474378565788,0,281.75557099999997,0
8,0.80000000000000004,ego,-1,,1.3355971792222636,0.061845250123630624,0.16198799034883599,1.6787949440885124,,,1.3355971792222636,0.9696524622279048,0,139.85545499999998,0
8,0.80000000000000004,obstacle,0,turn_right,5.2144976417932245,0.14834815769400397,,,0.26757842553924577,-0.024147291218754863,1.3355971792222636,0.9696524622279048,0,139.85545499999998,0
9,0.90000000000000002,ego,-1,,1.4993422857325656,0.091455838477479387,0.19591212501701286,1.6493818789755641,,,1.4993422857325656,0.86145542259455299,0,132.90714500000001,0
9,0.90000000000000002,obstacle,0,turn_right,5.2411710132131857,0.14513190024699407,,,0.26673371419961217,-0.032162574470098973,1.4993422857325656,0.86145542259455299,0,132.90714500000001,0
10,1,ego,-1,,1.6612747581715877,0.12250499313444362,0.18297066009494872,1.6482873021026505,,,1.6612747581715877,0.72574639244331807,0,144.985679,0
10,1,obstacle,0,constant_velocity,5.2678443846331469,0.14191564279998417,,,0.26673371419961217,-0.032162574470098973,1.6612747581715877,0.72574639244331807,0,144.985679,0
11,1.1000000000000001,ego,-1,,1.8042201922235244,0.14335626464221163,0.10297143610243366,1.2416422189907281,,,1.8042201922235244,0.56551677999369465,0,331.13205600000003,0
11,1.1000000000000001,obstacle,0,turn_left,5.2946022271870721,0.13950091367810868,,,0.26757842553924577,-0.024147291218754863,1.8042201922235244,0.56551677999369465,0,331.13205600000003,0
12,1.2000000000000002,ego,-1,,1.9264677712161973,0.15108653478831646,0.02297260294389783,1.2088460036733599,,,1.9264677712161973,0.44665708014921623,0,141.49035500000002,0
12,1.2000000000000002,obstacle,0,turn_right,5.3212755986070333,0.13628465623109878,,,0.26673371419961217,-0.032162574470098973,1.9264677712161973,0.44665708014921623,0,141.49035500000002,0
13,1.3,ego,-1,,2.0453934705586239,0.14908748077365203,-0.057016105230823233,1.1706381967516779,,,2.0453934705586239,0.35930640198624508,0,141.851089,0
13,1.3,obstacle,0,turn_right,5.3478404946591516,0.1322697648735659,,,0.26564896052118453,-0.04014891357532864,2.0453934705586239,0.35930640198624508,0,141.851089,0
14,1.4000000000000001,ego,-1,,2.1669926282911547,0.14037496059620325,-0.085658541320315362,1.2676627475510056,,,2.1669926282911547,0.2753171865568258,0,144.73615800000002,0
14,1.4000000000000001,obstacle,0,turn_left,5.3745138660791127,0.129053507426556,,,0.26673371419961217,-0.032162574470098973,2.1669926282911547,0.2753171865568258,0,144.73615800000002,0
15,1.5,ego,-1,,2.2761975417540508,0.12896911439046885,-0.12447418601893566,0.92845274751895923,,,2.2761975417540508,0.21624569788401482,0,351.426378,0
15,1.5,obstacle,0,turn_right,5.4010787621312311,0.12503861606902311,,,0.26564896052118453,-0.04014891357532864,2.2761975417540508,0.21624569788401482,0,351.426378,0
16,1.6000000000000001,ego,-1,,2.3645093488647322,0.1214349312857473,-0.044480596615655482,0.84467175394740057,,,2.3645093488647322,0.11895915528548562,0,148.77067099999999,0
16,1.6000000000000001,obstacle,0,turn_left,5.4277521335511922,0.12182235862201322,,,0.26673371419961217,-0.032162574470098973,2.3645093488647322,0.11895915528548562,0,148.77067099999999,0
17,1.7000000000000002,ego,-1,,2.4555063832935939,0.1211144851234086,0.035517357333211846,0.97576474042813333,,,2.4555063832935939,0.05283023036229606,0,133.37615499999998,0
17,1.7000000000000002,obstacle,0,turn_right,5.4543170296033106,0.11780746726448037,,,0.26564896052118453,-0.04014891357532864,2.4555063832935939,0.05283023036229606,0,133.37615499999998,0
18,1.8,ego,-1,,2.5557180097457497,0.12873605225028439,0.11551691963714456,1.0347919090622724,,,2.5557180097457497,0.020062915089188782,0,261.64085399999999,0
18,1.8,obstacle,0,constant_velocity,5.4808819256554289,0.1137925759069475,,,0.26564896052118453,-0.04014891357532864,2.5557180097457497,0.020062915089188782,0,261.64085399999999,0
19,1.9000000000000001,ego,-1,,2.664495166197586,0.14477496590613151,0.17607684999350284,1.1646087105977307,,,2.664495166197586,0.0052598472441066635,0,136.44980699999999,0
19,1.9000000000000001,obstacle,0,turn_right,5.5073144397263345,0.10898266377011641,,,0.26432514070905472,-0.048099121368310876,2.664495166197586,0.0052598472441066635,0,136.44980699999999,0
20,2,ego,-1,,2.7820052639421076,0.16928628461181522,0.23461961881471508,1.2365195719531572,,,2.7820052639421076,0.015427624747075486,0,284.90196400000002,0
20,2,obstacle,0,turn_right,5.5335907843375036,0.10338205945025092,,,0.2627634461116985,-0.056006043198654931,2.7820052639421076,0.015427624747075486,0,284.90196400000002,0
21,2.1000000000000001,ego,-1,,2.9017437645256159,0.19972453485906966,0.26325489616635367,1.2344995404750974,,,2.9017437645256159,0.0066526912457225418,0,138.057862,0
21,2.1000000000000001,obstacle,0,turn_left,5.5600232984084084,0.098572147313419831,,,0.26432514070905472,-0.048099121368310883,2.9017437645256159,0.0066526912457225418,0,138.057862,0
22,2.2000000000000002,ego,-1,,3.0215214998098774,0.23344764516139288,0.28557215349732917,1.2542428487346746,,,3.0215214998098774,0.0052421635389678922,0,137.301366,0
22,2.2000000000000002,obstacle,0,turn_right,5.5862996430195775,0.09297154299355434,,,0.2627634461116985,-0.056006043198654938,3.0215214998098774,0.0052421635389678922,0,137.301366,0
23,2.3000000000000003,ego,-1,,3.1401013834052471,0.26913784161230597,0.29919774571953256,1.2224659479193642,,,3.1401013834052471,0.0033674623194012154,0,273.16086999999999,0
23,2.3000000000000003,obstacle,0,turn_left,5.6127321570904822,0.088161630856723253,,,0.26432514070905472,-0.04809912136831089,3.1401013834052471,0.0033674623194012154,0,273.16086999999999,0
24,2.4000000000000004,ego,-1,,3.2536220846039638,0.30471331379403765,0.30826406248981425,1.1568331707427388,,,3.2536220846039638,0.0077343276629571189,0,273.47534000000002,0
