step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,163.09057299999998,1,1,0,5.9998443508279724,20,0,-1,-1,-1,-1,1,-1,-1,0,0
1,137.272651,1,1,0,0.077871648149261077,20,1,0,-1,-1,-1,1,-1,-1,0,0
2,138.33498499999999,1,1,0,0.19600971473397474,20,1,0,-1,-1,-1,1,-1,-1,0,0
3,135.653659,1,1,0,0.15976786873710525,20,1,0,-1,-1,-1,1,-1,-1,0,0
4,246.66789499999999,1,1,0,0.19189110609281687,20,1,1,-1,1,1,1,-1,-1,0,0
5,132.16009300000002,1,1,0,0.1752227978404069,20,1,0,-1,-1,-1,1,-1,-1,0,0
6,273.580896,1,1,0,0.27337932744203991,20,1,1,-1,1,1,1,-1,-1,0,0
7,132.22048599999999,1,1,0,0.20068592529504098,20,1,0,-1,-1,-1,1,-1,-1,0,0
8,241.17432099999999,1,1,0,11.075678090163411,20,1,1,-1,1,1,1,-1,-1,0,0
9,131.51128600000001,1,1,0,0.64187164327296464,20,1,0,-1,-1,-1,1,-1,-1,0,0
10,138.09680999999998,1,1,0,0.65741677578875946,20,1,0,-1,-1,-1,1,-1,-1,0,0
11,239.241905,1,1,0,3.1932502314000142,20,1,1,-1,1,1,1,-1,-1,0,0
12,125.81869100000002,1,1,0,1.0566974153499893,20,1,0,-1,-1,-1,1,-1,-1,0,0
13,126.35980099999999,1,1,0,1.6293308666833968,20,1,0,-1,-1,-1,1,-1,-1,0,0
14,235.765377,1,1,0,0.67973887634270269,20,1,1,-1,0,1,1,-1,-1,0,0
15,126.69638499999999,1,1,0,0.40244948261305546,20,1,0,-1,-1,-1,1,-1,-1,0,0
16,125.47555899999999,1,1,0,0.56344196335497232,20,1,0,-1,-1,-1,1,-1,-1,0,0
17,221.43096200000002,1,1,0,0.53312246493359117,20,1,1,-1,0,1,1,-1,-1,0,0
18,126.689413,1,1,0,0.22253633101883405,20,1,0,-1,-1,-1,1,-1,-1,0,0
19,128.54419799999999,1,1,0,0.23216262129922821,20,1,0,-1,-1,-1,1,-1,-1,0,0
20,125.414462,1,1,0,0.16913713856809662,20,1,0,-1,-1,-1,1,-1,-1,0,0
21,228.74738199999999,1,1,0,0.043137715940787101,20,1,1,-1,0,1,1,-1,-1,0,0
22,149.03873300000001,1,1,0,0.014297084593990015,20,1,0,-1,-1,-1,1,-1,-1,0,0
23,125.943206,1,1,0,0.41998519754041108,20,1,0,-1,-1,-1,1,-1,-1,0,0
24,135.25867499999998,1,1,0,0.54466050742949823,20,1,0,-1,-1,-1,1,-1,-1,0,0
25,224.37538900000001,1,1,0,0.10521329178171253,20,1,1,-1,0,1,1,-1,-1,0,0
26,125.49850200000002,1,1,0,0.80672240573818776,20,1,0,-1,-1,-1,1,-1,-1,0,0
27,125.81794700000002,1,1,0,1.1048959628385977,20,1,0,-1,-1,-1,1,-1,-1,0,0
28,237.20943399999999,1,1,0,25.009534369460987,20,1,1,-1,1,1,1,-1,-1,0,0
29,130.72319499999998,1,1,0,16.673740355119332,20,1,0,-1,-1,-1,1,-1,-1,0,0
30,120.607832,1,1,0,1.2304423037059471,20,1,0,-1,-1,-1,1,-1,-1,0,0
31,128.415932,1,1,0,9.0230947234883665,20,1,0,-1,-1,-1,1,-1,-1,0,0
32,122.74999200000001,1,1,0,9.6347330211396596,20,1,0,-1,-1,-1,1,-1,-1,0,0
33,124.46495300000001,1,1,0,6.2197230050810148,20,1,0,-1,-1,-1,1,-1,-1,0,0
34,124.525896,1,1,0,0.70897022236652885,20,1,0,-1,-1,-1,1,-1,-1,0,0
35,227.14347700000002,1,1,0,0.45909536535236839,20,1,1,-1,0,1,1,-1,-1,0,0
36,129.39357700000002,1,1,0,2.6076161489013385,20,1,0,-1,-1,-1,1,-1,-1,0,0
37,115.73923599999999,1,1,0,0.9599436679717499,20,1,0,-1,-1,-1,1,-1,-1,0,0
38,212.26509700000003,1,1,0,0.8546174118467631,20,1,1,-1,0,1,1,-1,-1,0,0
39,117.714192,1,1,0,1.1719670220925047,20,1,0,-1,-1,-1,1,-1,-1,0,0
40,183.343975,1,1,0,0.84921395289194856,20,1,1,-1,0,1,1,-1,-1,0,0
41,113.446412,1,1,0,0.69780721015855018,20,1,0,-1,-1,-1,1,-1,-1,0,0
42,123.010358,1,1,0,0.64979330229718357,20,1,0,-1,-1,-1,1,-1,-1,0,0
43,120.98205300000001,1,1,0,0.64824810529484511,20,1,0,-1,-1,-1,1,-1,-1,0,0
44,185.895025,1,1,0,0.69528642179397093,20,1,1,-1,0,1,1,-1,-1,0,0
45,114.036204,1,1,0,0.55503646191064959,20,1,0,-1,-1,-1,1,-1,-1,0,0
46,199.11057400000001,1,1,0,0.93910255911387264,20,1,1,-1,0,1,1,-1,-1,0,0
47,117.42612500000001,1,1,0,0.41539805533393176,20,1,0,-1,-1,-1,1,-1,-1,0,0
48,183.52919400000002,1,1,0,0.64654975649603541,20,1,1,-1,0,1,1,-1,-1,0,0
49,105.704438,1,1,0,0.16373438176862704,20,1,0,-1,-1,-1,1,-1,-1,0,0
50,105.823471,1,1,0,0.27918212332983838,20,1,0,-1,-1,-1,1,-1,-1,0,0
51,106.386527,1,1,0,0.007093985939832289,20,1,0,-1,-1,-1,1,-1,-1,0,0
52,108.570526,1,1,0,0.030377691893080941,20,1,0,-1,-1,-1,1,-1,-1,0,0
53,168.89811900000001,1,1,0,0.024254251461932837,20,1,1,-1,0,1,1,-1,-1,0,0
54,106.250415,1,1,0,0.19245578587689929,20,1,0,-1,-1,-1,1,-1,-1,0,0
55,107.942616,1,1,0,0.32907591371270206,20,1,0,-1,-1,-1,1,-1,-1,0,0
56,109.875767,1,1,0,0.28765594173193076,20,1,0,-1,-1,-1,1,-1,-1,0,0
57,103.628472,1,1,0,0.11675124199597751,20,1,0,-1,-1,-1,1,-1,-1,0,0
58,112.79609499999999,1,1,0,0.013701122481987483,20,1,0,-1,-1,-1,1,-1,-1,0,0
