step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,157.64569399999999,1,1,0,5.0120910968464036,20,0,-1,-1,-1,-1,1,-1,-1,0,0
1,132.37920700000001,1,1,0,0.042208288607423969,20,1,0,-1,-1,-1,1,-1,-1,0,0
2,121.947451,1,1,0,0.11158647440637748,20,1,0,-1,-1,-1,1,-1,-1,0,0
3,130.55866699999999,1,1,0,0.022357040875445693,20,1,0,-1,-1,-1,1,-1,-1,0,0
4,233.52595700000001,1,1,0,0.25531409783577108,20,1,1,-1,1,1,1,-1,-1,0,0
5,124.30591200000001,1,1,0,0.18716885224680213,20,1,0,-1,-1,-1,1,-1,-1,0,0
6,292.49208700000003,1,1,0,0.23613445016637058,20,1,1,-1,1,1,1,-1,-1,0,0
7,130.547246,1,1,0,0.27639828208386197,20,1,0,-1,-1,-1,1,-1,-1,0,0
8,218.94198700000001,1,1,0,0.33706920097311632,20,1,1,-1,1,1,1,-1,-1,0,0
9,124.22897900000001,1,1,0,0.1062668143742691,20,1,0,-1,-1,-1,1,-1,-1,0,0
10,259.18370200000004,1,1,0,25.639990894983388,20,1,1,-1,1,1,1,-1,-1,0,0
11,114.738693,1,1,0,25.639878233695125,20,1,0,-1,-1,-1,1,-1,-1,0,0
12,115.807005,1,1,0,21.504168863247592,20,1,0,-1,-1,-1,1,-1,-1,0,0
13,114.77569199999999,1,1,0,0.90678483070683391,20,1,0,-1,-1,-1,1,-1,-1,0,0
14,111.890027,1,1,0,9.6336498372459456,20,1,0,-1,-1,-1,1,-1,-1,0,0
15,239.025633,1,1,0,0.92472275308895102,20,1,1,-1,1,1,1,-1,-1,0,0
16,124.70756,1,1,0,9.6397136633171101,20,1,0,-1,-1,-1,1,-1,-1,0,0
17,128.045233,1,1,0,9.3419439725595073,20,1,0,-1,-1,-1,1,-1,-1,0,0
18,225.715002,1,1,0,3.2528063637879696,20,1,1,-1,0,1,1,-1,-1,0,0
19,117.88216199999999,1,1,0,0.64686662903521053,20,1,0,-1,-1,-1,1,-1,-1,0,0
20,118.268058,1,1,0,0.37818023710450016,20,1,0,-1,-1,-1,1,-1,-1,0,0
21,122.01366700000001,1,1,0,0.14776511812942716,20,1,0,-1,-1,-1,1,-1,-1,0,0
22,221.46272400000001,1,1,0,0.088759655251133593,20,1,1,-1,0,1,1,-1,-1,0,0
23,125.866643,1,1,0,0.011520962477200292,20,1,0,-1,-1,-1,1,-1,-1,0,0
24,195.823173,1,1,0,0.051123221035249675,20,1,1,-1,0,1,1,-1,-1,0,0
25,195.29373000000001,1,1,0,0.094848756620226779,20,1,1,-1,0,1,1,-1,-1,0,0
26,126.53804299999999,1,1,0,0.17276283511462875,20,1,0,-1,-1,-1,1,-1,-1,0,0
27,129.70433600000001,1,1,0,0.23158348200156242,20,1,0,-1,-1,-1,1,-1,-1,0,0
28,201.282647,1,1,0,0.40406255646517192,20,1,1,-1,0,1,1,-1,-1,0,0
29,130.07993999999999,1,1,0,0.63398746204955059,20,1,0,-1,-1,-1,1,-1,-1,0,0
30,238.157892,1,1,0,0.81950032907065518,20,1,1,-1,0,1,1,-1,-1,0,0
31,219.38901099999998,1,1,0,25.639934799456995,20,1,1,-1,1,1,1,-1,-1,0,0
32,119.49935500000001,1,1,0,16.196972686977155,20,1,0,-1,-1,-1,1,-1,-1,0,0
33,118.19681,1,1,0,3.0206915653714801,20,1,0,-1,-1,-1,1,-1,-1,0,0
34,126.14519799999998,1,1,0,8.7325032768816371,20,1,0,-1,-1,-1,1,-1,-1,0,0
35,123.26059000000001,1,1,0,7.0116535872335248,20,1,0,-1,-1,-1,1,-1,-1,0,0
36,115.26646699999999,1,1,0,2.78571091276355,20,1,0,-1,-1,-1,1,-1,-1,0,0
37,212.32254399999999,1,1,0,25.6399964988201,20,1,1,-1,1,1,1,-1,-1,0,0
38,129.396038,1,1,0,14.813354589067252,20,1,0,-1,-1,-1,1,-1,-1,0,0
39,127.29880099999998,1,1,0,0.91659441468422287,20,1,0,-1,-1,-1,1,-1,-1,0,0
40,121.82209900000001,1,1,0,9.2313362188458985,20,1,0,-1,-1,-1,1,-1,-1,0,0
41,117.643252,1,1,0,9.6395487358101626,20,1,0,-1,-1,-1,1,-1,-1,0,0
42,198.236873,1,1,0,8.5498494430396565,20,1,1,-1,0,1,1,-1,-1,0,0
43,108.823065,1,1,0,1.6569439521407068,20,1,0,-1,-1,-1,1,-1,-1,0,0
44,114.30954199999999,1,1,0,1.0406884950446167,20,1,0,-1,-1,-1,1,-1,-1,0,0
45,107.68605700000001,1,1,0,0.81785945229167334,20,1,0,-1,-1,-1,1,-1,-1,0,0
46,188.964992,1,1,0,0.736349566351996,20,1,1,-1,0,1,1,-1,-1,0,0
47,121.529162,1,1,0,0.67833810463616917,20,1,0,-1,-1,-1,1,-1,-1,0,0
48,189.33127999999999,1,1,0,0.6461950595071424,20,1,1,-1,0,1,1,-1,-1,0,0
49,118.912903,1,1,0,0.63999390720128102,20,1,0,-1,-1,-1,1,-1,-1,0,0
50,106.30632499999999,1,1,0,0.65495953322081135,20,1,0,-1,-1,-1,1,-1,-1,0,0
51,180.64227799999998,1,1,0,0.14051849041008491,20,1,1,-1,1,1,1,-1,-1,0,0
52,108.37985499999999,1,1,0,0.11555339944716875,20,1,0,-1,-1,-1,1,-1,-1,0,0
53,108.405282,1,1,0,0.32395732067070787,20,1,0,-1,-1,-1,1,-1,-1,0,0
54,110.00532699999999,1,1,0,0.22133510884326105,20,1,0,-1,-1,-1,1,-1,-1,0,0
55,182.654697,1,1,0,0.64851388270542809,20,1,1,-1,0,1,1,-1,-1,0,0
56,112.27766699999999,1,1,0,0.073373105472602229,20,1,0,-1,-1,-1,1,-1,-1,0,0
57,107.97599600000001,1,1,0,0.019544502614404741,20,1,0,-1,-1,-1,1,-1,-1,0,0
58,110.19422299999999,1,1,0,0.014634003613148913,20,1,0,-1,-1,-1,1,-1,-1,0,0
59,102.803839,1,1,0,0.051686786480789622,20,1,0,-1,-1,-1,1,-1,-1,0,0
60,103.762895,1,1,0,0.17035557095772311,20,1,0,-1,-1,-1,1,-1,-1,0,0
61,97.880329000000003,1,1,0,0.29395831101318659,20,1,0,-1,-1,-1,1,-1,-1,0,0
62,115.884029,1,1,0,0.10180292818979735,20,1,0,-1,-1,-1,1,-1,-1,0,0
63,111.556162,1,1,0,0.027763215105075012,20,1,0,-1,-1,-1,1,-1,-1,0,0
64,98.375396000000009,1,1,0,0.013689997215648567,20,1,0,-1,-1,-1,1,-1,-1,0,0
65,106.25407100000001,1,1,0,0.008976633745551247,20,1,0,-1,-1,-1,1,-1,-1,0,0
66,119.54904900000001,1,1,0,0.001134712123958514,20,1,0,-1,-1,-1,1,-1,-1,0,0
67,118.427558,1,1,0,0.0043112425151022602,20,1,0,-1,-1,-1,1,-1,-1,0,0
68,101.900943,1,1,0,0.0019791302581714933,20,1,0,-1,-1,-1,1,-1,-1,0,0
69,101.884292,1,1,0,0.00067393636349213383,20,1,0,-1,-1,-1,1,-1,-1,0,0
70,100.073939,1,1,0,0.0004423357547350966,20,1,0,-1,-1,-1,1,-1,-1,0,0
71,98.079436000000001,1,1,0,0.00038891512657963256,20,1,0,-1,-1,-1,1,-1,-1,0,0
72,96.927441999999999,1,1,0,0.00016253543845671169,20,1,0,-1,-1,-1,1,-1,-1,0,0
73,102.74045699999999,1,1,0,0.00011597045143121527,20,1,0,-1,-1,-1,1,-1,-1,0,0
74,93.307096000000001,1,1,0,6.4682505391933939e-05,20,1,0,-1,-1,-1,1,-1,-1,0,0
75,94.486681000000004,1,1,0,3.1559607107656242e-05,20,1,0,-1,-1,-1,1,-1,-1,0,0
76,95.352405000000005,1,1,0,2.6704346822182759e-05,20,1,0,-1,-1,-1,1,-1,-1,0,0
77,92.828183999999993,1,1,0,1.1732998181539942e-05,20,1,0,-1,-1,-1,1,-1,-1,0,0
78,91.069494000000006,1,1,0,7.675392995330765e-06,20,1,0,-1,-1,-1,1,-1,-1,0,0
79,92.166736,1,1,0,4.6232199306436283e-06,20,1,0,-1,-1,-1,1,-1,-1,0,0
80,97.173717000000011,1,1,0,2.6346256130010099e-06,20,1,0,-1,-1,-1,1,-1,-1,0,0
81,89.225840000000005,1,1,0,1.5659080474397577e-06,20,1,0,-1,-1,-1,1,-1,-1,0,0
82,88.387006999999997,1,1,0,9.2270797757557657e-07,20,1,0,-1,-1,-1,1,-1,-1,0,0
83,91.292206000000007,1,1,0,5.4521345227906091e-07,20,1,0,-1,-1,-1,1,-1,-1,0,0
84,92.011737999999994,1,1,0,3.2009755263021864e-07,20,1,0,-1,-1,-1,1,-1,-1,0,0
85,90.716619999999992,1,1,0,1.8864797094807774e-07,20,1,0,-1,-1,-1,1,-1,-1,0,0
