step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,37.153650000000006,1,0,0,8.9954801793955887,40,0,-1,-1,-1,-1,1,-1,-1,0,0
1,36.991216000000001,1,0,0,7.5795682984646646,40,1,-1,-1,-1,-1,1,-1,-1,0,0
2,36.806239999999995,1,0,0,4.567078934510376e-05,40,1,-1,-1,-1,-1,1,-1,-1,0,0
3,38.048344999999998,1,0,0,0.0068772678340914689,40,1,-1,-1,-1,-1,1,-1,-1,0,0
4,37.076695999999998,1,0,0,0.010382876875819637,40,1,-1,-1,-1,-1,1,-1,-1,0,0
5,37.384150999999996,1,0,0,0.00073452750944700683,40,1,-1,-1,-1,-1,1,-1,-1,0,0
6,38.495020999999994,1,0,0,0.0038967878086652655,40,1,-1,-1,-1,-1,1,-1,-1,0,0
7,40.565025999999996,1,0,0,0.023015510165104502,40,1,-1,-1,-1,-1,1,-1,-1,0,0
8,40.007412000000002,1,0,0,0.016388388570379119,40,1,-1,-1,-1,-1,1,-1,-1,0,0
9,41.327244,1,0,0,0.45941488514848405,40,1,-1,-1,-1,-1,1,-1,-1,0,0
10,40.418112000000001,1,0,0,0.41657074036102865,40,1,-1,-1,-1,-1,1,-1,-1,0,0
11,38.824378000000003,1,0,0,0.59377308514156046,40,1,-1,-1,-1,-1,1,-1,-1,0,0
12,41.792994999999998,1,0,0,0.4144891740926227,40,1,-1,-1,-1,-1,1,-1,-1,0,0
13,38.109810000000003,1,0,0,0.092608041362189503,40,1,-1,-1,-1,-1,1,-1,-1,0,0
14,37.805509999999998,1,0,0,2.55381100913127,40,1,-1,-1,-1,-1,1,-1,-1,0,0
15,40.88747,1,0,0,0.74970564044132582,40,1,-1,-1,-1,-1,1,-1,-1,0,0
16,37.274386,1,0,0,0.68280574789137438,40,1,-1,-1,-1,-1,1,-1,-1,0,0
17,38.923924999999997,1,0,0,0.24981130258183021,40,1,-1,-1,-1,-1,1,-1,-1,0,0
18,40.959465000000002,1,0,0,0.52317709211756758,40,1,-1,-1,-1,-1,1,-1,-1,0,0
19,44.869465999999996,1,0,0,0.48697305737924357,40,1,-1,-1,-1,-1,1,-1,-1,0,0
20,53.001199999999997,1,0,0,0.23765991298611033,40,1,-1,-1,-1,-1,1,-1,-1,0,0
21,46.359535000000001,1,0,0,0.89628638127602944,40,1,-1,-1,-1,-1,1,-1,-1,0,0
22,43.940376000000001,1,0,0,1.0005885325390349,40,1,-1,-1,-1,-1,1,-1,-1,0,0
23,41.679051999999999,1,0,0,0.41796393589671355,40,1,-1,-1,-1,-1,1,-1,-1,0,0
24,37.561083000000004,1,0,0,3.0835289671852935,40,1,-1,-1,-1,-1,1,-1,-1,0,0
25,38.413437999999999,1,0,0,0.72467504851929643,40,1,-1,-1,-1,-1,1,-1,-1,0,0
26,37.115017000000002,1,0,0,0.8687557612384651,40,1,-1,-1,-1,-1,1,-1,-1,0,0
27,36.975026,1,0,0,1.0554990329387646,40,1,-1,-1,-1,-1,1,-1,-1,0,0
28,34.838887,1,0,0,0.93754894729243388,40,1,-1,-1,-1,-1,1,-1,-1,0,0
29,39.212945999999995,1,0,0,0.86787891026596742,40,1,-1,-1,-1,-1,1,-1,-1,0,0
30,35.490505999999996,1,0,0,0.76713339549367165,40,1,-1,-1,-1,-1,1,-1,-1,0,0
31,37.432321999999999,1,0,0,0.71161615885804708,40,1,-1,-1,-1,-1,1,-1,-1,0,0
32,42.310524999999998,1,0,0,0.66223174121036532,40,1,-1,-1,-1,-1,1,-1,-1,0,0
33,36.955378999999994,1,0,0,0.63972285831972631,40,1,-1,-1,-1,-1,1,-1,-1,0,0
34,35.789926000000001,1,0,0,0.64325552851482792,40,1,-1,-1,-1,-1,1,-1,-1,0,0
35,36.070633000000001,1,0,0,0.36191383572000263,40,1,-1,-1,-1,-1,1,-1,-1,0,0
36,35.530231000000001,1,0,0,0.19688106669343891,40,1,-1,-1,-1,-1,1,-1,-1,0,0
37,35.283498000000002,1,0,0,0.14583205181823605,40,1,-1,-1,-1,-1,1,-1,-1,0,0
38,42.838633999999999,1,0,0,0.054911634014000316,40,1,-1,-1,-1,-1,1,-1,-1,0,0
39,35.359200000000001,1,0,0,0.12776894335056363,40,1,-1,-1,-1,-1,1,-1,-1,0,0
40,33.378932999999996,1,0,0,0.10211970088405892,40,1,-1,-1,-1,-1,1,-1,-1,0,0
41,33.45776,1,0,0,0.12767896433818537,40,1,-1,-1,-1,-1,1,-1,-1,0,0
42,32.673321999999999,1,0,0,0.074695729495842925,40,1,-1,-1,-1,-1,1,-1,-1,0,0
43,32.736981,1,0,0,0.065323433617545446,40,1,-1,-1,-1,-1,1,-1,-1,0,0
44,31.332952999999996,1,0,0,0.032124194415723083,40,1,-1,-1,-1,-1,1,-1,-1,0,0
45,31.812700999999997,1,0,0,0.036788243409441791,40,1,-1,-1,-1,-1,1,-1,-1,0,0
46,31.451343999999999,1,0,0,0.020321539133630051,40,1,-1,-1,-1,-1,1,-1,-1,0,0
47,30.645826,1,0,0,0.016596787326655326,40,1,-1,-1,-1,-1,1,-1,-1,0,0
48,30.848605000000003,1,0,0,0.011908712901006006,40,1,-1,-1,-1,-1,1,-1,-1,0,0
49,30.979620999999998,1,0,0,0.008580330185798745,40,1,-1,-1,-1,-1,1,-1,-1,0,0
50,30.660143000000001,1,0,0,0.006283983626512283,40,1,-1,-1,-1,-1,1,-1,-1,0,0
51,30.806016,1,0,0,0.004555290003508624,40,1,-1,-1,-1,-1,1,-1,-1,0,0
52,28.718527999999999,1,0,0,0.0033110414267918066,40,1,-1,-1,-1,-1,1,-1,-1,0,0
53,29.183217000000003,1,0,0,0.0024039829412978611,40,1,-1,-1,-1,-1,1,-1,-1,0,0
54,29.897605000000002,1,0,0,0.001745573254794959,40,1,-1,-1,-1,-1,1,-1,-1,0,0
55,29.007128000000002,1,0,0,0.0012672368803638794,40,1,-1,-1,-1,-1,1,-1,-1,0,0
56,28.951062999999998,1,0,0,0.00091982089463452056,40,1,-1,-1,-1,-1,1,-1,-1,0,0
57,28.459381999999998,1,0,0,0.00066763602382045384,40,1,-1,-1,-1,-1,1,-1,-1,0,0
58,29.047644000000002,1,0,0,0.00048456076802643291,40,1,-1,-1,-1,-1,1,-1,-1,0,0
59,28.750818000000002,1,0,0,0.00035166560829214823,40,1,-1,-1,-1,-1,1,-1,-1,0,0
