environment,method,seed,collision,min_clearance,progress
Oncoming,WDRO-inject-K1,3738808398,0,1.001370,0.9556
Oncoming,WDRO-inject-K1,3738808399,1,0.716678,0.9556
Oncoming,WDRO-inject-K1,3738808400,0,1.147914,0.9611
Oncoming,WDRO-inject-K1,3738808401,0,1.123069,0.9611
Oncoming,WDRO-inject-K1,3738808402,0,1.374685,0.9611
Oncoming,WDRO-inject-K1,3738808403,0,0.862331,0.9556
Oncoming,WDRO-inject-K1,3738808404,0,1.078449,0.9611
Oncoming,WDRO-inject-K1,3738808405,0,1.121671,0.9556
Oncoming,WDRO-inject-K1,3738808406,0,1.134893,0.9611
Oncoming,WDRO-inject-K1,3738808407,0,1.126326,0.9501
Oncoming,WDRO-inject-K1,3738808408,0,1.212705,0.9611
Oncoming,WDRO-inject-K1,3738808409,1,0.720154,0.9556
Oncoming,WDRO-inject-K1,3738808410,0,1.156797,0.9501
Oncoming,WDRO-inject-K1,3738808411,0,1.019276,0.9501
Oncoming,WDRO-inject-K1,3738808412,0,0.994106,0.9501
Oncoming,WDRO-inject-K1,3738808413,0,1.819097,0.9556
Oncoming,WDRO-inject-K1,3738808414,0,1.112330,0.9556
Oncoming,WDRO-inject-K1,3738808415,0,1.009018,0.9501
Oncoming,WDRO-inject-K1,3738808416,0,1.249212,0.9556
Oncoming,WDRO-inject-K1,3738808417,0,1.024516,0.9611
Oncoming,WDRO-inject-K1,3738808418,1,0.528703,0.9501
Oncoming,WDRO-inject-K1,3738808419,1,0.816322,0.9611
Oncoming,WDRO-inject-K1,3738808420,0,1.316372,0.9611
Oncoming,WDRO-inject-K1,3738808421,0,1.014649,0.9556
Oncoming,WDRO-inject-K1,3738808422,0,1.139565,0.9611
Oncoming,WDRO-inject-K1,3738808423,0,1.111940,0.9611
Oncoming,WDRO-inject-K1,3738808424,0,1.062812,0.9501
Oncoming,WDRO-inject-K1,3738808425,0,1.326492,0.9556
Oncoming,WDRO-inject-K1,3738808426,0,1.048433,0.9501
Oncoming,WDRO-inject-K1,3738808427,0,1.336909,0.9611
Oncoming,WDRO-inject-K1,3738808428,0,1.024408,0.9611
Oncoming,WDRO-inject-K1,3738808429,0,1.179321,0.9611
Oncoming,WDRO-inject-K1,3738808430,0,1.197725,0.9611
Oncoming,WDRO-inject-K1,3738808431,0,1.215923,0.9611
Oncoming,WDRO-inject-K1,3738808432,0,1.241047,0.9611
Oncoming,WDRO-inject-K1,3738808433,0,1.503567,0.9501
Oncoming,WDRO-inject-K1,3738808434,0,0.982421,0.9556
Oncoming,WDRO-inject-K1,3738808435,0,1.063251,0.9501
Oncoming,WDRO-inject-K1,3738808436,0,1.234436,0.9611
Oncoming,WDRO-inject-K1,3738808437,0,1.157173,0.9556
Oncoming,WDRO-inject-K1,3738808438,1,0.179845,0.9501
Oncoming,WDRO-inject-K1,3738808439,0,1.048445,0.9611
Oncoming,WDRO-inject-K1,3738808440,0,1.165881,0.9501
Oncoming,WDRO-inject-K1,3738808441,0,1.088864,0.9611
Oncoming,WDRO-inject-K1,3738808442,0,0.983268,0.9556
Oncoming,WDRO-inject-K1,3738808443,1,0.406839,0.9501
Oncoming,WDRO-inject-K1,3738808444,1,0.547241,0.9611
Oncoming,WDRO-inject-K1,3738808445,0,1.487743,0.9611
Oncoming,WDRO-inject-K1,3738808446,0,1.278761,0.9611
Oncoming,WDRO-inject-K1,3738808447,0,1.216178,0.9611
Oncoming,WDRO-inject-K1,3738808448,0,1.027868,0.9556
Oncoming,WDRO-inject-K1,3738808449,0,1.237569,0.9611
Oncoming,WDRO-inject-K1,3738808450,0,1.155421,0.9501
Oncoming,WDRO-inject-K1,3738808451,0,0.998931,0.9556
Oncoming,WDRO-inject-K1,3738808452,0,1.174951,0.9611
Oncoming,WDRO-inject-K1,3738808453,0,1.719067,0.9611
Oncoming,WDRO-inject-K1,3738808454,0,1.071378,0.9611
Oncoming,WDRO-inject-K1,3738808455,0,1.313823,0.9611
Oncoming,WDRO-inject-K1,3738808456,0,1.173989,0.9611
Oncoming,WDRO-inject-K1,3738808457,0,1.244693,0.9611
Oncoming,WDRO-inject-K1,3738808458,0,1.185757,0.9611
Oncoming,WDRO-inject-K1,3738808459,0,1.197004,0.9611
Oncoming,WDRO-inject-K1,3738808460,1,0.818092,0.9556
Oncoming,WDRO-inject-K1,3738808461,0,1.490874,0.9556
Oncoming,WDRO-inject-K1,3738808462,0,1.266030,0.9611
Oncoming,WDRO-inject-K1,3738808463,0,1.330539,0.9501
Oncoming,WDRO-inject-K1,3738808464,0,1.180262,0.9556
Oncoming,WDRO-inject-K1,3738808465,0,1.038918,0.9501
Oncoming,WDRO-inject-K1,3738808466,0,1.084521,0.9611
Oncoming,WDRO-inject-K1,3738808467,0,1.355162,0.9611
Oncoming,WDRO-inject-K1,3738808468,0,1.183031,0.9611
Oncoming,WDRO-inject-K1,3738808469,0,0.963728,0.9666
Oncoming,WDRO-inject-K1,3738808470,0,1.365052,0.9611
Oncoming,WDRO-inject-K1,3738808471,0,1.250086,0.9611
Oncoming,WDRO-inject-K1,3738808472,0,1.229995,0.9611
Oncoming,WDRO-inject-K1,3738808473,0,1.050624,0.9611
Oncoming,WDRO-inject-K1,3738808474,0,1.174774,0.9611
Oncoming,WDRO-inject-K1,3738808475,0,1.623909,0.9611
Oncoming,WDRO-inject-K1,3738808476,0,1.381178,0.9611
Oncoming,WDRO-inject-K1,3738808477,0,1.103528,0.9556
Oncoming,WDRO-inject-K1,3738808478,0,1.177358,0.9611
Oncoming,WDRO-inject-K1,3738808479,1,0.305109,0.9501
Oncoming,WDRO-inject-K1,3738808480,0,0.971156,0.9501
Oncoming,WDRO-inject-K1,3738808481,0,1.027839,0.9556
Oncoming,WDRO-inject-K1,3738808482,0,1.131216,0.9611
Oncoming,WDRO-inject-K1,3738808483,0,1.047025,0.9611
Oncoming,WDRO-inject-K1,3738808484,0,1.249634,0.9501
Oncoming,WDRO-inject-K1,3738808485,0,1.080835,0.9611
Oncoming,WDRO-inject-K1,3738808486,0,1.209635,0.9611
Oncoming,WDRO-inject-K1,3738808487,0,1.336980,0.9611
Oncoming,WDRO-inject-K1,3738808488,0,1.661586,0.9611
Oncoming,WDRO-inject-K1,3738808489,0,1.431280,0.9611
Oncoming,WDRO-inject-K1,3738808490,0,1.376702,0.9501
Oncoming,WDRO-inject-K1,3738808491,0,1.134003,0.9611
Oncoming,WDRO-inject-K1,3738808492,1,0.261571,0.9556
Oncoming,WDRO-inject-K1,3738808493,0,1.159837,0.9556
Oncoming,WDRO-inject-K1,3738808494,1,0.623408,0.9501
Oncoming,WDRO-inject-K1,3738808495,0,1.112858,0.9611
Oncoming,WDRO-inject-K1,3738808496,0,1.152688,0.9611
Oncoming,WDRO-inject-K1,3738808497,0,1.105752,0.9611
Oncoming,WDRO-inject-K1,3738808498,0,1.083368,0.9556
Oncoming,WDRO-inject-K1,3738808499,0,1.374943,0.9556
Oncoming,WDRO-inject-K1,3738808500,0,0.975265,0.9611
Oncoming,WDRO-inject-K1,3738808501,0,1.554320,0.9556
Oncoming,WDRO-inject-K1,3738808502,0,1.360751,0.9611
Oncoming,WDRO-inject-K1,3738808503,0,1.435248,0.9611
Oncoming,WDRO-inject-K1,3738808504,0,1.004559,0.9611
Oncoming,WDRO-inject-K1,3738808505,1,0.765906,0.9556
Oncoming,WDRO-inject-K1,3738808506,0,1.119360,0.9501
Oncoming,WDRO-inject-K1,3738808507,0,1.087545,0.9611
Oncoming,WDRO-inject-K1,3738808508,0,1.055868,0.9611
Oncoming,WDRO-inject-K1,3738808509,0,1.344064,0.9611
Oncoming,WDRO-inject-K1,3738808510,0,1.386464,0.9611
Oncoming,WDRO-inject-K1,3738808511,0,1.098313,0.9611
Oncoming,WDRO-inject-K1,3738808512,1,0.043746,0.9501
Oncoming,WDRO-inject-K1,3738808513,0,1.150225,0.9611
Oncoming,WDRO-inject-K1,3738808514,0,1.116775,0.9611
Oncoming,WDRO-inject-K1,3738808515,0,1.148716,0.9611
Oncoming,WDRO-inject-K1,3738808516,0,1.289249,0.9611
Oncoming,WDRO-inject-K1,3738808517,0,0.974389,0.9611
Oncoming,WDRO-inject-K1,3738808518,0,1.283490,0.9611
Oncoming,WDRO-inject-K1,3738808519,0,1.011696,0.9611
Oncoming,WDRO-inject-K1,3738808520,0,1.111844,0.9611
Oncoming,WDRO-inject-K1,3738808521,1,0.789038,0.9501
Oncoming,WDRO-inject-K1,3738808522,0,1.293383,0.9501
Oncoming,WDRO-inject-K1,3738808523,0,0.997892,0.9611
Oncoming,WDRO-inject-K1,3738808524,0,1.008837,0.9501
Oncoming,WDRO-inject-K1,3738808525,0,1.204538,0.9611
Oncoming,WDRO-inject-K1,3738808526,1,0.680224,0.9556
Oncoming,WDRO-inject-K1,3738808527,0,1.051673,0.9556
Oncoming,WDRO-inject-K1,3738808528,0,1.203890,0.9556
Oncoming,WDRO-inject-K1,3738808529,0,1.293697,0.9501
Oncoming,WDRO-inject-K1,3738808530,0,1.160511,0.9611
Oncoming,WDRO-inject-K1,3738808531,0,1.291886,0.9611
Oncoming,WDRO-inject-K1,3738808532,0,1.101296,0.9611
Oncoming,WDRO-inject-K1,3738808533,0,1.107345,0.9556
Oncoming,WDRO-inject-K1,3738808534,0,1.146870,0.9501
Oncoming,WDRO-inject-K1,3738808535,0,1.059471,0.9611
Oncoming,WDRO-inject-K1,3738808536,0,1.261051,0.9611
Oncoming,WDRO-inject-K1,3738808537,0,1.142408,0.9611
Oncoming,WDRO-inject-K1,3738808538,0,1.177621,0.9556
Oncoming,WDRO-inject-K1,3738808539,0,1.117362,0.9611
Oncoming,WDRO-inject-K1,3738808540,1,0.688417,0.9501
Oncoming,WDRO-inject-K1,3738808541,0,1.308408,0.9501
Oncoming,WDRO-inject-K1,3738808542,1,0.796661,0.9611
Oncoming,WDRO-inject-K1,3738808543,1,0.460030,0.9501
Oncoming,WDRO-inject-K1,3738808544,0,1.049910,0.9611
Oncoming,WDRO-inject-K1,3738808545,0,1.200867,0.9611
Oncoming,WDRO-inject-K1,3738808546,0,1.349342,0.9611
Oncoming,WDRO-inject-K1,3738808547,0,1.235872,0.9501
Oncoming,WDRO-inject-K1,3738808548,0,1.281058,0.9611
Oncoming,WDRO-inject-K1,3738808549,0,1.174560,0.9611
Oncoming,WDRO-inject-K1,3738808550,0,1.054393,0.9611
Oncoming,WDRO-inject-K1,3738808551,0,1.462029,0.9611
Oncoming,WDRO-inject-K1,3738808552,0,1.225463,0.9556
Oncoming,WDRO-inject-K1,3738808553,1,0.771198,0.9611
Oncoming,WDRO-inject-K1,3738808554,0,1.071362,0.9611
Oncoming,WDRO-inject-K1,3738808555,0,1.107152,0.9611
Oncoming,WDRO-inject-K1,3738808556,0,1.060634,0.9611
Oncoming,WDRO-inject-K1,3738808557,0,1.256934,0.9611
Oncoming,WDRO-inject-K1,3738808558,0,1.286994,0.9501
Oncoming,WDRO-inject-K1,3738808559,0,1.393614,0.9611
Oncoming,WDRO-inject-K1,3738808560,0,1.104188,0.9501
Oncoming,WDRO-inject-K1,3738808561,0,1.458486,0.9611
Oncoming,WDRO-inject-K1,3738808562,1,0.239687,0.9556
Oncoming,WDRO-inject-K1,3738808563,0,1.063415,0.9501
Oncoming,WDRO-inject-K1,3738808564,0,1.157618,0.9611
Oncoming,WDRO-inject-K1,3738808565,0,1.035236,0.9611
Oncoming,WDRO-inject-K1,3738808566,1,0.520949,0.9611
Oncoming,WDRO-inject-K1,3738808567,0,1.017581,0.9611
Oncoming,WDRO-inject-K1,3738808568,1,0.276278,0.9501
Oncoming,WDRO-inject-K1,3738808569,0,0.969173,0.9501
Oncoming,WDRO-inject-K1,3738808570,0,1.000791,0.9556
Oncoming,WDRO-inject-K1,3738808571,0,1.257802,0.9501
Oncoming,WDRO-inject-K1,3738808572,0,1.137591,0.9611
Oncoming,WDRO-inject-K1,3738808573,0,1.179279,0.9611
Oncoming,WDRO-inject-K1,3738808574,1,0.389503,0.9501
Oncoming,WDRO-inject-K1,3738808575,0,0.954077,0.9556
Oncoming,WDRO-inject-K1,3738808576,0,1.077060,0.9611
Oncoming,WDRO-inject-K1,3738808577,0,1.283178,0.9611
Oncoming,WDRO-inject-K1,3738808578,0,1.011182,0.9556
Oncoming,WDRO-inject-K1,3738808579,0,1.427387,0.9501
Oncoming,WDRO-inject-K1,3738808580,0,1.124020,0.9611
Oncoming,WDRO-inject-K1,3738808581,0,1.028187,0.9611
Oncoming,WDRO-inject-K1,3738808582,0,1.083617,0.9501
Oncoming,WDRO-inject-K1,3738808583,0,1.001594,0.9611
Oncoming,WDRO-inject-K1,3738808584,0,0.891970,0.9611
Oncoming,WDRO-inject-K1,3738808585,0,1.196008,0.9501
Oncoming,WDRO-inject-K1,3738808586,0,1.500172,0.9611
Oncoming,WDRO-inject-K1,3738808587,0,1.084802,0.9611
Oncoming,WDRO-inject-K1,3738808588,1,0.272218,0.9556
Oncoming,WDRO-inject-K1,3738808589,0,1.186109,0.9611
Oncoming,WDRO-inject-K1,3738808590,0,1.130599,0.9611
Oncoming,WDRO-inject-K1,3738808591,0,1.386828,0.9611
Oncoming,WDRO-inject-K1,3738808592,0,1.513567,0.9611
Oncoming,WDRO-inject-K1,3738808593,0,1.081795,0.9556
Oncoming,WDRO-inject-K1,3738808594,0,1.179472,0.9556
Oncoming,WDRO-inject-K1,3738808595,1,0.552689,0.9501
Oncoming,WDRO-inject-K1,3738808596,0,1.021650,0.9556
Oncoming,WDRO-inject-K1,3738808597,0,1.163037,0.9611
Oncoming,WDRO-inject-K1,3738808598,0,1.328637,0.9611
Oncoming,WDRO-inject-K1,3738808599,0,1.050152,0.9501
Oncoming,WDRO-inject-K1,3738808600,0,1.319618,0.9611
Oncoming,WDRO-inject-K1,3738808601,0,1.141367,0.9611
Oncoming,WDRO-inject-K1,3738808602,1,0.469728,0.9556
Oncoming,WDRO-inject-K1,3738808603,0,1.262404,0.9611
Oncoming,WDRO-inject-K1,3738808604,0,1.360867,0.9501
Oncoming,WDRO-inject-K1,3738808605,0,1.026781,0.9611
Oncoming,WDRO-inject-K1,3738808606,0,1.269406,0.9611
Oncoming,WDRO-inject-K1,3738808607,0,1.264651,0.9501
Oncoming,WDRO-inject-K1,3738808608,0,1.033165,0.9556
Oncoming,WDRO-inject-K1,3738808609,0,1.106210,0.9611
Oncoming,WDRO-inject-K1,3738808610,0,1.418712,0.9611
Oncoming,WDRO-inject-K1,3738808611,0,1.000256,0.9611
Oncoming,WDRO-inject-K1,3738808612,0,1.052139,0.9611
Oncoming,WDRO-inject-K1,3738808613,0,1.165118,0.9611
Oncoming,WDRO-inject-K1,3738808614,0,1.268908,0.9501
Oncoming,WDRO-inject-K1,3738808615,0,1.155854,0.9611
Oncoming,WDRO-inject-K1,3738808616,0,1.155496,0.9556
Oncoming,WDRO-inject-K1,3738808617,0,1.017130,0.9556
Oncoming,WDRO-inject-K1,3738808618,1,0.463713,0.9556
Oncoming,WDRO-inject-K1,3738808619,0,1.422073,0.9611
Oncoming,WDRO-inject-K1,3738808620,0,1.375973,0.9611
Oncoming,WDRO-inject-K1,3738808621,0,0.869312,0.9501
Oncoming,WDRO-inject-K1,3738808622,1,0.803285,0.9556
Oncoming,WDRO-inject-K1,3738808623,0,1.151734,0.9611
Oncoming,WDRO-inject-K1,3738808624,0,1.316798,0.9611
Oncoming,WDRO-inject-K1,3738808625,1,0.388667,0.9611
Oncoming,WDRO-inject-K1,3738808626,1,0.582054,0.9611
Oncoming,WDRO-inject-K1,3738808627,0,1.186120,0.9501
Oncoming,WDRO-inject-K1,3738808628,0,1.303812,0.9501
Oncoming,WDRO-inject-K1,3738808629,0,0.999517,0.9501
Oncoming,WDRO-inject-K1,3738808630,0,0.997533,0.9611
Oncoming,WDRO-inject-K1,3738808631,0,1.259556,0.9611
Oncoming,WDRO-inject-K1,3738808632,0,1.099448,0.9556
Oncoming,WDRO-inject-K1,3738808633,1,0.826466,0.9501
Oncoming,WDRO-inject-K1,3738808634,0,1.193941,0.9501
Oncoming,WDRO-inject-K1,3738808635,0,1.399584,0.9611
Oncoming,WDRO-inject-K1,3738808636,1,0.488843,0.9501
Oncoming,WDRO-inject-K1,3738808637,0,1.217872,0.9501
Oncoming,WDRO-inject-K1,3738808638,0,1.107334,0.9611
Oncoming,WDRO-inject-K1,3738808639,0,1.219838,0.9611
Oncoming,WDRO-inject-K1,3738808640,0,1.259363,0.9611
Oncoming,WDRO-inject-K1,3738808641,0,1.165022,0.9501
Oncoming,WDRO-inject-K1,3738808642,0,1.333441,0.9556
Oncoming,WDRO-inject-K1,3738808643,0,1.338197,0.9501
Oncoming,WDRO-inject-K1,3738808644,0,1.201768,0.9611
Oncoming,WDRO-inject-K1,3738808645,1,0.444903,0.9611
Oncoming,WDRO-inject-K1,3738808646,0,1.368452,0.9611
Oncoming,WDRO-inject-K1,3738808647,1,0.611429,0.9501
Oncoming,WDRO-inject-K1,3738808648,0,1.082472,0.9611
Oncoming,WDRO-inject-K1,3738808649,0,1.327277,0.9556
Oncoming,WDRO-inject-K1,3738808650,0,1.053530,0.9501
Oncoming,WDRO-inject-K1,3738808651,0,1.042308,0.9611
Oncoming,WDRO-inject-K1,3738808652,0,1.499666,0.9611
Oncoming,WDRO-inject-K1,3738808653,0,1.180638,0.9611
Oncoming,WDRO-inject-K1,3738808654,0,1.015367,0.9611
Oncoming,WDRO-inject-K1,3738808655,0,1.103210,0.9611
Oncoming,WDRO-inject-K1,3738808656,0,1.115859,0.9556
Oncoming,WDRO-inject-K1,3738808657,0,1.073386,0.9611
Oncoming,WDRO-inject-K1,3738808658,0,1.517764,0.9556
Oncoming,WDRO-inject-K1,3738808659,0,1.255338,0.9611
Oncoming,WDRO-inject-K1,3738808660,0,1.196733,0.9611
Oncoming,WDRO-inject-K1,3738808661,0,1.256143,0.9611
Oncoming,WDRO-inject-K1,3738808662,0,1.080303,0.9611
Oncoming,WDRO-inject-K1,3738808663,0,1.019338,0.9556
Oncoming,WDRO-inject-K1,3738808664,0,1.169927,0.9611
Oncoming,WDRO-inject-K1,3738808665,0,1.136995,0.9556
Oncoming,WDRO-inject-K1,3738808666,0,0.999864,0.9611
Oncoming,WDRO-inject-K1,3738808667,0,1.264187,0.9611
Oncoming,WDRO-inject-K1,3738808668,0,1.250778,0.9501
Oncoming,WDRO-inject-K1,3738808669,0,1.099590,0.9611
Oncoming,WDRO-inject-K1,3738808670,0,1.191097,0.9611
Oncoming,WDRO-inject-K1,3738808671,0,1.072598,0.9611
Oncoming,WDRO-inject-K1,3738808672,0,1.241889,0.9611
Oncoming,WDRO-inject-K1,3738808673,0,1.202835,0.9611
Oncoming,WDRO-inject-K1,3738808674,0,1.146781,0.9611
Oncoming,WDRO-inject-K1,3738808675,0,0.960894,0.9501
Oncoming,WDRO-inject-K1,3738808676,0,1.193296,0.9501
Oncoming,WDRO-inject-K1,3738808677,0,1.220537,0.9611
Oncoming,WDRO-inject-K1,3738808678,0,1.246973,0.9611
Oncoming,WDRO-inject-K1,3738808679,0,1.051412,0.9611
Oncoming,WDRO-inject-K1,3738808680,0,1.166906,0.9501
Oncoming,WDRO-inject-K1,3738808681,0,1.166427,0.9611
Oncoming,WDRO-inject-K1,3738808682,0,1.076656,0.9611
Oncoming,WDRO-inject-K1,3738808683,0,1.292466,0.9611
Oncoming,WDRO-inject-K1,3738808684,0,1.015135,0.9611
Oncoming,WDRO-inject-K1,3738808685,0,1.285244,0.9611
Oncoming,WDRO-inject-K1,3738808686,0,1.271291,0.9611
Oncoming,WDRO-inject-K1,3738808687,1,0.506692,0.9611
Oncoming,WDRO-inject-K1,3738808688,0,1.332672,0.9501
Oncoming,WDRO-inject-K1,3738808689,0,1.602809,0.9611
Oncoming,WDRO-inject-K1,3738808690,0,1.168778,0.9611
Oncoming,WDRO-inject-K1,3738808691,0,1.221809,0.9501
Oncoming,WDRO-inject-K1,3738808692,0,1.005101,0.9611
Oncoming,WDRO-inject-K1,3738808693,0,1.326465,0.9501
Oncoming,WDRO-inject-K1,3738808694,0,0.968104,0.9556
Oncoming,WDRO-inject-K1,3738808695,0,1.160152,0.9556
Oncoming,WDRO-inject-K1,3738808696,0,1.054422,0.9611
Oncoming,WDRO-inject-K1,3738808697,0,1.230847,0.9611
Oncoming,WDRO-inject-K1,3738808698,0,1.406873,0.9611
Oncoming,WDRO-inject-K1,3738808699,1,0.848196,0.9611
Oncoming,WDRO-inject-K1,3738808700,0,1.257735,0.9556
Oncoming,WDRO-inject-K1,3738808701,0,1.436723,0.9556
Oncoming,WDRO-inject-K1,3738808702,0,1.011541,0.9611
Oncoming,WDRO-inject-K1,3738808703,0,1.392052,0.9556
Oncoming,WDRO-inject-K1,3738808704,0,1.092186,0.9611
Oncoming,WDRO-inject-K1,3738808705,0,1.072391,0.9611
Oncoming,WDRO-inject-K1,3738808706,0,1.134730,0.9611
Oncoming,WDRO-inject-K1,3738808707,0,1.300775,0.9501
Oncoming,WDRO-inject-K1,3738808708,0,1.196688,0.9611
Oncoming,WDRO-inject-K1,3738808709,0,1.181791,0.9611
Oncoming,WDRO-inject-K1,3738808710,0,1.538689,0.9611
Oncoming,WDRO-inject-K1,3738808711,1,0.748834,0.9611
Oncoming,WDRO-inject-K1,3738808712,0,1.197428,0.9611
Oncoming,WDRO-inject-K1,3738808713,0,1.132571,0.9611
Oncoming,WDRO-inject-K1,3738808714,0,1.277568,0.9501
Oncoming,WDRO-inject-K1,3738808715,0,0.991948,0.9556
Oncoming,WDRO-inject-K1,3738808716,0,1.080134,0.9611
Oncoming,WDRO-inject-K1,3738808717,0,1.166572,0.9611
Oncoming,WDRO-inject-K1,3738808718,0,1.112803,0.9611
Oncoming,WDRO-inject-K1,3738808719,0,1.061441,0.9611
Oncoming,WDRO-inject-K1,3738808720,0,1.189072,0.9501
Oncoming,WDRO-inject-K1,3738808721,0,1.108983,0.9501
Oncoming,WDRO-inject-K1,3738808722,0,1.176917,0.9611
Oncoming,WDRO-inject-K1,3738808723,0,1.045180,0.9501
Oncoming,WDRO-inject-K1,3738808724,0,1.039538,0.9611
Oncoming,WDRO-inject-K1,3738808725,0,1.200387,0.9501
Oncoming,WDRO-inject-K1,3738808726,0,1.068044,0.9611
Oncoming,WDRO-inject-K1,3738808727,0,1.581702,0.9611
Oncoming,WDRO-inject-K1,3738808728,0,1.088006,0.9611
Oncoming,WDRO-inject-K1,3738808729,0,1.050935,0.9611
Oncoming,WDRO-inject-K1,3738808730,0,0.948044,0.9611
Oncoming,WDRO-inject-K1,3738808731,0,1.053680,0.9556
Oncoming,WDRO-inject-K1,3738808732,0,1.159915,0.9611
Oncoming,WDRO-inject-K1,3738808733,0,1.166480,0.9611
Oncoming,WDRO-inject-K1,3738808734,0,1.196755,0.9611
Oncoming,WDRO-inject-K1,3738808735,0,1.087736,0.9611
Oncoming,WDRO-inject-K1,3738808736,0,1.030077,0.9611
Oncoming,WDRO-inject-K1,3738808737,1,0.413648,0.9501
Oncoming,WDRO-inject-K1,3738808738,0,1.100712,0.9611
Oncoming,WDRO-inject-K1,3738808739,0,1.123280,0.9611
Oncoming,WDRO-inject-K1,3738808740,0,1.074693,0.9611
Oncoming,WDRO-inject-K1,3738808741,0,1.261843,0.9611
Oncoming,WDRO-inject-K1,3738808742,1,0.542394,0.9501
Oncoming,WDRO-inject-K1,3738808743,1,0.801809,0.9556
Oncoming,WDRO-inject-K1,3738808744,0,0.853215,0.9556
Oncoming,WDRO-inject-K1,3738808745,0,1.166436,0.9501
Oncoming,WDRO-inject-K1,3738808746,0,1.161942,0.9501
Oncoming,WDRO-inject-K1,3738808747,1,0.539753,0.9556
Oncoming,WDRO-inject-K1,3738808748,0,1.159122,0.9611
Oncoming,WDRO-inject-K1,3738808749,0,1.162203,0.9501
Oncoming,WDRO-inject-K1,3738808750,0,1.280757,0.9611
Oncoming,WDRO-inject-K1,3738808751,1,0.649605,0.9556
Oncoming,WDRO-inject-K1,3738808752,0,1.216066,0.9611
Oncoming,WDRO-inject-K1,3738808753,0,1.036523,0.9501
Oncoming,WDRO-inject-K1,3738808754,0,1.633137,0.9556
Oncoming,WDRO-inject-K1,3738808755,1,0.268481,0.9611
Oncoming,WDRO-inject-K1,3738808756,1,0.583033,0.9556
Oncoming,WDRO-inject-K1,3738808757,0,1.095878,0.9611
Oncoming,WDRO-inject-K1,3738808758,0,1.129541,0.9611
Oncoming,WDRO-inject-K1,3738808759,1,0.499228,0.9556
Oncoming,WDRO-inject-K1,3738808760,0,1.279088,0.9611
Oncoming,WDRO-inject-K1,3738808761,0,1.244945,0.9611
Oncoming,WDRO-inject-K1,3738808762,0,1.384717,0.9611
Oncoming,WDRO-inject-K1,3738808763,0,1.135589,0.9501
Oncoming,WDRO-inject-K1,3738808764,0,1.116241,0.9556
Oncoming,WDRO-inject-K1,3738808765,0,1.148796,0.9501
Oncoming,WDRO-inject-K1,3738808766,0,1.057373,0.9501
Oncoming,WDRO-inject-K1,3738808767,0,1.259346,0.9611
Oncoming,WDRO-inject-K1,3738808768,0,1.750255,0.9611
Oncoming,WDRO-inject-K1,3738808769,0,1.400264,0.9611
Oncoming,WDRO-inject-K1,3738808770,0,1.176949,0.9611
Oncoming,WDRO-inject-K1,3738808771,0,1.153429,0.9611
Oncoming,WDRO-inject-K1,3738808772,0,1.356668,0.9611
Oncoming,WDRO-inject-K1,3738808773,0,1.028917,0.9611
Oncoming,WDRO-inject-K1,3738808774,0,1.105698,0.9611
Oncoming,WDRO-inject-K1,3738808775,0,1.007390,0.9611
Oncoming,WDRO-inject-K1,3738808776,0,1.344636,0.9611
Oncoming,WDRO-inject-K1,3738808777,0,1.076718,0.9556
Oncoming,WDRO-inject-K1,3738808778,0,1.095929,0.9556
Oncoming,WDRO-inject-K1,3738808779,0,1.066240,0.9611
Oncoming,WDRO-inject-K1,3738808780,0,1.140892,0.9556
Oncoming,WDRO-inject-K1,3738808781,1,0.723150,0.9556
Oncoming,WDRO-inject-K1,3738808782,1,0.460493,0.9556
Oncoming,WDRO-inject-K1,3738808783,0,1.184594,0.9611
Oncoming,WDRO-inject-K1,3738808784,0,1.167942,0.9556
Oncoming,WDRO-inject-K1,3738808785,0,1.102382,0.9611
Oncoming,WDRO-inject-K1,3738808786,1,0.674032,0.9556
Oncoming,WDRO-inject-K1,3738808787,1,0.520485,0.9611
Oncoming,WDRO-inject-K1,3738808788,0,1.817654,0.9611
Oncoming,WDRO-inject-K1,3738808789,0,1.136262,0.9611
Oncoming,WDRO-inject-K1,3738808790,0,1.181309,0.9556
Oncoming,WDRO-inject-K1,3738808791,0,1.203439,0.9501
Oncoming,WDRO-inject-K1,3738808792,0,1.188169,0.9501
Oncoming,WDRO-inject-K1,3738808793,0,1.223987,0.9556
Oncoming,WDRO-inject-K1,3738808794,0,1.169967,0.9611
Oncoming,WDRO-inject-K1,3738808795,0,1.130298,0.9611
Oncoming,WDRO-inject-K1,3738808796,0,1.280982,0.9556
Oncoming,WDRO-inject-K1,3738808797,0,0.977907,0.9611
Oncoming,WDRO-inject-K1,3738808798,0,1.216792,0.9501
Oncoming,WDRO-inject-K1,3738808799,0,1.240580,0.9611
Oncoming,WDRO-inject-K1,3738808800,0,1.165234,0.9556
Oncoming,WDRO-inject-K1,3738808801,0,1.058983,0.9611
Oncoming,WDRO-inject-K1,3738808802,0,1.073491,0.9611
Oncoming,WDRO-inject-K1,3738808803,0,1.234054,0.9611
Oncoming,WDRO-inject-K1,3738808804,0,1.246010,0.9611
Oncoming,WDRO-inject-K1,3738808805,0,1.267520,0.9611
Oncoming,WDRO-inject-K1,3738808806,0,1.072053,0.9611
Oncoming,WDRO-inject-K1,3738808807,0,1.138730,0.9611
Oncoming,WDRO-inject-K1,3738808808,0,1.178142,0.9611
