environment,method,seed,collision,min_clearance,progress
Crossing,Base,196888507,0,0.877728,0.9611
Crossing,Base,196888508,1,0.523722,0.9611
Crossing,Base,196888509,1,0.849215,0.9611
Crossing,Base,196888510,1,0.597848,0.9611
Crossing,Base,196888511,1,0.431436,0.9611
Crossing,Base,196888512,1,0.167656,0.9611
Crossing,Base,196888513,1,0.432283,0.9611
Crossing,Base,196888514,1,0.574085,0.9611
Crossing,Base,196888515,1,0.615986,0.9611
Crossing,Base,196888516,1,0.557021,0.9611
Crossing,Base,196888517,1,0.697896,0.9611
Crossing,Base,196888518,1,0.354060,0.9611
Crossing,Base,196888519,1,0.250367,0.9611
Crossing,Base,196888520,1,0.439407,0.9611
Crossing,Base,196888521,0,1.751655,0.5361
Crossing,Base,196888522,1,0.794912,0.9611
Crossing,Base,196888523,0,1.025545,0.9611
Crossing,Base,196888524,0,2.247042,0.5416
Crossing,Base,196888525,1,0.153507,0.9611
Crossing,Base,196888526,1,0.215821,0.9611
Crossing,Base,196888527,0,1.746649,0.5416
Crossing,Base,196888528,1,0.724917,0.9611
Crossing,Base,196888529,1,0.529903,0.9611
Crossing,Base,196888530,1,0.329865,0.9611
Crossing,Base,196888531,0,0.984622,0.9611
Crossing,Base,196888532,0,1.008230,0.9611
Crossing,Base,196888533,1,0.503770,0.9611
Crossing,Base,196888534,1,0.564712,0.9611
Crossing,Base,196888535,1,0.752225,0.9611
Crossing,Base,196888536,1,0.685051,0.9611
Crossing,Base,196888537,1,0.115935,0.9611
Crossing,Base,196888538,1,0.250857,0.9611
Crossing,Base,196888539,1,0.149039,0.9611
Crossing,Base,196888540,1,0.741803,0.9611
Crossing,Base,196888541,1,0.327292,0.9611
Crossing,Base,196888542,0,0.938648,0.9611
Crossing,Base,196888543,0,1.694749,0.9611
Crossing,Base,196888544,1,0.158751,0.9611
Crossing,Base,196888545,0,1.374301,0.9611
Crossing,Base,196888546,1,0.434097,0.9611
Crossing,Base,196888547,1,0.680106,0.9611
Crossing,Base,196888548,1,0.275804,0.9611
Crossing,Base,196888549,1,0.133435,0.9611
Crossing,Base,196888550,1,0.465687,0.9611
Crossing,Base,196888551,1,0.652205,0.9611
Crossing,Base,196888552,0,2.296514,0.5361
Crossing,Base,196888553,0,0.858928,0.9611
Crossing,Base,196888554,1,0.096692,0.9611
Crossing,Base,196888555,0,1.438410,0.9611
Crossing,Base,196888556,1,0.233906,0.9611
Crossing,Base,196888557,0,2.317404,0.5361
Crossing,Base,196888558,0,1.069384,0.5361
Crossing,Base,196888559,1,0.221685,0.9611
Crossing,Base,196888560,1,0.241257,0.9611
Crossing,Base,196888561,1,0.799295,0.9611
Crossing,Base,196888562,1,0.490792,0.9611
Crossing,Base,196888563,1,0.502717,0.9611
Crossing,Base,196888564,0,0.850751,0.9611
Crossing,Base,196888565,1,0.566465,0.9611
Crossing,Base,196888566,1,0.455605,0.9611
Crossing,Base,196888567,0,1.639167,0.9611
Crossing,Base,196888568,1,0.581454,0.9611
Crossing,Base,196888569,1,0.785455,0.9611
Crossing,Base,196888570,1,0.511649,0.9611
Crossing,Base,196888571,1,0.637050,0.9556
Crossing,Base,196888572,1,0.136810,0.9611
Crossing,Base,196888573,0,1.114586,0.9611
Crossing,Base,196888574,0,0.908132,0.9611
Crossing,Base,196888575,0,2.442276,0.5581
Crossing,Base,196888576,1,0.716356,0.9611
Crossing,Base,196888577,1,0.167734,0.9611
Crossing,Base,196888578,0,1.337722,0.9611
Crossing,Base,196888579,0,0.897578,0.9611
Crossing,Base,196888580,1,0.281030,0.9611
Crossing,Base,196888581,0,2.430538,0.5581
Crossing,Base,196888582,0,1.271823,0.9611
Crossing,Base,196888583,1,0.339710,0.9611
Crossing,Base,196888584,1,0.318626,0.9611
Crossing,Base,196888585,1,0.610655,0.9611
Crossing,Base,196888586,1,0.794877,0.9611
Crossing,Base,196888587,1,0.476394,0.9611
Crossing,Base,196888588,1,0.109982,0.9611
Crossing,Base,196888589,1,0.255344,0.9611
Crossing,Base,196888590,1,0.568904,0.9611
Crossing,Base,196888591,1,0.820718,0.9611
Crossing,Base,196888592,1,0.641498,0.9611
Crossing,Base,196888593,0,2.535699,0.5416
Crossing,Base,196888594,1,0.386028,0.9611
Crossing,Base,196888595,1,0.454061,0.9611
Crossing,Base,196888596,1,0.490492,0.9611
Crossing,Base,196888597,1,0.796800,0.9611
Crossing,Base,196888598,0,2.220438,0.9611
Crossing,Base,196888599,1,0.379360,0.9611
Crossing,Base,196888600,1,0.368383,0.9611
Crossing,Base,196888601,1,0.383338,0.9611
Crossing,Base,196888602,0,2.506105,0.9501
Crossing,Base,196888603,1,0.489447,0.9611
Crossing,Base,196888604,0,0.904953,0.9611
Crossing,Base,196888605,0,0.905019,0.9611
Crossing,Base,196888606,1,0.543542,0.9611
Crossing,Base,196888607,0,1.769212,0.9666
Crossing,Base,196888608,1,0.394764,0.9611
Crossing,Base,196888609,1,0.479350,0.9611
Crossing,Base,196888610,1,0.446501,0.9611
Crossing,Base,196888611,1,0.329114,0.9611
Crossing,Base,196888612,1,0.619164,0.9611
Crossing,Base,196888613,1,0.501238,0.9611
Crossing,Base,196888614,1,0.545547,0.9611
Crossing,Base,196888615,1,0.195637,0.9611
Crossing,Base,196888616,1,0.056378,0.9611
Crossing,Base,196888617,1,0.258098,0.9611
Crossing,Base,196888618,0,1.694823,0.5744
Crossing,Base,196888619,1,0.366599,0.9611
Crossing,Base,196888620,1,0.558142,0.9611
Crossing,Base,196888621,1,0.303741,0.9611
Crossing,Base,196888622,1,0.340696,0.9611
Crossing,Base,196888623,0,2.040495,0.5361
Crossing,Base,196888624,1,0.704123,0.9611
Crossing,Base,196888625,0,1.854725,0.9611
Crossing,Base,196888626,0,1.253312,0.9611
Crossing,Base,196888627,1,0.651163,0.9611
Crossing,Base,196888628,1,0.764597,0.9611
Crossing,Base,196888629,0,0.861573,0.9611
Crossing,Base,196888630,1,0.340119,0.9611
Crossing,Base,196888631,0,1.202785,0.9611
Crossing,Base,196888632,0,2.291146,0.5526
Crossing,Base,196888633,0,0.907130,0.9611
Crossing,Base,196888634,1,0.431688,0.9611
Crossing,Base,196888635,1,0.620997,0.9611
Crossing,Base,196888636,1,0.675359,0.9611
Crossing,Base,196888637,1,0.653995,0.9611
Crossing,Base,196888638,1,0.254426,0.9611
Crossing,Base,196888639,0,1.576148,0.5690
Crossing,Base,196888640,0,2.137797,0.5690
Crossing,Base,196888641,1,0.089872,0.9611
Crossing,Base,196888642,1,0.314607,0.9611
Crossing,Base,196888643,1,0.795704,0.9611
Crossing,Base,196888644,1,0.617816,0.9611
Crossing,Base,196888645,0,1.291235,0.9611
Crossing,Base,196888646,0,1.572219,0.5526
Crossing,Base,196888647,1,0.378782,0.9611
Crossing,Base,196888648,1,0.244748,0.9611
Crossing,Base,196888649,1,0.535204,0.9611
Crossing,Base,196888650,1,0.697399,0.9611
Crossing,Base,196888651,1,0.440007,0.9611
Crossing,Base,196888652,0,1.525328,0.9611
Crossing,Base,196888653,1,0.767606,0.9611
Crossing,Base,196888654,1,0.616039,0.9611
Crossing,Base,196888655,1,0.467887,0.9611
Crossing,Base,196888656,1,0.298106,0.9611
Crossing,Base,196888657,0,2.494647,0.9611
Crossing,Base,196888658,1,0.350949,0.9611
Crossing,Base,196888659,1,0.512364,0.9611
Crossing,Base,196888660,1,0.754458,0.9611
Crossing,Base,196888661,1,0.743449,0.9611
Crossing,Base,196888662,1,0.592476,0.9611
Crossing,Base,196888663,0,0.947857,0.9611
Crossing,Base,196888664,1,0.307544,0.9611
Crossing,Base,196888665,0,0.961309,0.9611
Crossing,Base,196888666,1,0.626479,0.9611
Crossing,Base,196888667,1,0.235445,0.9611
Crossing,Base,196888668,1,0.335433,0.9611
Crossing,Base,196888669,1,0.182968,0.9611
Crossing,Base,196888670,1,0.445471,0.9611
Crossing,Base,196888671,1,0.552561,0.9611
Crossing,Base,196888672,1,0.131584,0.9611
Crossing,Base,196888673,0,2.331570,0.5744
Crossing,Base,196888674,1,0.397821,0.9611
Crossing,Base,196888675,1,0.425199,0.9611
Crossing,Base,196888676,1,0.568231,0.9611
Crossing,Base,196888677,0,1.067451,0.9611
Crossing,Base,196888678,1,0.207936,0.9611
Crossing,Base,196888679,1,0.788020,0.9611
Crossing,Base,196888680,1,0.652098,0.9611
Crossing,Base,196888681,0,1.085578,0.9611
Crossing,Base,196888682,1,0.014354,0.9611
Crossing,Base,196888683,1,0.460195,0.9611
Crossing,Base,196888684,1,0.794804,0.9611
Crossing,Base,196888685,1,0.477040,0.9611
Crossing,Base,196888686,0,2.049683,0.5581
Crossing,Base,196888687,0,2.811056,0.5526
Crossing,Base,196888688,1,0.622328,0.9611
Crossing,Base,196888689,1,0.226530,0.9611
Crossing,Base,196888690,1,0.210019,0.9611
Crossing,Base,196888691,1,0.258284,0.9611
Crossing,Base,196888692,1,0.418503,0.9611
Crossing,Base,196888693,1,0.400289,0.9611
Crossing,Base,196888694,0,0.866397,0.9611
Crossing,Base,196888695,0,1.580302,0.5361
Crossing,Base,196888696,1,0.287808,0.9611
Crossing,Base,196888697,1,0.664962,0.9611
Crossing,Base,196888698,1,0.116215,0.9611
Crossing,Base,196888699,1,0.425816,0.9611
Crossing,Base,196888700,1,0.757075,0.9611
Crossing,Base,196888701,1,0.769788,0.9611
Crossing,Base,196888702,1,0.508032,0.9611
Crossing,Base,196888703,1,0.227356,0.9611
Crossing,Base,196888704,1,0.281607,0.9611
Crossing,Base,196888705,1,0.244242,0.9611
Crossing,Base,196888706,0,1.170879,0.9611
Crossing,Base,196888707,1,0.636071,0.9611
Crossing,Base,196888708,0,1.059186,0.9611
Crossing,Base,196888709,1,0.574634,0.9611
Crossing,Base,196888710,1,0.179019,0.9611
Crossing,Base,196888711,1,0.219441,0.9611
Crossing,Base,196888712,1,0.525520,0.9611
Crossing,Base,196888713,1,0.582443,0.9611
Crossing,Base,196888714,1,0.508979,0.9611
Crossing,Base,196888715,1,0.810515,0.9611
Crossing,Base,196888716,1,0.390520,0.9611
Crossing,Base,196888717,1,0.814448,0.9611
Crossing,Base,196888718,1,0.246296,0.9611
Crossing,Base,196888719,1,0.573872,0.9611
Crossing,Base,196888720,1,0.292634,0.9611
Crossing,Base,196888721,1,0.292329,0.9611
Crossing,Base,196888722,1,0.784689,0.9611
Crossing,Base,196888723,1,0.517787,0.9611
Crossing,Base,196888724,1,0.143671,0.9611
Crossing,Base,196888725,1,0.326476,0.9611
Crossing,Base,196888726,1,0.395056,0.9611
Crossing,Base,196888727,1,0.623681,0.9611
Crossing,Base,196888728,1,0.483763,0.9611
Crossing,Base,196888729,0,0.918751,0.9611
Crossing,Base,196888730,1,0.767203,0.9611
Crossing,Base,196888731,1,0.274830,0.9611
Crossing,Base,196888732,1,0.417812,0.9611
Crossing,Base,196888733,1,0.579116,0.9611
Crossing,Base,196888734,1,0.036210,0.9611
Crossing,Base,196888735,1,0.387035,0.9611
Crossing,Base,196888736,1,0.700719,0.9611
Crossing,Base,196888737,1,0.375873,0.9611
Crossing,Base,196888738,1,0.599778,0.9611
Crossing,Base,196888739,1,0.350176,0.9611
Crossing,Base,196888740,1,0.447808,0.9611
Crossing,Base,196888741,1,0.478833,0.9611
Crossing,Base,196888742,1,0.135500,0.9611
Crossing,Base,196888743,1,0.733330,0.9611
Crossing,Base,196888744,1,0.126648,0.9611
Crossing,Base,196888745,0,1.773102,0.9611
Crossing,Base,196888746,0,0.862322,0.9611
Crossing,Base,196888747,0,1.833510,0.5361
Crossing,Base,196888748,1,0.235932,0.9611
Crossing,Base,196888749,1,0.812976,0.9611
Crossing,Base,196888750,1,0.370626,0.9611
Crossing,Base,196888751,1,0.395758,0.9611
Crossing,Base,196888752,1,0.352717,0.9611
Crossing,Base,196888753,1,0.274798,0.9611
Crossing,Base,196888754,0,0.860002,0.9611
Crossing,Base,196888755,0,0.915138,0.9611
Crossing,Base,196888756,1,0.832311,0.9611
Crossing,Base,196888757,0,1.798403,0.9611
Crossing,Base,196888758,0,0.917312,0.9611
Crossing,Base,196888759,1,0.598409,0.9611
Crossing,Base,196888760,0,1.494861,0.9611
Crossing,Base,196888761,1,0.243119,0.9611
Crossing,Base,196888762,1,0.082876,0.9611
Crossing,Base,196888763,1,0.094783,0.9611
Crossing,Base,196888764,1,0.817439,0.9611
Crossing,Base,196888765,1,0.558926,0.9611
Crossing,Base,196888766,1,0.227112,0.9611
Crossing,Base,196888767,1,0.461214,0.9611
Crossing,Base,196888768,1,0.224979,0.9611
Crossing,Base,196888769,1,0.162989,0.9611
Crossing,Base,196888770,1,0.441468,0.9611
Crossing,Base,196888771,0,2.249934,0.9611
Crossing,Base,196888772,1,0.121534,0.9611
Crossing,Base,196888773,1,0.399587,0.9611
Crossing,Base,196888774,1,0.814984,0.9611
Crossing,Base,196888775,1,0.466406,0.9611
Crossing,Base,196888776,1,0.847683,0.9611
Crossing,Base,196888777,1,0.464803,0.9611
Crossing,Base,196888778,1,0.455709,0.9611
Crossing,Base,196888779,0,2.476239,0.5581
Crossing,Base,196888780,1,0.457592,0.9611
Crossing,Base,196888781,1,0.482651,0.9501
Crossing,Base,196888782,1,0.500849,0.9611
Crossing,Base,196888783,1,0.598886,0.9611
Crossing,Base,196888784,1,0.139951,0.9611
Crossing,Base,196888785,0,2.414082,0.5526
Crossing,Base,196888786,0,1.085846,0.9611
Crossing,Base,196888787,1,0.172017,0.9611
Crossing,Base,196888788,1,0.406448,0.9611
Crossing,Base,196888789,0,0.923730,0.9611
Crossing,Base,196888790,1,0.442805,0.9611
Crossing,Base,196888791,0,1.120346,0.9611
Crossing,Base,196888792,1,0.503834,0.9611
Crossing,Base,196888793,1,0.477781,0.9611
Crossing,Base,196888794,1,0.597741,0.9611
Crossing,Base,196888795,0,0.919368,0.9611
Crossing,Base,196888796,0,0.958097,0.9611
Crossing,Base,196888797,1,0.374059,0.9611
Crossing,Base,196888798,0,2.059771,0.9556
Crossing,Base,196888799,0,1.064360,0.9611
Crossing,Base,196888800,0,1.058896,0.9611
Crossing,Base,196888801,1,0.162087,0.9611
Crossing,Base,196888802,1,0.492416,0.9611
Crossing,Base,196888803,1,0.636306,0.9611
Crossing,Base,196888804,1,0.421184,0.9611
Crossing,Base,196888805,1,0.218564,0.9611
Crossing,Base,196888806,1,0.199137,0.9611
Crossing,Base,196888807,1,0.397807,0.9611
Crossing,Base,196888808,0,1.410074,0.5581
Crossing,Base,196888809,1,0.528541,0.9611
Crossing,Base,196888810,1,0.180296,0.9611
Crossing,Base,196888811,1,0.693332,0.9611
Crossing,Base,196888812,1,0.515655,0.9611
Crossing,Base,196888813,1,0.698219,0.9611
Crossing,Base,196888814,1,0.051498,0.9611
Crossing,Base,196888815,0,1.203386,0.9611
Crossing,Base,196888816,1,0.207329,0.9611
Crossing,Base,196888817,1,0.153178,0.9611
Crossing,Base,196888818,0,2.106116,0.5361
Crossing,Base,196888819,0,0.943947,0.9611
Crossing,Base,196888820,1,0.673211,0.9611
Crossing,Base,196888821,1,0.237691,0.9611
Crossing,Base,196888822,1,0.231360,0.9611
Crossing,Base,196888823,0,1.148189,0.9611
Crossing,Base,196888824,0,2.023131,0.9501
Crossing,Base,196888825,1,0.087638,0.9611
Crossing,Base,196888826,1,0.611420,0.9611
Crossing,Base,196888827,1,0.318464,0.9501
Crossing,Base,196888828,1,0.055515,0.9611
Crossing,Base,196888829,0,0.888630,0.9611
Crossing,Base,196888830,1,0.304273,0.9611
Crossing,Base,196888831,0,1.574802,0.5526
Crossing,Base,196888832,1,0.363058,0.9611
Crossing,Base,196888833,1,0.434919,0.9611
Crossing,Base,196888834,1,0.364226,0.9611
Crossing,Base,196888835,1,0.603520,0.9611
Crossing,Base,196888836,1,0.820306,0.9611
Crossing,Base,196888837,0,1.447928,0.5744
Crossing,Base,196888838,1,0.679478,0.9611
Crossing,Base,196888839,0,1.635653,0.9611
Crossing,Base,196888840,1,0.723861,0.9611
Crossing,Base,196888841,1,0.441267,0.9611
Crossing,Base,196888842,1,0.706218,0.9556
Crossing,Base,196888843,1,0.322620,0.9611
Crossing,Base,196888844,1,0.748235,0.9611
Crossing,Base,196888845,1,0.232980,0.9611
Crossing,Base,196888846,1,0.322432,0.9611
Crossing,Base,196888847,0,1.012872,0.9611
Crossing,Base,196888848,1,0.495977,0.9611
Crossing,Base,196888849,1,0.573175,0.9611
Crossing,Base,196888850,1,0.098379,0.9611
Crossing,Base,196888851,1,0.580383,0.9611
Crossing,Base,196888852,1,0.065062,0.9611
Crossing,Base,196888853,1,0.618570,0.9611
Crossing,Base,196888854,1,0.480460,0.9611
Crossing,Base,196888855,0,1.597242,0.5416
Crossing,Base,196888856,1,0.617598,0.9611
Crossing,Base,196888857,1,0.690832,0.9611
Crossing,Base,196888858,1,0.371596,0.9611
Crossing,Base,196888859,1,0.801102,0.9611
Crossing,Base,196888860,1,0.415162,0.9611
Crossing,Base,196888861,1,0.493704,0.9611
Crossing,Base,196888862,1,0.233289,0.9611
Crossing,Base,196888863,1,0.388813,0.9611
Crossing,Base,196888864,0,1.260774,0.5581
Crossing,Base,196888865,0,0.859211,0.9611
Crossing,Base,196888866,1,0.245241,0.9611
Crossing,Base,196888867,1,0.793959,0.9611
Crossing,Base,196888868,0,2.126043,0.5471
Crossing,Base,196888869,0,2.309281,0.9611
Crossing,Base,196888870,0,2.176513,0.5361
Crossing,Base,196888871,1,0.336148,0.9611
Crossing,Base,196888872,1,0.384308,0.9611
Crossing,Base,196888873,1,0.549990,0.9611
Crossing,Base,196888874,1,0.561888,0.9611
Crossing,Base,196888875,1,0.458630,0.9611
Crossing,Base,196888876,1,0.363779,0.9611
Crossing,Base,196888877,1,0.751736,0.9611
Crossing,Base,196888878,1,0.240389,0.9611
Crossing,Base,196888879,1,0.689939,0.9611
Crossing,Base,196888880,1,0.301298,0.9611
Crossing,Base,196888881,1,0.425399,0.9611
Crossing,Base,196888882,0,1.894825,0.5361
Crossing,Base,196888883,1,0.311438,0.9611
Crossing,Base,196888884,1,0.566625,0.9611
Crossing,Base,196888885,1,0.671728,0.9611
Crossing,Base,196888886,1,0.585427,0.9611
Crossing,Base,196888887,1,0.789830,0.9611
Crossing,Base,196888888,1,0.137735,0.9611
Crossing,Base,196888889,1,0.212746,0.9611
Crossing,Base,196888890,1,0.640110,0.9611
Crossing,Base,196888891,1,0.513616,0.9611
Crossing,Base,196888892,0,2.872657,0.9611
Crossing,Base,196888893,1,0.694168,0.9611
Crossing,Base,196888894,1,0.422877,0.9611
Crossing,Base,196888895,1,0.677936,0.9611
Crossing,Base,196888896,1,0.426338,0.9611
Crossing,Base,196888897,1,0.462792,0.9611
Crossing,Base,196888898,1,0.408855,0.9611
Crossing,Base,196888899,1,0.235897,0.9611
Crossing,Base,196888900,1,0.547630,0.9611
Crossing,Base,196888901,1,0.405482,0.9611
Crossing,Base,196888902,1,0.239763,0.9611
Crossing,Base,196888903,0,1.816245,0.5361
Crossing,Base,196888904,0,1.223215,0.9611
Crossing,Base,196888905,1,0.727846,0.9611
Crossing,Base,196888906,1,0.770780,0.9611
Crossing,Base,196888907,1,0.249014,0.9611
Crossing,Base,196888908,1,0.371372,0.9611
Crossing,Base,196888909,0,2.039261,0.9611
Crossing,Base,196888910,1,0.205365,0.9611
Crossing,Base,196888911,1,0.234203,0.9611
Crossing,Base,196888912,1,0.597515,0.9611
Crossing,Base,196888913,1,0.828948,0.9611
Crossing,Base,196888914,0,1.009788,0.9611
Crossing,Base,196888915,1,0.683095,0.9611
Crossing,Base,196888916,1,0.453582,0.9611
Crossing,Base,196888917,1,0.258111,0.9611
Crossing,Base,196888918,1,0.060232,0.9611
Crossing,Base,196888919,1,0.100398,0.9611
Crossing,Base,196888920,1,0.848240,0.9611
Crossing,Base,196888921,1,0.391323,0.9611
Crossing,Base,196888922,1,0.649716,0.9611
Crossing,Base,196888923,1,0.231082,0.9611
Crossing,Base,196888924,1,0.191916,0.9611
Crossing,Base,196888925,0,1.880176,0.5361
Crossing,Base,196888926,1,0.588516,0.9611
Crossing,Base,196888927,1,0.574169,0.9611
Crossing,Base,196888928,1,0.617904,0.9611
Crossing,Base,196888929,1,0.439623,0.9611
Crossing,Base,196888930,0,0.876319,0.9611
Crossing,Base,196888931,0,1.854009,0.5581
Crossing,Base,196888932,1,0.668748,0.9611
Crossing,Base,196888933,0,0.889849,0.9611
Crossing,Base,196888934,1,0.324164,0.9611
Crossing,Base,196888935,1,0.415418,0.9611
Crossing,Base,196888936,1,0.428318,0.9611
Crossing,Base,196888937,1,0.341051,0.9611
Crossing,Base,196888938,0,1.445990,0.9611
Crossing,Base,196888939,1,0.267107,0.9611
Crossing,Base,196888940,1,0.318576,0.9611
Crossing,Base,196888941,0,1.111616,0.9501
Crossing,Base,196888942,1,0.389750,0.9611
Crossing,Base,196888943,1,0.825227,0.9611
Crossing,Base,196888944,0,0.998171,0.9611
Crossing,Base,196888945,1,0.386666,0.9611
Crossing,Base,196888946,0,1.101057,0.9611
Crossing,Base,196888947,1,0.608541,0.9611
Crossing,Base,196888948,0,0.857845,0.9611
Crossing,Base,196888949,1,0.699051,0.9611
Crossing,Base,196888950,0,0.875011,0.9611
Crossing,Base,196888951,1,0.506575,0.9611
Crossing,Base,196888952,1,0.229646,0.9611
Crossing,Base,196888953,1,0.393176,0.9611
Crossing,Base,196888954,1,0.175517,0.9611
Crossing,Base,196888955,1,0.306758,0.9611
Crossing,Base,196888956,1,0.431210,0.9556
Crossing,Base,196888957,1,0.180470,0.9611
Crossing,Base,196888958,1,0.763836,0.9611
Crossing,Base,196888959,1,0.385980,0.9611
Crossing,Base,196888960,0,1.247735,0.5581
Crossing,Base,196888961,0,2.068379,0.5361
Crossing,Base,196888962,1,0.253287,0.9611
Crossing,Base,196888963,1,0.352993,0.9611
Crossing,Base,196888964,1,0.297029,0.9611
Crossing,Base,196888965,0,1.133120,0.9611
Crossing,Base,196888966,1,0.579709,0.9611
Crossing,Base,196888967,1,0.641799,0.9611
Crossing,Base,196888968,1,0.384842,0.9611
Crossing,Base,196888969,1,0.801554,0.9611
Crossing,Base,196888970,1,0.192882,0.9611
Crossing,Base,196888971,0,0.885203,0.9611
Crossing,Base,196888972,1,0.730312,0.9611
Crossing,Base,196888973,0,1.621864,0.9611
Crossing,Base,196888974,1,0.360309,0.9611
Crossing,Base,196888975,0,0.855154,0.9611
Crossing,Base,196888976,1,0.625763,0.9611
Crossing,Base,196888977,1,0.315329,0.9611
Crossing,Base,196888978,1,0.702276,0.9611
Crossing,Base,196888979,1,0.311423,0.9611
Crossing,Base,196888980,1,0.108878,0.9611
Crossing,Base,196888981,1,0.727462,0.9611
Crossing,Base,196888982,1,0.299413,0.9611
Crossing,Base,196888983,1,0.136671,0.9611
Crossing,Base,196888984,0,2.160927,0.9501
Crossing,Base,196888985,1,0.495235,0.9611
Crossing,Base,196888986,1,0.478365,0.9611
Crossing,Base,196888987,0,1.970647,0.5361
Crossing,Base,196888988,1,0.684662,0.9611
Crossing,Base,196888989,1,0.469282,0.9611
Crossing,Base,196888990,1,0.662540,0.9611
Crossing,Base,196888991,1,0.629176,0.9611
Crossing,Base,196888992,1,0.326587,0.9611
Crossing,Base,196888993,1,0.430855,0.9611
Crossing,Base,196888994,1,0.566198,0.9611
Crossing,Base,196888995,1,0.224414,0.9611
Crossing,Base,196888996,1,0.371724,0.9556
Crossing,Base,196888997,0,1.913139,0.9556
Crossing,Base,196888998,1,0.177987,0.9611
Crossing,Base,196888999,1,0.136438,0.9611
Crossing,Base,196889000,1,0.359992,0.9611
Crossing,Base,196889001,1,0.425490,0.9611
Crossing,Base,196889002,0,0.852644,0.9611
Crossing,Base,196889003,1,0.295368,0.9611
Crossing,Base,196889004,0,1.206852,0.5744
Crossing,Base,196889005,1,0.278083,0.9611
Crossing,Base,196889006,1,0.072887,0.9611
Crossing,Base,196889007,1,0.735512,0.9611
Crossing,Base,196889008,1,0.248876,0.9611
Crossing,Base,196889009,1,0.429904,0.9611
Crossing,Base,196889010,0,1.657302,0.5361
Crossing,Base,196889011,1,0.553505,0.9611
Crossing,Base,196889012,1,0.780941,0.9611
Crossing,Base,196889013,1,0.103131,0.9611
Crossing,Base,196889014,1,0.394150,0.9611
Crossing,Base,196889015,1,0.361228,0.9611
Crossing,Base,196889016,0,1.136537,0.9611
Crossing,Base,196889017,1,0.539845,0.9611
Crossing,Base,196889018,1,0.449067,0.9611
Crossing,Base,196889019,0,1.864475,0.9501
Crossing,Base,196889020,1,0.409586,0.9611
Crossing,Base,196889021,1,0.057294,0.9611
Crossing,Base,196889022,0,1.099554,0.9611
Crossing,Base,196889023,1,0.622215,0.9611
Crossing,Base,196889024,1,0.136523,0.9611
Crossing,Base,196889025,1,0.576852,0.9611
Crossing,Base,196889026,0,1.168527,0.9556
Crossing,Base,196889027,1,0.192848,0.9611
Crossing,Base,196889028,0,2.753294,0.9611
Crossing,Base,196889029,0,2.714435,0.9556
Crossing,Base,196889030,0,1.059953,0.9611
Crossing,Base,196889031,0,2.447992,0.9501
Crossing,Base,196889032,0,1.531646,0.9611
Crossing,Base,196889033,0,2.342924,0.5526
Crossing,Base,196889034,1,0.411620,0.9611
Crossing,Base,196889035,1,0.316683,0.9611
Crossing,Base,196889036,1,0.658867,0.9611
Crossing,Base,196889037,1,0.423272,0.9611
Crossing,Base,196889038,1,0.411925,0.9611
Crossing,Base,196889039,1,0.378657,0.9611
Crossing,Base,196889040,1,0.430944,0.9611
Crossing,Base,196889041,1,0.235889,0.9611
Crossing,Base,196889042,1,0.627355,0.9611
Crossing,Base,196889043,1,0.090409,0.9611
Crossing,Base,196889044,1,0.283352,0.9611
Crossing,Base,196889045,1,0.221099,0.9611
Crossing,Base,196889046,1,0.379889,0.9611
Crossing,Base,196889047,1,0.226508,0.9611
Crossing,Base,196889048,1,0.348611,0.9611
Crossing,Base,196889049,1,0.824353,0.9611
Crossing,Base,196889050,1,0.608666,0.9611
Crossing,Base,196889051,1,0.108698,0.9611
Crossing,Base,196889052,0,2.550325,0.5361
Crossing,Base,196889053,1,0.390769,0.9611
Crossing,Base,196889054,1,0.687411,0.9611
Crossing,Base,196889055,0,0.855577,0.9611
Crossing,Base,196889056,1,0.401980,0.9611
Crossing,Base,196889057,1,0.702931,0.9611
Crossing,Base,196889058,1,0.596099,0.9611
Crossing,Base,196889059,1,0.444238,0.9611
Crossing,Base,196889060,1,0.766049,0.9611
Crossing,Base,196889061,0,2.057921,0.5581
Crossing,Base,196889062,1,0.494169,0.9611
Crossing,Base,196889063,1,0.523743,0.9611
Crossing,Base,196889064,1,0.228165,0.9611
Crossing,Base,196889065,1,0.070559,0.9611
Crossing,Base,196889066,1,0.528499,0.9611
Crossing,Base,196889067,1,0.278306,0.9611
Crossing,Base,196889068,1,0.611999,0.9611
Crossing,Base,196889069,0,1.718050,0.9611
Crossing,Base,196889070,0,0.964708,0.9611
Crossing,Base,196889071,0,2.148046,0.9611
Crossing,Base,196889072,1,0.654113,0.9611
Crossing,Base,196889073,1,0.239147,0.9611
Crossing,Base,196889074,1,0.336804,0.9611
Crossing,Base,196889075,0,0.873069,0.9611
Crossing,Base,196889076,1,0.240574,0.9611
Crossing,Base,196889077,1,0.610115,0.9611
Crossing,Base,196889078,1,0.671879,0.9611
Crossing,Base,196889079,1,0.122943,0.9611
Crossing,Base,196889080,0,1.171762,0.9611
Crossing,Base,196889081,1,0.789778,0.9611
Crossing,Base,196889082,0,1.780848,0.5526
Crossing,Base,196889083,0,1.969741,0.5416
Crossing,Base,196889084,0,1.292343,0.9611
Crossing,Base,196889085,1,0.499830,0.9611
Crossing,Base,196889086,1,0.433261,0.9611
Crossing,Base,196889087,1,0.361761,0.9611
Crossing,Base,196889088,0,0.942540,0.9611
