scenario,method,seed,collision,min_clearance,progress
Oncoming-default,WDRO-inject-K1,4279081544,0,1.093361,0.9501
Oncoming-default,WDRO-inject-K1,4279081545,0,1.099389,0.9556
Oncoming-default,WDRO-inject-K1,4279081546,0,1.036688,0.9611
Oncoming-default,WDRO-inject-K1,4279081547,0,1.099244,0.9611
Oncoming-default,WDRO-inject-K1,4279081548,0,1.069470,0.9501
Oncoming-default,WDRO-inject-K1,4279081549,0,0.998466,0.9611
Oncoming-default,WDRO-inject-K1,4279081550,0,1.031322,0.9611
Oncoming-default,WDRO-inject-K1,4279081551,0,1.247778,0.9611
Oncoming-default,WDRO-inject-K1,4279081552,1,0.337535,0.9556
Oncoming-default,WDRO-inject-K1,4279081553,1,0.789442,0.9501
Oncoming-default,WDRO-inject-K1,4279081554,0,1.159751,0.9556
Oncoming-default,WDRO-inject-K1,4279081555,0,1.072460,0.9556
Oncoming-default,WDRO-inject-K1,4279081556,0,1.161439,0.9556
Oncoming-default,WDRO-inject-K1,4279081557,0,1.125343,0.9666
Oncoming-default,WDRO-inject-K1,4279081558,0,0.981228,0.9611
Oncoming-default,WDRO-inject-K1,4279081559,0,0.961957,0.9556
Oncoming-default,WDRO-inject-K1,4279081560,0,1.205943,0.9501
Oncoming-default,WDRO-inject-K1,4279081561,0,1.036374,0.9611
Oncoming-default,WDRO-inject-K1,4279081562,0,1.041512,0.9501
Oncoming-default,WDRO-inject-K1,4279081563,0,1.215191,0.9501
Oncoming-default,WDRO-inject-K1,4279081564,0,1.017909,0.9501
Oncoming-default,WDRO-inject-K1,4279081565,1,0.431881,0.9611
Oncoming-default,WDRO-inject-K1,4279081566,0,1.063621,0.9556
Oncoming-default,WDRO-inject-K1,4279081567,0,1.175250,0.9501
Oncoming-default,WDRO-inject-K1,4279081568,0,1.217070,0.9611
Oncoming-default,WDRO-inject-K1,4279081569,0,1.505190,0.9611
Oncoming-default,WDRO-inject-K1,4279081570,0,1.220264,0.9611
Oncoming-default,WDRO-inject-K1,4279081571,0,1.171326,0.9611
Oncoming-default,WDRO-inject-K1,4279081572,0,1.031795,0.9611
Oncoming-default,WDRO-inject-K1,4279081573,0,1.243553,0.9556
Oncoming-default,WDRO-inject-K1,4279081574,0,1.255333,0.9556
Oncoming-default,WDRO-inject-K1,4279081575,0,1.149877,0.9501
Oncoming-default,WDRO-inject-K1,4279081576,0,1.249436,0.9611
Oncoming-default,WDRO-inject-K1,4279081577,0,1.197109,0.9501
Oncoming-default,WDRO-inject-K1,4279081578,0,1.062620,0.9611
Oncoming-default,WDRO-inject-K1,4279081579,0,1.333596,0.9501
Oncoming-default,WDRO-inject-K1,4279081580,0,1.232485,0.9611
Oncoming-default,WDRO-inject-K1,4279081581,0,1.075402,0.9611
Oncoming-default,WDRO-inject-K1,4279081582,0,1.188342,0.9611
Oncoming-default,WDRO-inject-K1,4279081583,0,1.346483,0.9611
Oncoming-default,WDRO-inject-K1,4279081584,0,0.976299,0.9611
Oncoming-default,WDRO-inject-K1,4279081585,1,0.623789,0.9611
Oncoming-default,WDRO-inject-K1,4279081586,0,1.041284,0.9611
Oncoming-default,WDRO-inject-K1,4279081587,0,1.097797,0.9611
Oncoming-default,WDRO-inject-K1,4279081588,0,1.148990,0.9501
Oncoming-default,WDRO-inject-K1,4279081589,0,1.107217,0.9501
Oncoming-default,WDRO-inject-K1,4279081590,1,0.753033,0.9556
Oncoming-default,WDRO-inject-K1,4279081591,1,0.547785,0.9611
Oncoming-default,WDRO-inject-K1,4279081592,0,1.285169,0.9611
Oncoming-default,WDRO-inject-K1,4279081593,0,1.002954,0.9556
Oncoming-default,WDRO-inject-K1,4279081594,0,1.037460,0.9501
Oncoming-default,WDRO-inject-K1,4279081595,0,1.014601,0.9501
Oncoming-default,WDRO-inject-K1,4279081596,1,0.602947,0.9501
Oncoming-default,WDRO-inject-K1,4279081597,0,1.063596,0.9611
Oncoming-default,WDRO-inject-K1,4279081598,1,0.600106,0.9501
Oncoming-default,WDRO-inject-K1,4279081599,0,1.381142,0.9556
Oncoming-default,WDRO-inject-K1,4279081600,0,1.193839,0.9611
Oncoming-default,WDRO-inject-K1,4279081601,0,1.060139,0.9611
Oncoming-default,WDRO-inject-K1,4279081602,0,0.868546,0.9611
Oncoming-default,WDRO-inject-K1,4279081603,0,1.209791,0.9611
Oncoming-default,WDRO-inject-K1,4279081604,0,0.992158,0.9501
Oncoming-default,WDRO-inject-K1,4279081605,0,0.975715,0.9556
Oncoming-default,WDRO-inject-K1,4279081606,0,1.228991,0.9501
Oncoming-default,WDRO-inject-K1,4279081607,0,1.116195,0.9611
Oncoming-default,WDRO-inject-K1,4279081608,0,1.466276,0.9556
Oncoming-default,WDRO-inject-K1,4279081609,0,1.242227,0.9501
Oncoming-default,WDRO-inject-K1,4279081610,0,0.995508,0.9556
Oncoming-default,WDRO-inject-K1,4279081611,0,1.075546,0.9501
Oncoming-default,WDRO-inject-K1,4279081612,0,1.302163,0.9556
Oncoming-default,WDRO-inject-K1,4279081613,0,1.195159,0.9611
Oncoming-default,WDRO-inject-K1,4279081614,0,1.239692,0.9501
Oncoming-default,WDRO-inject-K1,4279081615,0,1.020512,0.9556
Oncoming-default,WDRO-inject-K1,4279081616,0,1.154971,0.9611
Oncoming-default,WDRO-inject-K1,4279081617,1,0.183198,0.9501
Oncoming-default,WDRO-inject-K1,4279081618,0,1.041549,0.9611
Oncoming-default,WDRO-inject-K1,4279081619,1,0.515285,0.9611
Oncoming-default,WDRO-inject-K1,4279081620,0,1.160912,0.9501
Oncoming-default,WDRO-inject-K1,4279081621,0,1.228981,0.9501
Oncoming-default,WDRO-inject-K1,4279081622,0,1.094867,0.9556
Oncoming-default,WDRO-inject-K1,4279081623,0,1.052640,0.9501
Oncoming-default,WDRO-inject-K1,4279081624,0,1.021790,0.9611
Oncoming-default,WDRO-inject-K1,4279081625,0,1.048055,0.9556
Oncoming-default,WDRO-inject-K1,4279081626,0,1.204345,0.9501
Oncoming-default,WDRO-inject-K1,4279081627,1,0.618245,0.9501
Oncoming-default,WDRO-inject-K1,4279081628,0,1.113000,0.9556
Oncoming-default,WDRO-inject-K1,4279081629,0,1.143564,0.9556
Oncoming-default,WDRO-inject-K1,4279081630,0,1.151115,0.9556
Oncoming-default,WDRO-inject-K1,4279081631,0,1.254208,0.9611
Oncoming-default,WDRO-inject-K1,4279081632,0,1.102880,0.9501
Oncoming-default,WDRO-inject-K1,4279081633,0,1.217630,0.9501
Oncoming-default,WDRO-inject-K1,4279081634,0,0.975302,0.9556
Oncoming-default,WDRO-inject-K1,4279081635,0,1.033384,0.9611
Oncoming-default,WDRO-inject-K1,4279081636,0,1.250158,0.9611
Oncoming-default,WDRO-inject-K1,4279081637,0,1.145491,0.9501
Oncoming-default,WDRO-inject-K1,4279081638,0,0.910181,0.9611
Oncoming-default,WDRO-inject-K1,4279081639,0,1.346485,0.9501
Oncoming-default,WDRO-inject-K1,4279081640,0,1.212695,0.9611
Oncoming-default,WDRO-inject-K1,4279081641,0,1.082566,0.9611
Oncoming-default,WDRO-inject-K1,4279081642,0,1.438371,0.9501
Oncoming-default,WDRO-inject-K1,4279081643,0,0.955440,0.9666
Oncoming-default,WDRO-inject-K1,4279081644,0,1.011232,0.9611
Oncoming-default,WDRO-inject-K1,4279081645,0,1.194576,0.9501
Oncoming-default,WDRO-inject-K1,4279081646,0,1.074999,0.9501
Oncoming-default,WDRO-inject-K1,4279081647,0,1.191836,0.9501
Oncoming-default,WDRO-inject-K1,4279081648,0,1.072107,0.9501
Oncoming-default,WDRO-inject-K1,4279081649,0,1.035733,0.9611
Oncoming-default,WDRO-inject-K1,4279081650,0,0.968255,0.9556
Oncoming-default,WDRO-inject-K1,4279081651,0,1.092594,0.9611
Oncoming-default,WDRO-inject-K1,4279081652,0,1.065278,0.9556
Oncoming-default,WDRO-inject-K1,4279081653,0,1.241601,0.9556
Oncoming-default,WDRO-inject-K1,4279081654,1,0.551243,0.9611
Oncoming-default,WDRO-inject-K1,4279081655,0,1.084895,0.9666
Oncoming-default,WDRO-inject-K1,4279081656,1,0.592300,0.9501
Oncoming-default,WDRO-inject-K1,4279081657,0,1.017785,0.9556
Oncoming-default,WDRO-inject-K1,4279081658,0,1.033680,0.9611
Oncoming-default,WDRO-inject-K1,4279081659,0,1.137730,0.9611
Oncoming-default,WDRO-inject-K1,4279081660,0,1.160810,0.9556
Oncoming-default,WDRO-inject-K1,4279081661,0,1.056535,0.9556
Oncoming-default,WDRO-inject-K1,4279081662,0,1.450523,0.9611
Oncoming-default,WDRO-inject-K1,4279081663,0,1.108051,0.9611
Oncoming-default,WDRO-inject-K1,4279081664,0,1.133624,0.9501
Oncoming-default,WDRO-inject-K1,4279081665,1,0.365293,0.9556
Oncoming-default,WDRO-inject-K1,4279081666,0,1.087006,0.9611
Oncoming-default,WDRO-inject-K1,4279081667,0,0.969769,0.9501
Oncoming-default,WDRO-inject-K1,4279081668,1,0.570855,0.9501
Oncoming-default,WDRO-inject-K1,4279081669,0,1.222779,0.9501
Oncoming-default,WDRO-inject-K1,4279081670,0,1.140146,0.9556
Oncoming-default,WDRO-inject-K1,4279081671,0,1.011922,0.9501
Oncoming-default,WDRO-inject-K1,4279081672,0,1.032780,0.9556
Oncoming-default,WDRO-inject-K1,4279081673,0,1.217187,0.9501
Oncoming-default,WDRO-inject-K1,4279081674,0,1.076317,0.9501
Oncoming-default,WDRO-inject-K1,4279081675,1,0.586678,0.9611
Oncoming-default,WDRO-inject-K1,4279081676,0,1.252677,0.9556
Oncoming-default,WDRO-inject-K1,4279081677,1,0.533924,0.9666
Oncoming-default,WDRO-inject-K1,4279081678,1,0.779425,0.9611
Oncoming-default,WDRO-inject-K1,4279081679,0,0.999636,0.9611
Oncoming-default,WDRO-inject-K1,4279081680,0,1.179626,0.9611
Oncoming-default,WDRO-inject-K1,4279081681,0,0.945973,0.9556
Oncoming-default,WDRO-inject-K1,4279081682,0,1.156713,0.9556
Oncoming-default,WDRO-inject-K1,4279081683,0,1.194902,0.9501
Oncoming-default,WDRO-inject-K1,4279081684,0,1.089677,0.9501
Oncoming-default,WDRO-inject-K1,4279081685,1,0.144831,0.9556
Oncoming-default,WDRO-inject-K1,4279081686,1,0.617713,0.9611
Oncoming-default,WDRO-inject-K1,4279081687,1,0.678850,0.9556
Oncoming-default,WDRO-inject-K1,4279081688,0,1.047681,0.9611
Oncoming-default,WDRO-inject-K1,4279081689,0,0.990459,0.9501
Oncoming-default,WDRO-inject-K1,4279081690,0,1.096592,0.9501
Oncoming-default,WDRO-inject-K1,4279081691,0,1.052252,0.9556
Oncoming-default,WDRO-inject-K1,4279081692,0,1.152050,0.9556
Oncoming-default,WDRO-inject-K1,4279081693,1,0.531411,0.9501
Oncoming-default,WDRO-inject-K1,4279081694,0,1.183696,0.9611
Oncoming-default,WDRO-inject-K1,4279081695,1,0.644560,0.9611
Oncoming-default,WDRO-inject-K1,4279081696,0,1.233522,0.9556
Oncoming-default,WDRO-inject-K1,4279081697,0,1.443440,0.9501
Oncoming-default,WDRO-inject-K1,4279081698,0,1.251338,0.9611
Oncoming-default,WDRO-inject-K1,4279081699,0,1.040501,0.9611
Oncoming-default,WDRO-inject-K1,4279081700,0,1.037429,0.9611
Oncoming-default,WDRO-inject-K1,4279081701,1,0.388628,0.9501
Oncoming-default,WDRO-inject-K1,4279081702,0,1.199649,0.9501
Oncoming-default,WDRO-inject-K1,4279081703,0,1.799537,0.9611
Oncoming-default,WDRO-inject-K1,4279081704,0,1.172410,0.9611
Oncoming-default,WDRO-inject-K1,4279081705,0,1.179224,0.9611
Oncoming-default,WDRO-inject-K1,4279081706,0,1.109055,0.9611
Oncoming-default,WDRO-inject-K1,4279081707,0,1.104802,0.9611
Oncoming-default,WDRO-inject-K1,4279081708,0,1.046581,0.9501
Oncoming-default,WDRO-inject-K1,4279081709,0,1.124615,0.9556
Oncoming-default,WDRO-inject-K1,4279081710,0,1.110856,0.9501
Oncoming-default,WDRO-inject-K1,4279081711,1,0.563568,0.9556
Oncoming-default,WDRO-inject-K1,4279081712,0,1.463263,0.9611
Oncoming-default,WDRO-inject-K1,4279081713,0,1.163844,0.9501
Oncoming-default,WDRO-inject-K1,4279081714,0,1.234382,0.9611
Oncoming-default,WDRO-inject-K1,4279081715,0,1.181159,0.9556
Oncoming-default,WDRO-inject-K1,4279081716,1,0.765517,0.9611
Oncoming-default,WDRO-inject-K1,4279081717,0,1.187646,0.9501
Oncoming-default,WDRO-inject-K1,4279081718,1,0.606173,0.9556
Oncoming-default,WDRO-inject-K1,4279081719,0,1.052237,0.9501
Oncoming-default,WDRO-inject-K1,4279081720,0,1.080050,0.9501
Oncoming-default,WDRO-inject-K1,4279081721,0,1.073610,0.9611
Oncoming-default,WDRO-inject-K1,4279081722,0,1.137305,0.9611
Oncoming-default,WDRO-inject-K1,4279081723,0,1.025218,0.9611
Oncoming-default,WDRO-inject-K1,4279081724,0,0.854420,0.9611
Oncoming-default,WDRO-inject-K1,4279081725,0,1.036335,0.9611
Oncoming-default,WDRO-inject-K1,4279081726,0,1.091341,0.9556
Oncoming-default,WDRO-inject-K1,4279081727,0,1.252489,0.9556
Oncoming-default,WDRO-inject-K1,4279081728,0,1.220920,0.9556
Oncoming-default,WDRO-inject-K1,4279081729,0,1.245056,0.9611
Oncoming-default,WDRO-inject-K1,4279081730,0,1.050286,0.9501
Oncoming-default,WDRO-inject-K1,4279081731,0,1.244356,0.9611
Oncoming-default,WDRO-inject-K1,4279081732,1,0.095421,0.9501
Oncoming-default,WDRO-inject-K1,4279081733,0,1.041848,0.9501
Oncoming-default,WDRO-inject-K1,4279081734,0,1.229396,0.9611
Oncoming-default,WDRO-inject-K1,4279081735,1,0.673296,0.9556
Oncoming-default,WDRO-inject-K1,4279081736,0,2.205880,0.9556
Oncoming-default,WDRO-inject-K1,4279081737,0,1.073441,0.9611
Oncoming-default,WDRO-inject-K1,4279081738,0,1.089040,0.9611
Oncoming-default,WDRO-inject-K1,4279081739,0,1.221688,0.9611
Oncoming-default,WDRO-inject-K1,4279081740,0,1.399095,0.9556
Oncoming-default,WDRO-inject-K1,4279081741,0,1.169001,0.9556
Oncoming-default,WDRO-inject-K1,4279081742,0,1.013143,0.9556
Oncoming-default,WDRO-inject-K1,4279081743,0,1.059276,0.9556
Oncoming-default,WDRO-inject-K1,4279081744,0,1.250872,0.9611
Oncoming-default,WDRO-inject-K1,4279081745,0,1.083995,0.9556
Oncoming-default,WDRO-inject-K1,4279081746,0,1.024041,0.9611
Oncoming-default,WDRO-inject-K1,4279081747,0,1.033239,0.9611
Oncoming-default,WDRO-inject-K1,4279081748,0,0.976472,0.9556
Oncoming-default,WDRO-inject-K1,4279081749,1,0.497102,0.9556
Oncoming-default,WDRO-inject-K1,4279081750,0,1.359594,0.9611
Oncoming-default,WDRO-inject-K1,4279081751,0,1.250003,0.9611
Oncoming-default,WDRO-inject-K1,4279081752,0,0.991281,0.9611
Oncoming-default,WDRO-inject-K1,4279081753,0,1.131684,0.9556
Oncoming-default,WDRO-inject-K1,4279081754,0,1.058305,0.9611
Oncoming-default,WDRO-inject-K1,4279081755,0,1.002844,0.9556
Oncoming-default,WDRO-inject-K1,4279081756,0,1.059601,0.9501
Oncoming-default,WDRO-inject-K1,4279081757,1,0.690029,0.9501
Oncoming-default,WDRO-inject-K1,4279081758,0,1.028890,0.9556
Oncoming-default,WDRO-inject-K1,4279081759,1,0.367811,0.9556
Oncoming-default,WDRO-inject-K1,4279081760,1,0.459253,0.9501
Oncoming-default,WDRO-inject-K1,4279081761,0,1.369524,0.9501
Oncoming-default,WDRO-inject-K1,4279081762,0,0.987450,0.9556
Oncoming-default,WDRO-inject-K1,4279081763,0,0.935497,0.9501
Oncoming-default,WDRO-inject-K1,4279081764,0,1.010388,0.9501
Oncoming-default,WDRO-inject-K1,4279081765,0,1.190092,0.9501
Oncoming-default,WDRO-inject-K1,4279081766,0,1.131580,0.9611
Oncoming-default,WDRO-inject-K1,4279081767,0,1.059209,0.9666
Oncoming-default,WDRO-inject-K1,4279081768,1,0.802994,0.9611
Oncoming-default,WDRO-inject-K1,4279081769,0,1.007440,0.9611
Oncoming-default,WDRO-inject-K1,4279081770,0,1.020436,0.9556
Oncoming-default,WDRO-inject-K1,4279081771,0,1.092878,0.9556
Oncoming-default,WDRO-inject-K1,4279081772,0,1.067814,0.9501
Oncoming-default,WDRO-inject-K1,4279081773,0,1.214120,0.9556
Oncoming-default,WDRO-inject-K1,4279081774,0,0.864781,0.9556
Oncoming-default,WDRO-inject-K1,4279081775,0,1.046445,0.9556
Oncoming-default,WDRO-inject-K1,4279081776,1,0.500569,0.9556
Oncoming-default,WDRO-inject-K1,4279081777,0,0.943840,0.9501
Oncoming-default,WDRO-inject-K1,4279081778,0,1.057274,0.9611
Oncoming-default,WDRO-inject-K1,4279081779,0,1.033305,0.9611
Oncoming-default,WDRO-inject-K1,4279081780,1,0.745127,0.9611
Oncoming-default,WDRO-inject-K1,4279081781,0,1.187630,0.9556
Oncoming-default,WDRO-inject-K1,4279081782,0,1.225207,0.9611
Oncoming-default,WDRO-inject-K1,4279081783,0,0.979244,0.9556
Oncoming-default,WDRO-inject-K1,4279081784,0,1.022902,0.9611
Oncoming-default,WDRO-inject-K1,4279081785,0,1.041545,0.9611
Oncoming-default,WDRO-inject-K1,4279081786,1,0.490582,0.9611
Oncoming-default,WDRO-inject-K1,4279081787,0,1.315535,0.9556
Oncoming-default,WDRO-inject-K1,4279081788,0,1.100119,0.9501
Oncoming-default,WDRO-inject-K1,4279081789,0,1.295388,0.9501
Oncoming-default,WDRO-inject-K1,4279081790,0,1.115368,0.9611
Oncoming-default,WDRO-inject-K1,4279081791,0,1.003903,0.9501
Oncoming-default,WDRO-inject-K1,4279081792,0,0.958550,0.9556
Oncoming-default,WDRO-inject-K1,4279081793,0,1.276491,0.9611
Oncoming-default,WDRO-inject-K1,4279081794,0,1.132292,0.9501
Oncoming-default,WDRO-inject-K1,4279081795,0,1.001585,0.9501
Oncoming-default,WDRO-inject-K1,4279081796,0,1.135319,0.9611
Oncoming-default,WDRO-inject-K1,4279081797,0,1.087558,0.9556
Oncoming-default,WDRO-inject-K1,4279081798,0,1.129219,0.9501
Oncoming-default,WDRO-inject-K1,4279081799,0,1.078724,0.9556
Oncoming-default,WDRO-inject-K1,4279081800,0,1.100653,0.9501
Oncoming-default,WDRO-inject-K1,4279081801,1,0.764820,0.9556
Oncoming-default,WDRO-inject-K1,4279081802,0,1.619938,0.9611
Oncoming-default,WDRO-inject-K1,4279081803,0,1.064063,0.9611
Oncoming-default,WDRO-inject-K1,4279081804,1,0.743860,0.9611
Oncoming-default,WDRO-inject-K1,4279081805,0,0.953210,0.9501
Oncoming-default,WDRO-inject-K1,4279081806,0,0.987032,0.9556
Oncoming-default,WDRO-inject-K1,4279081807,0,1.029819,0.9611
Oncoming-default,WDRO-inject-K1,4279081808,0,1.055221,0.9556
Oncoming-default,WDRO-inject-K1,4279081809,0,1.610634,0.9556
Oncoming-default,WDRO-inject-K1,4279081810,1,0.691729,0.9556
Oncoming-default,WDRO-inject-K1,4279081811,0,1.108983,0.9501
Oncoming-default,WDRO-inject-K1,4279081812,0,0.974714,0.9556
Oncoming-default,WDRO-inject-K1,4279081813,0,1.312863,0.9611
Oncoming-default,WDRO-inject-K1,4279081814,0,1.275228,0.9556
Oncoming-default,WDRO-inject-K1,4279081815,0,1.161257,0.9611
Oncoming-default,WDRO-inject-K1,4279081816,0,1.056077,0.9501
Oncoming-default,WDRO-inject-K1,4279081817,0,1.275784,0.9611
Oncoming-default,WDRO-inject-K1,4279081818,0,1.017711,0.9611
Oncoming-default,WDRO-inject-K1,4279081819,0,1.122988,0.9501
Oncoming-default,WDRO-inject-K1,4279081820,0,1.043235,0.9611
Oncoming-default,WDRO-inject-K1,4279081821,0,1.195425,0.9611
Oncoming-default,WDRO-inject-K1,4279081822,1,0.503210,0.9556
Oncoming-default,WDRO-inject-K1,4279081823,0,1.231944,0.9611
Oncoming-default,WDRO-inject-K1,4279081824,0,1.208722,0.9501
Oncoming-default,WDRO-inject-K1,4279081825,0,1.142114,0.9556
Oncoming-default,WDRO-inject-K1,4279081826,0,1.306746,0.9556
Oncoming-default,WDRO-inject-K1,4279081827,0,1.157184,0.9611
Oncoming-default,WDRO-inject-K1,4279081828,0,1.056769,0.9501
Oncoming-default,WDRO-inject-K1,4279081829,0,1.240675,0.9611
Oncoming-default,WDRO-inject-K1,4279081830,0,1.029967,0.9556
Oncoming-default,WDRO-inject-K1,4279081831,0,1.348261,0.9611
Oncoming-default,WDRO-inject-K1,4279081832,0,1.121778,0.9556
Oncoming-default,WDRO-inject-K1,4279081833,1,0.355475,0.9501
Oncoming-default,WDRO-inject-K1,4279081834,0,1.020619,0.9556
Oncoming-default,WDRO-inject-K1,4279081835,0,1.196993,0.9611
Oncoming-default,WDRO-inject-K1,4279081836,0,1.056487,0.9611
Oncoming-default,WDRO-inject-K1,4279081837,0,1.037209,0.9556
Oncoming-default,WDRO-inject-K1,4279081838,0,1.024917,0.9611
Oncoming-default,WDRO-inject-K1,4279081839,0,1.381702,0.9611
Oncoming-default,WDRO-inject-K1,4279081840,0,0.883060,0.9501
Oncoming-default,WDRO-inject-K1,4279081841,0,1.021180,0.9556
Oncoming-default,WDRO-inject-K1,4279081842,0,1.205062,0.9501
Oncoming-default,WDRO-inject-K1,4279081843,0,1.162349,0.9501
Oncoming-default,WDRO-inject-K1,4279081844,0,1.067088,0.9501
Oncoming-default,WDRO-inject-K1,4279081845,0,1.098033,0.9611
Oncoming-default,WDRO-inject-K1,4279081846,0,1.036216,0.9501
Oncoming-default,WDRO-inject-K1,4279081847,0,1.091148,0.9611
Oncoming-default,WDRO-inject-K1,4279081848,0,1.019141,0.9501
Oncoming-default,WDRO-inject-K1,4279081849,0,1.134670,0.9556
Oncoming-default,WDRO-inject-K1,4279081850,0,1.211993,0.9556
Oncoming-default,WDRO-inject-K1,4279081851,0,1.176881,0.9611
Oncoming-default,WDRO-inject-K1,4279081852,0,1.338866,0.9556
Oncoming-default,WDRO-inject-K1,4279081853,0,1.261768,0.9556
Oncoming-default,WDRO-inject-K1,4279081854,0,1.016686,0.9501
Oncoming-default,WDRO-inject-K1,4279081855,0,1.516598,0.9611
Oncoming-default,WDRO-inject-K1,4279081856,0,1.175513,0.9611
Oncoming-default,WDRO-inject-K1,4279081857,0,1.020889,0.9611
Oncoming-default,WDRO-inject-K1,4279081858,0,1.123725,0.9556
Oncoming-default,WDRO-inject-K1,4279081859,0,1.239648,0.9611
Oncoming-default,WDRO-inject-K1,4279081860,0,1.130336,0.9556
Oncoming-default,WDRO-inject-K1,4279081861,0,1.046623,0.9501
Oncoming-default,WDRO-inject-K1,4279081862,0,1.238291,0.9611
Oncoming-default,WDRO-inject-K1,4279081863,0,1.030707,0.9611
Oncoming-default,WDRO-inject-K1,4279081864,0,1.101173,0.9556
Oncoming-default,WDRO-inject-K1,4279081865,0,1.195208,0.9556
Oncoming-default,WDRO-inject-K1,4279081866,1,0.566746,0.9611
Oncoming-default,WDRO-inject-K1,4279081867,0,1.165665,0.9556
Oncoming-default,WDRO-inject-K1,4279081868,1,0.095847,0.9501
Oncoming-default,WDRO-inject-K1,4279081869,0,1.132121,0.9611
Oncoming-default,WDRO-inject-K1,4279081870,0,1.208730,0.9501
Oncoming-default,WDRO-inject-K1,4279081871,1,0.674482,0.9611
Oncoming-default,WDRO-inject-K1,4279081872,0,1.074280,0.9556
Oncoming-default,WDRO-inject-K1,4279081873,0,1.208120,0.9501
Oncoming-default,WDRO-inject-K1,4279081874,0,1.422189,0.9611
Oncoming-default,WDRO-inject-K1,4279081875,0,1.067212,0.9501
Oncoming-default,WDRO-inject-K1,4279081876,0,1.376927,0.9611
Oncoming-default,WDRO-inject-K1,4279081877,0,1.125818,0.9501
Oncoming-default,WDRO-inject-K1,4279081878,0,1.201959,0.9556
Oncoming-default,WDRO-inject-K1,4279081879,0,0.864341,0.9501
Oncoming-default,WDRO-inject-K1,4279081880,0,4.605388,0.9556
Oncoming-default,WDRO-inject-K1,4279081881,0,1.037898,0.9556
Oncoming-default,WDRO-inject-K1,4279081882,0,1.335263,0.9501
Oncoming-default,WDRO-inject-K1,4279081883,0,1.302388,0.9611
Oncoming-default,WDRO-inject-K1,4279081884,1,0.363705,0.9501
Oncoming-default,WDRO-inject-K1,4279081885,0,1.257196,0.9556
Oncoming-default,WDRO-inject-K1,4279081886,1,0.555240,0.9501
Oncoming-default,WDRO-inject-K1,4279081887,0,0.988482,0.9501
Oncoming-default,WDRO-inject-K1,4279081888,0,1.097930,0.9501
Oncoming-default,WDRO-inject-K1,4279081889,0,1.082401,0.9501
Oncoming-default,WDRO-inject-K1,4279081890,0,1.247548,0.9611
Oncoming-default,WDRO-inject-K1,4279081891,0,1.070536,0.9611
Oncoming-default,WDRO-inject-K1,4279081892,0,0.979430,0.9611
Oncoming-default,WDRO-inject-K1,4279081893,0,1.151145,0.9611
Oncoming-default,WDRO-inject-K1,4279081894,0,1.178536,0.9556
Oncoming-default,WDRO-inject-K1,4279081895,0,1.087102,0.9611
Oncoming-default,WDRO-inject-K1,4279081896,1,0.540414,0.9556
Oncoming-default,WDRO-inject-K1,4279081897,0,0.987746,0.9501
Oncoming-default,WDRO-inject-K1,4279081898,0,1.266335,0.9556
Oncoming-default,WDRO-inject-K1,4279081899,0,1.299650,0.9501
Oncoming-default,WDRO-inject-K1,4279081900,0,1.104467,0.9611
Oncoming-default,WDRO-inject-K1,4279081901,0,1.159913,0.9611
Oncoming-default,WDRO-inject-K1,4279081902,0,1.018019,0.9611
Oncoming-default,WDRO-inject-K1,4279081903,0,0.995546,0.9556
Oncoming-default,WDRO-inject-K1,4279081904,0,1.241836,0.9501
Oncoming-default,WDRO-inject-K1,4279081905,0,1.202142,0.9611
Oncoming-default,WDRO-inject-K1,4279081906,0,1.211273,0.9501
Oncoming-default,WDRO-inject-K1,4279081907,0,1.024376,0.9501
Oncoming-default,WDRO-inject-K1,4279081908,0,1.139423,0.9611
Oncoming-default,WDRO-inject-K1,4279081909,0,1.217932,0.9611
Oncoming-default,WDRO-inject-K1,4279081910,0,1.082868,0.9556
Oncoming-default,WDRO-inject-K1,4279081911,0,1.228314,0.9611
Oncoming-default,WDRO-inject-K1,4279081912,0,1.143230,0.9501
Oncoming-default,WDRO-inject-K1,4279081913,0,1.120308,0.9611
Oncoming-default,WDRO-inject-K1,4279081914,0,1.243752,0.9611
Oncoming-default,WDRO-inject-K1,4279081915,0,1.401831,0.9611
Oncoming-default,WDRO-inject-K1,4279081916,0,1.327152,0.9556
Oncoming-default,WDRO-inject-K1,4279081917,0,0.955598,0.9501
Oncoming-default,WDRO-inject-K1,4279081918,0,1.005355,0.9501
Oncoming-default,WDRO-inject-K1,4279081919,0,1.164826,0.9501
Oncoming-default,WDRO-inject-K1,4279081920,0,1.125402,0.9501
Oncoming-default,WDRO-inject-K1,4279081921,0,0.990341,0.9501
Oncoming-default,WDRO-inject-K1,4279081922,0,1.671139,0.9501
Oncoming-default,WDRO-inject-K1,4279081923,0,1.172918,0.9556
Oncoming-default,WDRO-inject-K1,4279081924,0,1.470417,0.9611
Oncoming-default,WDRO-inject-K1,4279081925,1,0.819461,0.9556
Oncoming-default,WDRO-inject-K1,4279081926,1,0.776388,0.9556
Oncoming-default,WDRO-inject-K1,4279081927,0,1.373096,0.9556
Oncoming-default,WDRO-inject-K1,4279081928,0,1.170627,0.9556
Oncoming-default,WDRO-inject-K1,4279081929,0,1.240240,0.9611
Oncoming-default,WDRO-inject-K1,4279081930,1,0.805655,0.9611
Oncoming-default,WDRO-inject-K1,4279081931,1,0.672397,0.9556
