scenario,method,seed,collision,min_clearance,progress
Tight-S@v1.3,Base,2936680028,1,0.400673,0.9555
Tight-S@v1.3,Base,2936680029,1,0.822208,0.9555
Tight-S@v1.3,Base,2936680030,0,1.491444,0.9555
Tight-S@v1.3,Base,2936680031,0,1.340758,0.9618
Tight-S@v1.3,Base,2936680032,1,0.363063,0.9618
Tight-S@v1.3,Base,2936680033,1,0.590662,0.9555
Tight-S@v1.3,Base,2936680034,1,0.781988,0.9555
Tight-S@v1.3,Base,2936680035,1,0.746404,0.9555
Tight-S@v1.3,Base,2936680036,0,1.533013,0.9555
Tight-S@v1.3,Base,2936680037,1,0.243808,0.9618
Tight-S@v1.3,Base,2936680038,0,1.344923,0.9555
Tight-S@v1.3,Base,2936680039,0,1.183282,0.9555
Tight-S@v1.3,Base,2936680040,0,1.306043,0.9555
Tight-S@v1.3,Base,2936680041,1,0.290621,0.9618
Tight-S@v1.3,Base,2936680042,1,0.759361,0.9555
Tight-S@v1.3,Base,2936680043,1,0.527244,0.9555
Tight-S@v1.3,Base,2936680044,0,1.137968,0.9618
Tight-S@v1.3,Base,2936680045,0,1.208111,0.9555
Tight-S@v1.3,Base,2936680046,1,0.031385,0.9555
Tight-S@v1.3,Base,2936680047,0,0.951025,0.9555
Tight-S@v1.3,Base,2936680048,1,0.738824,0.9555
Tight-S@v1.3,Base,2936680049,0,0.872658,0.9555
Tight-S@v1.3,Base,2936680050,0,0.861612,0.9618
Tight-S@v1.3,Base,2936680051,1,0.590752,0.9618
Tight-S@v1.3,Base,2936680052,0,1.015069,0.9555
Tight-S@v1.3,Base,2936680053,0,0.908736,0.9555
Tight-S@v1.3,Base,2936680054,0,4.842199,0.9555
Tight-S@v1.3,Base,2936680055,1,0.300277,0.9555
Tight-S@v1.3,Base,2936680056,0,2.273925,0.9618
Tight-S@v1.3,Base,2936680057,1,0.645028,0.9555
Tight-S@v1.3,Base,2936680058,0,1.434944,0.9555
Tight-S@v1.3,Base,2936680059,0,1.085332,0.9555
Tight-S@v1.3,Base,2936680060,0,1.230788,0.9555
Tight-S@v1.3,Base,2936680061,1,0.625295,0.9555
Tight-S@v1.3,Base,2936680062,1,0.828326,0.9555
Tight-S@v1.3,Base,2936680063,1,0.699508,0.9555
Tight-S@v1.3,Base,2936680064,0,1.131385,0.9555
Tight-S@v1.3,Base,2936680065,0,1.231870,0.9555
Tight-S@v1.3,Base,2936680066,1,0.791787,0.9555
Tight-S@v1.3,Base,2936680067,0,3.082492,0.9555
Tight-S@v1.3,Base,2936680068,0,1.227032,0.9555
Tight-S@v1.3,Base,2936680069,1,0.823687,0.9618
Tight-S@v1.3,Base,2936680070,0,1.491426,0.9618
Tight-S@v1.3,Base,2936680071,0,1.348286,0.9618
Tight-S@v1.3,Base,2936680072,0,0.998182,0.9555
Tight-S@v1.3,Base,2936680073,0,1.698469,0.9555
Tight-S@v1.3,Base,2936680074,0,0.945932,0.9555
Tight-S@v1.3,Base,2936680075,1,0.806631,0.9555
Tight-S@v1.3,Base,2936680076,1,0.664964,0.9555
Tight-S@v1.3,Base,2936680077,1,0.788706,0.9555
Tight-S@v1.3,Base,2936680078,1,0.267330,0.9555
Tight-S@v1.3,Base,2936680079,1,0.542314,0.9618
Tight-S@v1.3,Base,2936680080,0,1.237472,0.9555
Tight-S@v1.3,Base,2936680081,0,1.070509,0.9618
Tight-S@v1.3,Base,2936680082,0,1.270207,0.9555
Tight-S@v1.3,Base,2936680083,1,0.823467,0.9555
Tight-S@v1.3,Base,2936680084,1,0.616501,0.9555
Tight-S@v1.3,Base,2936680085,0,1.363252,0.9555
Tight-S@v1.3,Base,2936680086,0,1.282538,0.9618
Tight-S@v1.3,Base,2936680087,1,0.626307,0.9555
Tight-S@v1.3,Base,2936680088,0,1.157020,0.9555
Tight-S@v1.3,Base,2936680089,0,0.884458,0.9618
Tight-S@v1.3,Base,2936680090,1,0.607692,0.9555
Tight-S@v1.3,Base,2936680091,1,0.416605,0.9555
Tight-S@v1.3,Base,2936680092,1,0.244532,0.9555
Tight-S@v1.3,Base,2936680093,0,1.167309,0.9555
Tight-S@v1.3,Base,2936680094,0,0.852076,0.9555
Tight-S@v1.3,Base,2936680095,1,0.546450,0.9618
Tight-S@v1.3,Base,2936680096,0,1.430251,0.9555
Tight-S@v1.3,Base,2936680097,1,0.693134,0.9555
Tight-S@v1.3,Base,2936680098,1,0.703988,0.9555
Tight-S@v1.3,Base,2936680099,1,0.256128,0.9555
Tight-S@v1.3,Base,2936680100,0,1.770531,0.9555
Tight-S@v1.3,Base,2936680101,0,1.573992,0.9555
Tight-S@v1.3,Base,2936680102,0,0.990658,0.9555
Tight-S@v1.3,Base,2936680103,0,1.249163,0.9618
Tight-S@v1.3,Base,2936680104,0,2.889676,0.9618
Tight-S@v1.3,Base,2936680105,0,0.921040,0.9555
Tight-S@v1.3,Base,2936680106,0,1.523191,0.9555
Tight-S@v1.3,Base,2936680107,0,0.988363,0.9618
Tight-S@v1.3,Base,2936680108,1,0.694460,0.9555
Tight-S@v1.3,Base,2936680109,1,0.634178,0.9555
Tight-S@v1.3,Base,2936680110,1,0.797579,0.9555
Tight-S@v1.3,Base,2936680111,1,0.520659,0.9618
Tight-S@v1.3,Base,2936680112,1,0.482066,0.9555
Tight-S@v1.3,Base,2936680113,0,2.000012,0.9555
Tight-S@v1.3,Base,2936680114,0,1.107448,0.9618
Tight-S@v1.3,Base,2936680115,0,1.182189,0.9555
Tight-S@v1.3,Base,2936680116,0,1.246171,0.9555
Tight-S@v1.3,Base,2936680117,1,0.486107,0.9555
Tight-S@v1.3,Base,2936680118,0,1.651555,0.9555
Tight-S@v1.3,Base,2936680119,0,0.995886,0.9555
Tight-S@v1.3,Base,2936680120,0,1.382747,0.9555
Tight-S@v1.3,Base,2936680121,1,0.808641,0.9555
Tight-S@v1.3,Base,2936680122,0,0.906626,0.9555
Tight-S@v1.3,Base,2936680123,0,0.981623,0.9555
Tight-S@v1.3,Base,2936680124,1,0.770351,0.9555
Tight-S@v1.3,Base,2936680125,0,1.161795,0.9618
Tight-S@v1.3,Base,2936680126,0,1.354412,0.9555
Tight-S@v1.3,Base,2936680127,1,0.491400,0.9555
Tight-S@v1.3,Base,2936680128,0,0.894482,0.9618
Tight-S@v1.3,Base,2936680129,1,0.832991,0.9555
Tight-S@v1.3,Base,2936680130,0,1.200170,0.9555
Tight-S@v1.3,Base,2936680131,0,1.551015,0.9555
Tight-S@v1.3,Base,2936680132,0,1.058645,0.9555
Tight-S@v1.3,Base,2936680133,0,2.919957,0.9681
Tight-S@v1.3,Base,2936680134,1,0.702325,0.9555
Tight-S@v1.3,Base,2936680135,0,1.016345,0.9555
Tight-S@v1.3,Base,2936680136,0,1.080038,0.9618
Tight-S@v1.3,Base,2936680137,0,1.331455,0.9618
Tight-S@v1.3,Base,2936680138,0,1.094127,0.9555
Tight-S@v1.3,Base,2936680139,1,0.580991,0.9555
Tight-S@v1.3,Base,2936680140,0,1.267298,0.9555
Tight-S@v1.3,Base,2936680141,0,1.143739,0.9555
Tight-S@v1.3,Base,2936680142,0,0.851352,0.9618
Tight-S@v1.3,Base,2936680143,0,1.358482,0.9555
Tight-S@v1.3,Base,2936680144,1,0.569878,0.9555
Tight-S@v1.3,Base,2936680145,0,1.253546,0.9555
Tight-S@v1.3,Base,2936680146,0,1.917809,0.9555
Tight-S@v1.3,Base,2936680147,0,0.882824,0.9618
Tight-S@v1.3,Base,2936680148,0,1.126842,0.9555
Tight-S@v1.3,Base,2936680149,0,1.487712,0.9618
Tight-S@v1.3,Base,2936680150,1,0.226169,0.9555
Tight-S@v1.3,Base,2936680151,0,0.869016,0.9555
Tight-S@v1.3,Base,2936680152,1,0.835464,0.9618
Tight-S@v1.3,Base,2936680153,1,0.583393,0.9555
Tight-S@v1.3,Base,2936680154,0,1.134634,0.9555
Tight-S@v1.3,Base,2936680155,1,0.272686,0.9618
Tight-S@v1.3,Base,2936680156,1,0.472965,0.9555
Tight-S@v1.3,Base,2936680157,1,0.717890,0.9555
Tight-S@v1.3,Base,2936680158,0,1.231306,0.9555
Tight-S@v1.3,Base,2936680159,0,0.900000,0.9555
Tight-S@v1.3,Base,2936680160,0,0.856797,0.9555
Tight-S@v1.3,Base,2936680161,0,1.497665,0.9555
Tight-S@v1.3,Base,2936680162,0,1.128071,0.9555
Tight-S@v1.3,Base,2936680163,0,1.234691,0.9555
Tight-S@v1.3,Base,2936680164,0,1.779112,0.9555
Tight-S@v1.3,Base,2936680165,0,1.562051,0.9618
Tight-S@v1.3,Base,2936680166,0,1.691277,0.9555
Tight-S@v1.3,Base,2936680167,0,1.091283,0.9555
Tight-S@v1.3,Base,2936680168,1,0.700636,0.9555
Tight-S@v1.3,Base,2936680169,0,1.082735,0.9555
Tight-S@v1.3,Base,2936680170,0,0.995629,0.9555
Tight-S@v1.3,Base,2936680171,0,0.898296,0.9555
Tight-S@v1.3,Base,2936680172,0,1.360166,0.9618
Tight-S@v1.3,Base,2936680173,1,0.674576,0.9618
Tight-S@v1.3,Base,2936680174,0,0.927997,0.9618
Tight-S@v1.3,Base,2936680175,1,0.273787,0.9618
Tight-S@v1.3,Base,2936680176,0,1.150265,0.9555
Tight-S@v1.3,Base,2936680177,0,1.025108,0.9555
Tight-S@v1.3,Base,2936680178,1,0.672758,0.9555
Tight-S@v1.3,Base,2936680179,0,1.033848,0.9555
Tight-S@v1.3,Base,2936680180,1,0.207538,0.9555
Tight-S@v1.3,Base,2936680181,0,1.428781,0.9618
Tight-S@v1.3,Base,2936680182,0,1.428933,0.9555
Tight-S@v1.3,Base,2936680183,0,5.029271,0.9555
Tight-S@v1.3,Base,2936680184,0,1.181756,0.9555
Tight-S@v1.3,Base,2936680185,0,1.156422,0.9555
Tight-S@v1.3,Base,2936680186,0,1.298815,0.9618
Tight-S@v1.3,Base,2936680187,0,1.005221,0.9555
Tight-S@v1.3,Base,2936680188,0,1.176406,0.9555
Tight-S@v1.3,Base,2936680189,0,1.031972,0.9618
Tight-S@v1.3,Base,2936680190,0,1.159770,0.9618
Tight-S@v1.3,Base,2936680191,0,1.179264,0.9618
Tight-S@v1.3,Base,2936680192,1,0.342432,0.9555
Tight-S@v1.3,Base,2936680193,1,0.623965,0.9555
Tight-S@v1.3,Base,2936680194,1,0.694728,0.9555
Tight-S@v1.3,Base,2936680195,0,1.385510,0.9618
Tight-S@v1.3,Base,2936680196,1,0.469534,0.9555
Tight-S@v1.3,Base,2936680197,0,1.281756,0.9618
Tight-S@v1.3,Base,2936680198,0,1.431998,0.9555
Tight-S@v1.3,Base,2936680199,0,1.196701,0.9555
Tight-S@v1.3,Base,2936680200,1,0.846497,0.9555
Tight-S@v1.3,Base,2936680201,0,0.873272,0.9555
Tight-S@v1.3,Base,2936680202,0,0.881438,0.9555
Tight-S@v1.3,Base,2936680203,0,1.310252,0.9555
Tight-S@v1.3,Base,2936680204,0,1.572373,0.9618
Tight-S@v1.3,Base,2936680205,1,0.682128,0.9555
Tight-S@v1.3,Base,2936680206,0,1.239414,0.9555
Tight-S@v1.3,Base,2936680207,0,1.074141,0.9618
Tight-S@v1.3,Base,2936680208,1,0.613392,0.9555
Tight-S@v1.3,Base,2936680209,0,0.932293,0.9555
Tight-S@v1.3,Base,2936680210,1,0.428932,0.9555
Tight-S@v1.3,Base,2936680211,0,1.350546,0.9618
Tight-S@v1.3,Base,2936680212,0,2.096091,0.9555
Tight-S@v1.3,Base,2936680213,0,1.125584,0.9618
Tight-S@v1.3,Base,2936680214,0,1.243521,0.9555
Tight-S@v1.3,Base,2936680215,0,1.219277,0.9555
Tight-S@v1.3,Base,2936680216,0,0.893258,0.9618
Tight-S@v1.3,Base,2936680217,0,1.702633,0.9555
Tight-S@v1.3,Base,2936680218,1,0.497464,0.9555
Tight-S@v1.3,Base,2936680219,0,2.736429,0.9555
Tight-S@v1.3,Base,2936680220,1,0.114648,0.9555
Tight-S@v1.3,Base,2936680221,1,0.475949,0.9555
Tight-S@v1.3,Base,2936680222,1,0.432391,0.9555
Tight-S@v1.3,Base,2936680223,1,0.357797,0.9555
Tight-S@v1.3,Base,2936680224,1,0.420504,0.9555
Tight-S@v1.3,Base,2936680225,0,0.964426,0.9555
Tight-S@v1.3,Base,2936680226,1,0.341661,0.9555
Tight-S@v1.3,Base,2936680227,1,0.695715,0.9555
Tight-S@v1.3,Base,2936680228,0,2.378061,0.9555
Tight-S@v1.3,Base,2936680229,0,1.633537,0.9555
Tight-S@v1.3,Base,2936680230,0,3.578782,0.9618
Tight-S@v1.3,Base,2936680231,0,1.145951,0.9555
Tight-S@v1.3,Base,2936680232,0,1.813500,0.9618
Tight-S@v1.3,Base,2936680233,1,0.194799,0.9555
Tight-S@v1.3,Base,2936680234,1,0.183016,0.9618
Tight-S@v1.3,Base,2936680235,1,0.391100,0.9555
Tight-S@v1.3,Base,2936680236,0,0.942184,0.9555
Tight-S@v1.3,Base,2936680237,0,0.954893,0.9555
Tight-S@v1.3,Base,2936680238,1,0.647516,0.9555
Tight-S@v1.3,Base,2936680239,1,0.715529,0.9555
Tight-S@v1.3,Base,2936680240,0,1.048045,0.9555
Tight-S@v1.3,Base,2936680241,0,0.914450,0.9555
Tight-S@v1.3,Base,2936680242,1,0.833448,0.9555
Tight-S@v1.3,Base,2936680243,1,0.380867,0.9555
Tight-S@v1.3,Base,2936680244,0,1.316931,0.9618
Tight-S@v1.3,Base,2936680245,0,0.889538,0.9555
Tight-S@v1.3,Base,2936680246,1,0.580013,0.9555
Tight-S@v1.3,Base,2936680247,0,1.378902,0.9555
Tight-S@v1.3,Base,2936680248,0,1.058846,0.9555
Tight-S@v1.3,Base,2936680249,0,0.912511,0.9555
Tight-S@v1.3,Base,2936680250,1,0.709373,0.9555
Tight-S@v1.3,Base,2936680251,0,1.645595,0.9555
Tight-S@v1.3,Base,2936680252,0,1.463751,0.9618
Tight-S@v1.3,Base,2936680253,1,0.626908,0.9618
Tight-S@v1.3,Base,2936680254,1,0.787267,0.9555
Tight-S@v1.3,Base,2936680255,0,1.211890,0.9555
Tight-S@v1.3,Base,2936680256,0,1.120998,0.9555
Tight-S@v1.3,Base,2936680257,0,0.857533,0.9555
Tight-S@v1.3,Base,2936680258,1,0.301351,0.9555
Tight-S@v1.3,Base,2936680259,0,0.887358,0.9618
Tight-S@v1.3,Base,2936680260,1,0.719097,0.9555
Tight-S@v1.3,Base,2936680261,1,0.535394,0.9555
Tight-S@v1.3,Base,2936680262,1,0.631461,0.9618
Tight-S@v1.3,Base,2936680263,1,0.340253,0.9555
Tight-S@v1.3,Base,2936680264,0,1.013366,0.9555
Tight-S@v1.3,Base,2936680265,0,2.139631,0.9618
Tight-S@v1.3,Base,2936680266,1,0.387358,0.9555
Tight-S@v1.3,Base,2936680267,0,1.280793,0.9555
Tight-S@v1.3,Base,2936680268,1,0.749904,0.9555
Tight-S@v1.3,Base,2936680269,0,1.068589,0.9555
Tight-S@v1.3,Base,2936680270,1,0.345583,0.9618
Tight-S@v1.3,Base,2936680271,0,1.412056,0.9555
Tight-S@v1.3,Base,2936680272,0,1.144120,0.9618
Tight-S@v1.3,Base,2936680273,1,0.347811,0.9555
Tight-S@v1.3,Base,2936680274,1,0.699925,0.9555
Tight-S@v1.3,Base,2936680275,1,0.560975,0.9555
Tight-S@v1.3,Base,2936680276,0,1.040853,0.9555
Tight-S@v1.3,Base,2936680277,1,0.819903,0.9555
Tight-S@v1.3,Base,2936680278,0,0.940779,0.9555
Tight-S@v1.3,Base,2936680279,0,1.930174,0.9618
Tight-S@v1.3,Base,2936680280,0,1.317507,0.9555
Tight-S@v1.3,Base,2936680281,0,1.085599,0.9555
Tight-S@v1.3,Base,2936680282,0,1.214177,0.9618
Tight-S@v1.3,Base,2936680283,1,0.783056,0.9555
Tight-S@v1.3,Base,2936680284,1,0.670020,0.9555
Tight-S@v1.3,Base,2936680285,0,1.273030,0.9555
Tight-S@v1.3,Base,2936680286,0,0.932632,0.9555
Tight-S@v1.3,Base,2936680287,0,1.096769,0.9618
Tight-S@v1.3,Base,2936680288,1,0.637371,0.9555
Tight-S@v1.3,Base,2936680289,0,1.253019,0.9555
Tight-S@v1.3,Base,2936680290,0,0.965462,0.9618
Tight-S@v1.3,Base,2936680291,1,0.330537,0.9555
Tight-S@v1.3,Base,2936680292,0,1.107500,0.9618
Tight-S@v1.3,Base,2936680293,0,3.001915,0.9618
Tight-S@v1.3,Base,2936680294,1,0.485994,0.9555
Tight-S@v1.3,Base,2936680295,0,1.204159,0.9555
Tight-S@v1.3,Base,2936680296,0,1.612341,0.9555
Tight-S@v1.3,Base,2936680297,1,0.237071,0.9555
Tight-S@v1.3,Base,2936680298,0,1.138093,0.9555
Tight-S@v1.3,Base,2936680299,0,1.222038,0.9555
Tight-S@v1.3,Base,2936680300,0,1.480270,0.9555
Tight-S@v1.3,Base,2936680301,1,0.647226,0.9555
Tight-S@v1.3,Base,2936680302,0,0.973474,0.9555
Tight-S@v1.3,Base,2936680303,0,1.136449,0.9555
Tight-S@v1.3,Base,2936680304,0,2.952698,0.9618
Tight-S@v1.3,Base,2936680305,1,0.777929,0.9618
Tight-S@v1.3,Base,2936680306,0,1.189451,0.9555
Tight-S@v1.3,Base,2936680307,0,1.276893,0.9555
Tight-S@v1.3,Base,2936680308,0,1.495030,0.9555
Tight-S@v1.3,Base,2936680309,1,0.383361,0.9618
Tight-S@v1.3,Base,2936680310,0,1.217513,0.9555
Tight-S@v1.3,Base,2936680311,0,0.898119,0.9555
Tight-S@v1.3,Base,2936680312,1,0.623765,0.9618
Tight-S@v1.3,Base,2936680313,0,1.229884,0.9555
Tight-S@v1.3,Base,2936680314,1,0.508579,0.9618
Tight-S@v1.3,Base,2936680315,0,1.018042,0.9618
Tight-S@v1.3,Base,2936680316,1,0.730251,0.9555
Tight-S@v1.3,Base,2936680317,0,1.684334,0.9555
Tight-S@v1.3,Base,2936680318,1,0.598128,0.9555
Tight-S@v1.3,Base,2936680319,0,1.426371,0.9555
Tight-S@v1.3,Base,2936680320,0,1.704074,0.9555
Tight-S@v1.3,Base,2936680321,0,1.759520,0.9555
Tight-S@v1.3,Base,2936680322,1,0.818849,0.9618
Tight-S@v1.3,Base,2936680323,0,1.028409,0.9555
Tight-S@v1.3,Base,2936680324,1,0.550731,0.9555
Tight-S@v1.3,Base,2936680325,1,0.426471,0.9555
Tight-S@v1.3,Base,2936680326,0,1.231715,0.9555
Tight-S@v1.3,Base,2936680327,0,0.954954,0.9618
Tight-S@v1.3,Base,2936680328,0,1.575664,0.9555
Tight-S@v1.3,Base,2936680329,0,2.649791,0.9618
Tight-S@v1.3,Base,2936680330,0,1.365604,0.9618
Tight-S@v1.3,Base,2936680331,0,1.461770,0.9555
Tight-S@v1.3,Base,2936680332,1,0.782244,0.9555
Tight-S@v1.3,Base,2936680333,1,0.348441,0.9618
Tight-S@v1.3,Base,2936680334,0,1.006806,0.9555
Tight-S@v1.3,Base,2936680335,0,1.039630,0.9618
Tight-S@v1.3,Base,2936680336,1,0.437683,0.9555
Tight-S@v1.3,Base,2936680337,1,0.730447,0.9555
Tight-S@v1.3,Base,2936680338,0,1.402629,0.9555
Tight-S@v1.3,Base,2936680339,0,0.935578,0.9555
Tight-S@v1.3,Base,2936680340,1,0.637674,0.9555
Tight-S@v1.3,Base,2936680341,0,1.455541,0.9618
Tight-S@v1.3,Base,2936680342,0,1.306534,0.9555
Tight-S@v1.3,Base,2936680343,0,1.368970,0.9555
Tight-S@v1.3,Base,2936680344,1,0.721617,0.9555
Tight-S@v1.3,Base,2936680345,1,0.118740,0.9618
Tight-S@v1.3,Base,2936680346,0,0.941540,0.9555
Tight-S@v1.3,Base,2936680347,1,0.385036,0.9555
Tight-S@v1.3,Base,2936680348,1,0.597587,0.9618
Tight-S@v1.3,Base,2936680349,0,2.413582,0.9555
Tight-S@v1.3,Base,2936680350,0,1.789452,0.9555
Tight-S@v1.3,Base,2936680351,1,0.189562,0.9555
Tight-S@v1.3,Base,2936680352,0,1.789926,0.9618
Tight-S@v1.3,Base,2936680353,0,0.906925,0.9618
Tight-S@v1.3,Base,2936680354,1,0.689196,0.9555
Tight-S@v1.3,Base,2936680355,0,1.036251,0.9555
Tight-S@v1.3,Base,2936680356,0,1.162335,0.9555
Tight-S@v1.3,Base,2936680357,0,1.040548,0.9555
Tight-S@v1.3,Base,2936680358,0,2.033354,0.9618
Tight-S@v1.3,Base,2936680359,0,0.928138,0.9555
Tight-S@v1.3,Base,2936680360,0,1.367019,0.9555
Tight-S@v1.3,Base,2936680361,0,1.420518,0.9555
Tight-S@v1.3,Base,2936680362,0,0.966077,0.9555
Tight-S@v1.3,Base,2936680363,1,0.230853,0.9555
Tight-S@v1.3,Base,2936680364,0,1.099324,0.9555
Tight-S@v1.3,Base,2936680365,0,0.987262,0.9555
Tight-S@v1.3,Base,2936680366,0,0.872339,0.9555
Tight-S@v1.3,Base,2936680367,0,1.285089,0.9555
Tight-S@v1.3,Base,2936680368,1,0.309921,0.9555
Tight-S@v1.3,Base,2936680369,0,1.058797,0.9618
Tight-S@v1.3,Base,2936680370,0,0.989185,0.9555
Tight-S@v1.3,Base,2936680371,0,1.186226,0.9555
Tight-S@v1.3,Base,2936680372,1,0.490805,0.9555
Tight-S@v1.3,Base,2936680373,1,0.527052,0.9555
Tight-S@v1.3,Base,2936680374,0,1.532018,0.9555
Tight-S@v1.3,Base,2936680375,1,0.768134,0.9555
Tight-S@v1.3,Base,2936680376,1,0.800382,0.9618
Tight-S@v1.3,Base,2936680377,1,0.842497,0.9618
Tight-S@v1.3,Base,2936680378,0,1.899124,0.9555
Tight-S@v1.3,Base,2936680379,0,1.214304,0.9555
Tight-S@v1.3,Base,2936680380,1,0.726405,0.9555
Tight-S@v1.3,Base,2936680381,0,1.287543,0.9555
Tight-S@v1.3,Base,2936680382,0,1.281796,0.9618
Tight-S@v1.3,Base,2936680383,1,0.356543,0.9555
Tight-S@v1.3,Base,2936680384,1,0.815594,0.9555
Tight-S@v1.3,Base,2936680385,0,0.855244,0.9555
Tight-S@v1.3,Base,2936680386,1,0.606892,0.9555
Tight-S@v1.3,Base,2936680387,0,0.874212,0.9555
Tight-S@v1.3,Base,2936680388,1,0.270960,0.9555
Tight-S@v1.3,Base,2936680389,0,1.069721,0.9618
Tight-S@v1.3,Base,2936680390,1,0.712329,0.9555
Tight-S@v1.3,Base,2936680391,0,1.069417,0.9555
Tight-S@v1.3,Base,2936680392,1,0.543864,0.9555
Tight-S@v1.3,Base,2936680393,0,1.234633,0.9618
Tight-S@v1.3,Base,2936680394,1,0.738088,0.9555
Tight-S@v1.3,Base,2936680395,1,0.721354,0.9555
Tight-S@v1.3,Base,2936680396,0,0.850308,0.9555
Tight-S@v1.3,Base,2936680397,0,1.358118,0.9555
Tight-S@v1.3,Base,2936680398,1,0.823560,0.9555
Tight-S@v1.3,Base,2936680399,1,0.424512,0.9555
Tight-S@v1.3,Base,2936680400,1,0.577115,0.9618
Tight-S@v1.3,Base,2936680401,1,0.320332,0.9618
Tight-S@v1.3,Base,2936680402,0,1.381318,0.9555
Tight-S@v1.3,Base,2936680403,0,1.186027,0.9555
Tight-S@v1.3,Base,2936680404,1,0.243483,0.9555
Tight-S@v1.3,Base,2936680405,0,0.964681,0.9555
Tight-S@v1.3,Base,2936680406,1,0.504453,0.9555
Tight-S@v1.3,Base,2936680407,0,0.871051,0.9555
Tight-S@v1.3,Base,2936680408,1,0.696674,0.9555
Tight-S@v1.3,Base,2936680409,0,0.984626,0.9555
Tight-S@v1.3,Base,2936680410,0,2.239619,0.9555
Tight-S@v1.3,Base,2936680411,0,0.899029,0.9555
Tight-S@v1.3,Base,2936680412,0,1.195103,0.9555
Tight-S@v1.3,Base,2936680413,1,0.789831,0.9555
Tight-S@v1.3,Base,2936680414,0,1.378009,0.9555
Tight-S@v1.3,Base,2936680415,1,0.073051,0.9618
Tight-S@v1.3,Base,2936680416,0,1.022625,0.9618
Tight-S@v1.3,Base,2936680417,0,1.446136,0.9618
Tight-S@v1.3,Base,2936680418,0,1.198216,0.9618
Tight-S@v1.3,Base,2936680419,0,1.241683,0.9555
Tight-S@v1.3,Base,2936680420,1,0.826546,0.9555
Tight-S@v1.3,Base,2936680421,0,0.854933,0.9555
Tight-S@v1.3,Base,2936680422,0,2.348851,0.9555
Tight-S@v1.3,Base,2936680423,0,1.058413,0.9555
Tight-S@v1.3,Base,2936680424,0,1.054496,0.9555
Tight-S@v1.3,Base,2936680425,1,0.541555,0.9618
Tight-S@v1.3,Base,2936680426,1,0.837166,0.9555
Tight-S@v1.3,Base,2936680427,0,2.142120,0.9618
Tight-S@v1.3,Base,2936680428,1,0.077162,0.9555
Tight-S@v1.3,Base,2936680429,0,0.894645,0.9555
Tight-S@v1.3,Base,2936680430,0,1.377970,0.9555
Tight-S@v1.3,Base,2936680431,1,0.428394,0.9618
Tight-S@v1.3,Base,2936680432,0,1.087443,0.9555
Tight-S@v1.3,Base,2936680433,1,0.623844,0.9618
Tight-S@v1.3,Base,2936680434,0,0.905476,0.9555
Tight-S@v1.3,Base,2936680435,0,0.917777,0.9618
Tight-S@v1.3,Base,2936680436,0,5.080717,0.9555
Tight-S@v1.3,Base,2936680437,0,0.955239,0.9555
Tight-S@v1.3,Base,2936680438,0,1.249361,0.9555
Tight-S@v1.3,Base,2936680439,1,0.518141,0.9618
Tight-S@v1.3,Base,2936680440,1,0.244272,0.9555
Tight-S@v1.3,Base,2936680441,0,1.344983,0.9555
Tight-S@v1.3,Base,2936680442,0,1.822625,0.9555
Tight-S@v1.3,Base,2936680443,0,1.437560,0.9555
Tight-S@v1.3,Base,2936680444,0,1.516649,0.9618
Tight-S@v1.3,Base,2936680445,0,1.163702,0.9618
Tight-S@v1.3,Base,2936680446,0,1.267469,0.9555
Tight-S@v1.3,Base,2936680447,0,1.134472,0.9555
Tight-S@v1.3,Base,2936680448,0,1.191608,0.9618
Tight-S@v1.3,Base,2936680449,0,2.159317,0.9555
Tight-S@v1.3,Base,2936680450,0,1.019574,0.9555
Tight-S@v1.3,Base,2936680451,0,1.275993,0.9555
Tight-S@v1.3,Base,2936680452,1,0.550076,0.9555
Tight-S@v1.3,Base,2936680453,0,1.091397,0.9555
Tight-S@v1.3,Base,2936680454,0,0.920949,0.9618
Tight-S@v1.3,Base,2936680455,0,1.066929,0.9555
Tight-S@v1.3,Base,2936680456,0,1.171163,0.9618
Tight-S@v1.3,Base,2936680457,0,2.079781,0.9618
Tight-S@v1.3,Base,2936680458,1,0.699434,0.9618
Tight-S@v1.3,Base,2936680459,1,0.429286,0.9555
Tight-S@v1.3,Base,2936680460,0,1.968121,0.9555
Tight-S@v1.3,Base,2936680461,1,0.599959,0.9555
Tight-S@v1.3,Base,2936680462,0,1.453982,0.9555
Tight-S@v1.3,Base,2936680463,1,0.394143,0.9618
Tight-S@v1.3,Base,2936680464,0,1.061851,0.9555
Tight-S@v1.3,Base,2936680465,0,1.526695,0.9555
Tight-S@v1.3,Base,2936680466,0,1.065164,0.9555
Tight-S@v1.3,Base,2936680467,0,2.371932,0.9555
Tight-S@v1.3,Base,2936680468,1,0.736166,0.9618
Tight-S@v1.3,Base,2936680469,0,0.850052,0.9555
Tight-S@v1.3,Base,2936680470,0,0.908428,0.9555
Tight-S@v1.3,Base,2936680471,0,1.087841,0.9618
Tight-S@v1.3,Base,2936680472,0,0.954361,0.9555
Tight-S@v1.3,Base,2936680473,0,2.147922,0.9555
Tight-S@v1.3,Base,2936680474,0,1.351505,0.9555
Tight-S@v1.3,Base,2936680475,1,0.636879,0.9555
Tight-S@v1.3,Base,2936680476,0,1.110846,0.9555
Tight-S@v1.3,Base,2936680477,0,0.946159,0.9555
