step,attempt,success,dro_enabled,solve_ms,scenario_count,qp_calls
0,0,1,1,163.58616800000001,20,10
1,0,1,1,132.376034,20,10
2,0,1,1,125.16574899999999,20,10
3,0,1,1,139.04800299999999,20,10
4,0,1,1,254.39397000000002,20,19
5,0,1,1,139.31017200000002,20,10
6,0,1,1,295.68269400000003,20,118
7,0,1,1,132.21725000000001,20,10
8,0,1,1,239.36764299999999,20,20
9,0,1,1,174.516854,20,10
10,0,1,1,137.43809100000001,20,10
11,0,1,1,280.57021599999996,20,20
12,0,1,1,129.73755600000001,20,10
13,0,1,1,140.37001099999998,20,10
14,0,1,1,248.476102,20,19
15,0,1,1,123.80764900000001,20,10
16,0,1,1,131.44800499999999,20,10
17,0,1,1,204.703385,20,15
18,0,1,1,126.70852399999998,20,10
19,0,1,1,206.250383,20,15
20,0,1,1,123.59027500000001,20,10
21,0,1,1,227.56353900000002,20,19
22,0,1,1,145.877546,20,10
23,0,1,1,229.425467,20,19
24,0,1,1,124.745339,20,10
25,0,1,1,246.52702100000002,20,19
26,0,1,1,125.19298900000001,20,10
27,0,1,1,126.07788600000001,20,10
28,0,1,1,230.08312699999999,20,19
29,0,1,1,128.356514,20,10
30,0,1,1,118.63739700000001,20,10
31,0,1,1,126.906823,20,10
32,0,1,1,236.33220399999999,20,19
33,0,1,1,140.90860000000001,20,10
34,0,1,1,124.07916900000001,20,10
35,0,1,1,136.63204200000001,20,10
36,0,1,1,146.17762400000001,20,10
37,0,1,1,227.520174,20,19
38,0,1,1,138.22091399999999,20,10
39,0,1,1,138.921119,20,10
40,0,1,1,125.109741,20,10
41,0,1,1,125.84563200000001,20,10
42,0,1,1,119.09332000000001,20,10
43,0,1,1,225.81991000000002,20,19
44,0,1,1,116.451973,20,10
45,0,1,1,116.70472099999999,20,10
46,0,1,1,205.409402,20,17
47,0,1,1,116.77277699999999,20,10
48,0,1,1,196.58019099999999,20,15
49,0,1,1,111.813937,20,10
50,0,1,1,190.050016,20,15
51,0,1,1,111.46227500000001,20,10
52,0,1,1,113.073694,20,10
53,0,1,1,213.97204500000001,20,15
54,0,1,1,114.80617799999999,20,10
55,0,1,1,111.249196,20,10
56,0,1,1,192.95507900000001,20,15
57,0,1,1,107.514252,20,10
58,0,1,1,105.70470999999999,20,10
59,0,1,1,106.41570999999999,20,10
60,0,1,1,104.80302800000001,20,10
61,0,1,1,104.655835,20,10
62,0,1,1,105.85491499999999,20,10
63,0,1,1,110.64077,20,10
64,0,1,1,104.352058,20,10
65,0,1,1,109.56614500000001,20,10
66,0,1,1,103.289036,20,10
67,0,1,1,103.470152,20,10
68,0,1,1,102.38096900000001,20,10
69,0,1,1,105.96448699999999,20,10
70,0,1,1,103.619128,20,10
71,0,1,1,101.49838799999999,20,10
72,0,1,1,100.98798500000001,20,10
73,0,1,1,103.27005200000001,20,10
74,0,1,1,96.616469999999993,20,10
75,0,1,1,98.477089000000007,20,10
76,0,1,1,99.144441,20,10
77,0,1,1,95.275174000000007,20,10
78,0,1,1,99.135182,20,10
79,0,1,1,97.288161000000002,20,10
80,0,1,1,98.800183000000004,20,10
81,0,1,1,94.526917999999995,20,10
82,0,1,1,97.653761000000003,20,10
83,0,1,1,91.095496999999995,20,10
84,0,1,1,94.768894000000003,20,10
85,0,1,1,93.482646000000003,20,10
