step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,163.599153,1,1,0,5.9998443508279724,20,0,-1,-1,-1,-1,1,-1,-1,0,0
1,132.38708599999998,1,1,0,0.13980466373963224,20,1,0,-1,-1,-1,1,-1,-1,0,0
2,125.17905500000001,1,1,0,0.30018585593073155,20,1,0,-1,-1,-1,1,-1,-1,0,0
3,139.064054,1,1,0,0.16130236934957681,20,1,0,-1,-1,-1,1,-1,-1,0,0
4,254.40562300000002,1,1,0,0.16161218121407753,20,1,1,-1,1,1,1,-1,-1,0,0
5,139.325142,1,1,0,0.18661183209417848,20,1,0,-1,-1,-1,1,-1,-1,0,0
6,295.69494800000001,1,1,0,0.42360532002897555,20,1,1,-1,1,1,1,-1,-1,0,0
7,132.22855200000001,1,1,0,0.20329192517127148,20,1,0,-1,-1,-1,1,-1,-1,0,0
8,239.38050899999999,1,1,0,10.90551134020343,20,1,1,-1,1,1,1,-1,-1,0,0
9,174.53722399999998,1,1,0,0.64005200699820386,20,1,0,-1,-1,-1,1,-1,-1,0,0
10,137.450986,1,1,0,0.65370833947798723,20,1,0,-1,-1,-1,1,-1,-1,0,0
11,280.58187800000002,1,1,0,3.3044459281207645,20,1,1,-1,1,1,1,-1,-1,0,0
12,129.75076299999998,1,1,0,0.83980701659861789,20,1,0,-1,-1,-1,1,-1,-1,0,0
13,140.382475,1,1,0,1.8160815291739749,20,1,0,-1,-1,-1,1,-1,-1,0,0
14,248.50017899999997,1,1,0,0.68090157128950657,20,1,1,-1,0,1,1,-1,-1,0,0
15,123.819754,1,1,0,0.34146467803307157,20,1,0,-1,-1,-1,1,-1,-1,0,0
16,131.46092999999999,1,1,0,0.50335755467666687,20,1,0,-1,-1,-1,1,-1,-1,0,0
17,204.71608000000001,1,1,0,0.50917568225147603,20,1,1,-1,0,1,1,-1,-1,0,0
18,126.72112899999999,1,1,0,0.095800870048945219,20,1,0,-1,-1,-1,1,-1,-1,0,0
19,206.26253700000001,1,1,0,0.11725326455786994,20,1,1,-1,0,1,1,-1,-1,0,0
20,123.60297000000001,1,1,0,0.1547943923607786,20,1,0,-1,-1,-1,1,-1,-1,0,0
21,227.57808800000001,1,1,0,0.0027597501166896333,20,1,1,-1,0,1,1,-1,-1,0,0
22,145.890041,1,1,0,0.01212377183848071,20,1,0,-1,-1,-1,1,-1,-1,0,0
23,229.43811299999999,1,1,0,0.04814743810565128,20,1,1,-1,0,1,1,-1,-1,0,0
24,124.758725,1,1,0,0.25562716437441962,20,1,0,-1,-1,-1,1,-1,-1,0,0
25,246.539636,1,1,0,0.18746802886979858,20,1,1,-1,0,1,1,-1,-1,0,0
26,125.20831900000002,1,1,0,2.0309863603923888,20,1,0,-1,-1,-1,1,-1,-1,0,0
27,126.091172,1,1,0,1.794698019511499,20,1,0,-1,-1,-1,1,-1,-1,0,0
28,230.09544100000002,1,1,0,25.202771521570703,20,1,1,-1,1,1,1,-1,-1,0,0
29,128.36965000000001,1,1,0,14.587692820501081,20,1,0,-1,-1,-1,1,-1,-1,0,0
30,118.650413,1,1,0,0.56452634313008987,20,1,0,-1,-1,-1,1,-1,-1,0,0
31,126.92064999999999,1,1,0,9.2158181171838081,20,1,0,-1,-1,-1,1,-1,-1,0,0
32,236.34774400000001,1,1,0,25.639030953343141,20,1,1,-1,1,1,1,-1,-1,0,0
33,140.929441,1,1,0,6.1340658657589726,20,1,0,-1,-1,-1,1,-1,-1,0,0
34,124.09268499999999,1,1,0,9.4002274025828676,20,1,0,-1,-1,-1,1,-1,-1,0,0
35,136.64673099999999,1,1,0,9.4471224496962467,20,1,0,-1,-1,-1,1,-1,-1,0,0
36,146.19249400000001,1,1,0,5.5026681340292827,20,1,0,-1,-1,-1,1,-1,-1,0,0
37,227.53652599999998,1,1,0,25.360201871416994,20,1,1,-1,1,1,1,-1,-1,0,0
38,138.23583300000001,1,1,0,12.716300672590984,20,1,0,-1,-1,-1,1,-1,-1,0,0
39,138.93399400000001,1,1,0,8.9878879142241583,20,1,0,-1,-1,-1,1,-1,-1,0,0
40,125.12272599999999,1,1,0,9.0010130368113312,20,1,0,-1,-1,-1,1,-1,-1,0,0
41,125.859458,1,1,0,9.028843675077427,20,1,0,-1,-1,-1,1,-1,-1,0,0
42,119.10675599999999,1,1,0,7.5359457152659584,20,1,0,-1,-1,-1,1,-1,-1,0,0
43,225.83300600000001,1,1,0,2.1984734782524855,20,1,1,-1,0,1,1,-1,-1,0,0
44,116.46481799999999,1,1,0,0.91268711557846105,20,1,0,-1,-1,-1,1,-1,-1,0,0
45,116.71767700000001,1,1,0,0.85891268888716987,20,1,0,-1,-1,-1,1,-1,-1,0,0
46,205.42521399999998,1,1,0,0.76753146828225494,20,1,1,-1,0,1,1,-1,-1,0,0
47,116.785652,1,1,0,0.72958018153817361,20,1,0,-1,-1,-1,1,-1,-1,0,0
48,196.593457,1,1,0,0.64521413743418221,20,1,1,-1,0,1,1,-1,-1,0,0
49,111.82619200000001,1,1,0,0.64433939660197848,20,1,0,-1,-1,-1,1,-1,-1,0,0
50,190.06189900000001,1,1,0,0.68327967740668127,20,1,1,-1,0,1,1,-1,-1,0,0
51,111.47506,1,1,0,0.19597613543335196,20,1,0,-1,-1,-1,1,-1,-1,0,0
52,113.08761100000001,1,1,0,0.28567701382073329,20,1,0,-1,-1,-1,1,-1,-1,0,0
53,213.98689400000001,1,1,0,0.79040189578714037,20,1,1,-1,0,1,1,-1,-1,0,0
54,114.823221,1,1,0,0.62971210472435635,20,1,0,-1,-1,-1,1,-1,-1,0,0
55,111.26404400000001,1,1,0,0.042526200799944125,20,1,0,-1,-1,-1,1,-1,-1,0,0
56,192.96846500000001,1,1,0,0.035772632872932607,20,1,1,-1,0,1,1,-1,-1,0,0
57,107.529422,1,1,0,0.034351338443799208,20,1,0,-1,-1,-1,1,-1,-1,0,0
58,105.71829700000001,1,1,0,0.0027645789262941136,20,1,0,-1,-1,-1,1,-1,-1,0,0
59,106.42929600000001,1,1,0,0.016440696574917691,20,1,0,-1,-1,-1,1,-1,-1,0,0
60,104.81739599999999,1,1,0,0.083417475607318867,20,1,0,-1,-1,-1,1,-1,-1,0,0
61,104.66954200000001,1,1,0,0.25879221230814836,20,1,0,-1,-1,-1,1,-1,-1,0,0
62,105.86790000000001,1,1,0,0.56834831382845474,20,1,0,-1,-1,-1,1,-1,-1,0,0
63,110.656651,1,1,0,0.19625203957914367,20,1,0,-1,-1,-1,1,-1,-1,0,0
64,104.36793900000001,1,1,0,0.012482013483060574,20,1,0,-1,-1,-1,1,-1,-1,0,0
65,109.581075,1,1,0,0.0013432581571446254,20,1,0,-1,-1,-1,1,-1,-1,0,0
66,103.303203,1,1,0,0.012167733370957456,20,1,0,-1,-1,-1,1,-1,-1,0,0
67,103.48403999999999,1,1,0,0.0010997539224530662,20,1,0,-1,-1,-1,1,-1,-1,0,0
68,102.394857,1,1,0,0.0029306154804007397,20,1,0,-1,-1,-1,1,-1,-1,0,0
69,105.97848499999999,1,1,0,0.0006684296005571896,20,1,0,-1,-1,-1,1,-1,-1,0,0
70,103.63235399999999,1,1,0,0.00082045133100763204,20,1,0,-1,-1,-1,1,-1,-1,0,0
71,101.51129400000001,1,1,0,0.00031087126844725769,20,1,0,-1,-1,-1,1,-1,-1,0,0
72,101.001361,1,1,0,0.0002127445753037054,20,1,0,-1,-1,-1,1,-1,-1,0,0
73,103.28359900000001,1,1,0,0.00014275707404206122,20,1,0,-1,-1,-1,1,-1,-1,0,0
74,96.629767000000001,1,1,0,5.3867962606199535e-05,20,1,0,-1,-1,-1,1,-1,-1,0,0
75,98.492148,1,1,0,7.1262218660757344e-05,20,1,0,-1,-1,-1,1,-1,-1,0,0
76,99.157617000000002,1,1,0,1.1290574875849823e-05,20,1,0,-1,-1,-1,1,-1,-1,0,0
77,95.289231000000001,1,1,0,2.4540294384594456e-05,20,1,0,-1,-1,-1,1,-1,-1,0,0
78,99.149760999999998,1,1,0,7.0071959805176149e-06,20,1,0,-1,-1,-1,1,-1,-1,0,0
79,97.301587999999995,1,1,0,5.2862286190486248e-06,20,1,0,-1,-1,-1,1,-1,-1,0,0
80,98.813810000000004,1,1,0,3.2826135799610533e-06,20,1,0,-1,-1,-1,1,-1,-1,0,0
81,94.540363999999997,1,1,0,1.8112245899644011e-06,20,1,0,-1,-1,-1,1,-1,-1,0,0
82,97.667187999999996,1,1,0,1.0703391746177364e-06,20,1,0,-1,-1,-1,1,-1,-1,0,0
83,91.10942399999999,1,1,0,6.3748644865970717e-07,20,1,0,-1,-1,-1,1,-1,-1,0,0
84,94.782309999999995,1,1,0,3.7727560439732303e-07,20,1,0,-1,-1,-1,1,-1,-1,0,0
85,93.502815999999996,1,1,0,2.2081458086035545e-07,20,1,0,-1,-1,-1,1,-1,-1,0,0
86,93.086207999999999,1,1,0,1.3002281116764622e-07,20,1,0,-1,-1,-1,1,-1,-1,0,0
87,94.897797000000011,1,1,0,7.672091551574899e-08,20,1,0,-1,-1,-1,1,-1,-1,0,0
88,90.428616000000005,1,1,0,4.5242138428712789e-08,20,1,0,-1,-1,-1,1,-1,-1,0,0
89,90.533312000000009,1,1,0,2.6630532051207197e-08,20,1,0,-1,-1,-1,1,-1,-1,0,0
90,87.879750000000001,1,1,0,1.5684870726603655e-08,20,1,0,-1,-1,-1,1,-1,-1,0,0
91,91.236243999999999,1,1,0,9.2427174778215934e-09,20,1,0,-1,-1,-1,1,-1,-1,0,0
92,94.346310000000003,1,1,0,5.4465420419401774e-09,20,1,0,-1,-1,-1,1,-1,-1,0,0
93,92.569011000000003,1,1,0,3.2081555051241325e-09,20,1,0,-1,-1,-1,1,-1,-1,0,0
94,110.729016,1,1,0,1.8902644871167668e-09,20,1,0,-1,-1,-1,1,-1,-1,0,0
95,89.554191000000003,1,1,0,1.1133302727377024e-09,20,1,0,-1,-1,-1,1,-1,-1,0,0
96,88.032514000000006,1,1,0,6.5613529310504399e-10,20,1,0,-1,-1,-1,1,-1,-1,0,0
97,89.59894899999999,1,1,0,3.8654037934514146e-10,20,1,0,-1,-1,-1,1,-1,-1,0,0
98,82.872813000000008,1,1,0,2.2765585229096494e-10,20,1,0,-1,-1,-1,1,-1,-1,0,0
99,104.01316,1,1,0,1.3416581692541116e-10,20,1,0,-1,-1,-1,1,-1,-1,0,0
100,103.078003,1,1,0,7.9018778829344925e-11,20,1,0,-1,-1,-1,1,-1,-1,0,0
101,90.851712000000006,1,1,0,4.6589385689395585e-11,20,1,0,-1,-1,-1,1,-1,-1,0,0
102,83.52272099999999,1,1,0,2.7411867833930594e-11,20,1,0,-1,-1,-1,1,-1,-1,0,0
103,85.209440000000001,1,1,0,1.6171729516567184e-11,20,1,0,-1,-1,-1,1,-1,-1,0,0
104,85.155263999999988,1,1,0,9.515165382944354e-12,20,1,0,-1,-1,-1,1,-1,-1,0,0
105,86.289258999999987,1,1,0,5.6138222850733523e-12,20,1,0,-1,-1,-1,1,-1,-1,0,0
106,82.980767999999998,1,1,0,3.3001326276627318e-12,20,1,0,-1,-1,-1,1,-1,-1,0,0
107,83.186121,1,1,0,1.951767380094464e-12,20,1,0,-1,-1,-1,1,-1,-1,0,0
108,82.494332999999997,1,1,0,1.1437547441786086e-12,20,1,0,-1,-1,-1,1,-1,-1,0,0
109,81.675907000000009,1,1,0,6.7693723325135668e-13,20,1,0,-1,-1,-1,1,-1,-1,0,0
110,84.931916000000001,1,1,0,3.9880648647319056e-13,20,1,0,-1,-1,-1,1,-1,-1,0,0
111,79.475439999999992,1,1,0,2.3377676168603947e-13,20,1,0,-1,-1,-1,1,-1,-1,0,0
112,82.44985100000001,1,1,0,1.3818618600937034e-13,20,1,0,-1,-1,-1,1,-1,-1,0,0
