step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,160.80599000000001,1,1,0,5.0120910968464036,20,0,-1,-1,-1,-1,1,-1,-1,0,0
1,132.96711999999999,1,1,0,0.042191878066960384,20,1,0,-1,-1,-1,1,-1,-1,0,0
2,120.74089000000001,1,1,0,0.15313855304314275,20,1,0,-1,-1,-1,1,-1,-1,0,0
3,124.06531899999999,1,1,0,0.057458455116235464,20,1,0,-1,-1,-1,1,-1,-1,0,0
4,230.69036800000001,1,1,0,0.21872089580016488,20,1,1,-1,1,1,1,-1,-1,0,0
5,124.713212,1,1,0,0.19268939586690248,20,1,0,-1,-1,-1,1,-1,-1,0,0
6,294.714719,1,1,0,0.34795653631424101,20,1,1,-1,1,1,1,-1,-1,0,0
7,126.75567300000002,1,1,0,0.29561223157332173,20,1,0,-1,-1,-1,1,-1,-1,0,0
8,198.216635,1,1,0,0.3679117230977067,20,1,1,-1,1,1,1,-1,-1,0,0
9,114.924494,1,1,0,0.2274400352063827,20,1,0,-1,-1,-1,1,-1,-1,0,0
10,267.87435700000003,1,1,0,23.748393024922379,20,1,1,-1,1,1,1,-1,-1,0,0
11,126.05591499999998,1,1,0,1.2852831266691562,20,1,0,-1,-1,-1,1,-1,-1,0,0
12,289.28401599999995,1,1,0,25.63964189624906,20,1,1,-1,1,1,1,-1,-1,0,0
13,297.24850299999997,1,1,0,1.2628275337222046,20,1,1,-1,1,1,1,-1,-1,0,0
14,122.734674,1,1,0,8.5271721420788982,20,1,0,-1,-1,-1,1,-1,-1,0,0
15,127.968985,1,1,0,5.0683122267030196,20,1,0,-1,-1,-1,1,-1,-1,0,0
16,123.811181,1,1,0,1.2804908458204323,20,1,0,-1,-1,-1,1,-1,-1,0,0
17,204.14280200000002,1,1,0,0.390560817126544,20,1,1,-1,0,1,1,-1,-1,0,0
18,125.134681,1,1,0,0.17287061755069802,20,1,0,-1,-1,-1,1,-1,-1,0,0
19,227.40571700000001,1,1,0,0.048165698059194628,20,1,1,-1,0,1,1,-1,-1,0,0
20,117.465486,1,1,0,0.026623140114628577,20,1,0,-1,-1,-1,1,-1,-1,0,0
21,130.17226500000001,1,1,0,0.047271953372183678,20,1,0,-1,-1,-1,1,-1,-1,0,0
22,245.71152499999999,1,1,0,0.0037211190369874671,20,1,1,-1,0,1,1,-1,-1,0,0
23,223.74229200000002,1,1,0,0.096508839993872747,20,1,1,-1,0,1,1,-1,-1,0,0
24,126.427663,1,1,0,0.13264307842866968,20,1,0,-1,-1,-1,1,-1,-1,0,0
25,204.96017899999998,1,1,0,0.26572670354151007,20,1,1,-1,0,1,1,-1,-1,0,0
26,129.75144999999998,1,1,0,1.2844388345491666,20,1,0,-1,-1,-1,1,-1,-1,0,0
27,120.445153,1,1,0,1.719618314622851,20,1,0,-1,-1,-1,1,-1,-1,0,0
28,249.50198400000002,1,1,0,0.72989323681732132,20,1,1,-1,1,1,1,-1,-1,0,0
29,143.51388,1,1,0,0.45697689058226582,20,1,0,-1,-1,-1,1,-1,-1,0,0
30,130.804147,1,1,0,0.20984408560224135,20,1,0,-1,-1,-1,1,-1,-1,0,0
31,235.16225399999999,1,1,0,25.638570823615588,20,1,1,-1,1,1,1,-1,-1,0,0
32,128.09590900000001,1,1,0,22.854173449791979,20,1,0,-1,-1,-1,1,-1,-1,0,0
33,122.069761,1,1,0,3.8417304764286357,20,1,0,-1,-1,-1,1,-1,-1,0,0
34,133.572891,1,1,0,8.2429184899575105,20,1,0,-1,-1,-1,1,-1,-1,0,0
35,130.96792199999999,1,1,0,9.5661964478185038,20,1,0,-1,-1,-1,1,-1,-1,0,0
36,128.82782700000001,1,1,0,5.5824684491626888,20,1,0,-1,-1,-1,1,-1,-1,0,0
37,223.33663799999999,1,1,0,1.3902012686846694,20,1,1,-1,0,1,1,-1,-1,0,0
38,214.42339299999998,1,1,0,0.87249619660889643,20,1,1,-1,0,1,1,-1,-1,0,0
39,107.86984199999999,1,1,0,0.64075653187546422,20,1,0,-1,-1,-1,1,-1,-1,0,0
40,218.06321199999999,1,1,0,0.6726141899029886,20,1,1,-1,0,1,1,-1,-1,0,0
41,127.30971799999999,1,1,0,0.70304277320051423,20,1,0,-1,-1,-1,1,-1,-1,0,0
42,117.13649600000001,1,1,0,0.63998767883039653,20,1,0,-1,-1,-1,1,-1,-1,0,0
43,106.36774200000001,1,1,0,0.66268278558127625,20,1,0,-1,-1,-1,1,-1,-1,0,0
44,183.51870600000001,1,1,0,0.12717167641263466,20,1,1,-1,0,1,1,-1,-1,0,0
45,113.96329299999999,1,1,0,0.2242970420672627,20,1,0,-1,-1,-1,1,-1,-1,0,0
46,109.23661799999999,1,1,0,0.29155585351708174,20,1,0,-1,-1,-1,1,-1,-1,0,0
47,106.954516,1,1,0,0.12329690342578108,20,1,0,-1,-1,-1,1,-1,-1,0,0
48,176.54109100000002,1,1,0,0.69035743757001089,20,1,1,-1,0,1,1,-1,-1,0,0
49,102.855977,1,1,0,0.070491535084959395,20,1,0,-1,-1,-1,1,-1,-1,0,0
50,104.897825,1,1,0,0.16392086748345921,20,1,0,-1,-1,-1,1,-1,-1,0,0
51,100.90633699999999,1,1,0,0.026775719026930933,20,1,0,-1,-1,-1,1,-1,-1,0,0
52,104.38787099999999,1,1,0,0.010432041291191036,20,1,0,-1,-1,-1,1,-1,-1,0,0
53,168.210669,1,1,0,0.013815377505757403,20,1,1,-1,0,1,1,-1,-1,0,0
54,103.399074,1,1,0,0.087712688312610601,20,1,0,-1,-1,-1,1,-1,-1,0,0
55,103.605192,1,1,0,0.21380354561973539,20,1,0,-1,-1,-1,1,-1,-1,0,0
56,110.31012299999999,1,1,0,0.56825910345677333,20,1,0,-1,-1,-1,1,-1,-1,0,0
57,101.162476,1,1,0,0.26720333891552661,20,1,0,-1,-1,-1,1,-1,-1,0,0
58,102.449674,1,1,0,0.04036889972763269,20,1,0,-1,-1,-1,1,-1,-1,0,0
59,97.305053000000001,1,1,0,0.0037341752665324577,20,1,0,-1,-1,-1,1,-1,-1,0,0
60,102.750643,1,1,0,0.0045908645864291874,20,1,0,-1,-1,-1,1,-1,-1,0,0
61,95.98772799999999,1,1,0,0.00022021085330163341,20,1,0,-1,-1,-1,1,-1,-1,0,0
62,98.885083999999992,1,1,0,0.0074642018198755279,20,1,0,-1,-1,-1,1,-1,-1,0,0
63,104.60994099999999,1,1,0,0.00025250075992080208,20,1,0,-1,-1,-1,1,-1,-1,0,0
64,94.599525999999997,1,1,0,0.00072874889805192296,20,1,0,-1,-1,-1,1,-1,-1,0,0
65,99.866342000000003,1,1,0,0.0003906116944826756,20,1,0,-1,-1,-1,1,-1,-1,0,0
66,98.501774999999995,1,1,0,0.00017482688412598526,20,1,0,-1,-1,-1,1,-1,-1,0,0
67,98.416884999999994,1,1,0,0.00018135708756137405,20,1,0,-1,-1,-1,1,-1,-1,0,0
68,97.407578000000001,1,1,0,6.5170174014134727e-05,20,1,0,-1,-1,-1,1,-1,-1,0,0
