step,attempt,obstacle_id,mode,nominal_probability,sampling_probability,risk_score,rho,sampled_count,scenario_count,true_mode
0,0,0,constant_velocity,0.20000000000000001,0.20000000000000001,0,0.0079812682583925518,6,40,turn_right
0,0,0,turn_left,0.20000000000000001,0.20000000000000001,0,0.0079812682583925518,9,40,turn_right
0,0,0,turn_right,0.59999999999999998,0.59999999999999998,0,0.0079812682583925518,25,40,turn_right
1,0,0,constant_velocity,0.14285714285714285,0.14285714285714285,0,0.0057214037314584658,3,40,turn_left
1,0,0,turn_left,0.42857142857142855,0.42857142857142855,0,0.0057214037314584658,20,40,turn_left
1,0,0,turn_right,0.42857142857142855,0.42857142857142855,0,0.0057214037314584658,17,40,turn_left
2,0,0,constant_velocity,0.1111111111111111,0,0.022796024845268464,0.0064316646995283191,0,40,turn_right
2,0,0,turn_left,0.33333333333333331,0,0.022848239470774412,0.0064316646995283191,0,40,turn_right
2,0,0,turn_right,0.55555555555555558,1,0.024383637320369245,0.0064316646995283191,40,40,turn_right
3,0,0,constant_velocity,0.27272727272727271,0,0.12034690865494477,0.0058354417402505486,0,40,constant_velocity
3,0,0,turn_left,0.27272727272727271,0,0.11682778360797197,0.0058354417402505486,0,40,constant_velocity
3,0,0,turn_right,0.45454545454545453,0.99999999999999989,0.12539469907925677,0.0058354417402505486,40,40,constant_velocity
4,0,0,constant_velocity,0.23076923076923078,0,0.11767466917055339,0.0050269408370672494,0,40,turn_left
4,0,0,turn_left,0.38461538461538464,0.064487496844383874,0.10974438181369323,0.0050269408370672494,2,40,turn_left
4,0,0,turn_right,0.38461538461538464,0.93551250315561618,0.12680187025157813,0.0050269408370672494,38,40,turn_left
5,0,0,constant_velocity,0.20000000000000001,0,0.083968204420939246,0.005130175796328496,0,40,turn_right
5,0,0,turn_left,0.33333333333333331,0,0.07367624896069308,0.005130175796328496,0,40,turn_right
5,0,0,turn_right,0.46666666666666667,1,0.095132760735597233,0.005130175796328496,40,40,turn_right
6,0,0,constant_velocity,0.17647058823529413,0,0.079260173706508313,0.0050362739115980201,0,40,turn_right
6,0,0,turn_left,0.29411764705882354,0,0.067140374780600365,0.0050362739115980201,0,40,turn_right
6,0,0,turn_right,0.52941176470588236,1,0.091857964636463035,0.0050362739115980201,40,40,turn_right
7,0,0,constant_velocity,0.26315789473684209,0,0.019100858026348227,0.0046855178033351564,0,40,constant_velocity
7,0,0,turn_left,0.26315789473684209,0,0.00576553478291425,0.0046855178033351564,0,40,constant_velocity
7,0,0,turn_right,0.47368421052631576,1,0.032486852624224405,0.0046855178033351564,40,40,constant_velocity
8,0,0,constant_velocity,0.23809523809523808,0.15093800939380009,0.043026733557196634,0.0043489472924690114,2,40,turn_left
8,0,0,turn_left,0.33333333333333331,0,0.029074227935403096,0.0043489472924690114,0,40,turn_left
8,0,0,turn_right,0.42857142857142855,0.8490619906061998,0.056624158155391069,0.0043489472924690114,38,40,turn_left
9,0,0,constant_velocity,0.21739130434782608,0.084734543572903859,0.018702718330527918,0.0042776607682346078,1,40,turn_right
9,0,0,turn_left,0.30434782608695654,0,0.0078985288050321401,0.0042776607682346078,0,40,turn_right
9,0,0,turn_right,0.47826086956521741,0.91526545642709611,0.029321335938262,0.0042776607682346078,39,40,turn_right
10,0,0,constant_velocity,0.20000000000000001,0.037879391548245614,0.025558331845642906,0.0041671570306982663,2,40,turn_right
10,0,0,turn_left,0.28000000000000003,0,0.014612384948305496,0.0041671570306982663,0,40,turn_right
10,0,0,turn_right,0.52000000000000002,0.9621206084517544,0.035962219618445451,0.0041671570306982663,38,40,turn_right
11,0,0,constant_velocity,0.18518518518518517,0,0.0061933936570192916,0.0039554033945127468,0,40,turn_left
11,0,0,turn_left,0.33333333333333331,0.083251232447548756,0.0016257144627619541,0.0039554033945127468,5,40,turn_left
11,0,0,turn_right,0.48148148148148145,0.91674876755245127,0.015858798792383916,0.0039554033945127468,35,40,turn_left
12,0,0,constant_velocity,0.17241379310344829,0,0,0.0038648926360038876,0,40,turn_right
12,0,0,turn_left,0.31034482758620691,0.061707931189163803,0,0.0038648926360038876,4,40,turn_right
12,0,0,turn_right,0.51724137931034486,0.93829206881083627,0.00018878469221587924,0.0038648926360038876,36,40,turn_right
13,0,0,constant_velocity,0.16129032258064516,0,0,0.0036936572575180706,0,40,turn_left
13,0,0,turn_left,0.35483870967741937,0.11547117440698217,0,0.0036936572575180706,4,40,turn_left
13,0,0,turn_right,0.4838709677419355,0.88452882559301782,0.00027003496401536986,0.0036936572575180706,36,40,turn_left
14,0,0,constant_velocity,0.15151515151515152,0,0.098305503161950109,0.0036177045677659868,0,40,turn_right
14,0,0,turn_left,0.33333333333333331,0.095650718190059186,0.090549867425551406,0.0036177045677659868,8,40,turn_right
14,0,0,turn_right,0.51515151515151514,0.90434928180994067,0.10727912029494818,0.0036177045677659868,32,40,turn_right
15,0,0,constant_velocity,0.20000000000000001,0,0.12298329548859863,0.0034818427611067624,0,40,constant_velocity
15,0,0,turn_left,0.31428571428571428,0.11268308201038221,0.11474668409347216,0.0034818427611067624,4,40,constant_velocity
15,0,0,turn_right,0.48571428571428571,0.88731691798961787,0.13238152994938163,0.0034818427611067624,36,40,constant_velocity
16,0,0,constant_velocity,0.1891891891891892,0,0.17464554597356532,0.0034069109035573825,0,40,turn_right
16,0,0,turn_left,0.29729729729729731,0.096771997861551731,0.16495147613222255,0.0034069109035573825,0,40,turn_right
16,0,0,turn_right,0.51351351351351349,0.90322800213844823,0.18530240707524087,0.0034069109035573825,40,40,turn_right
17,0,0,constant_velocity,0.17948717948717949,0,0.082499717012953694,0.0033272741530623235,0,40,turn_right
17,0,0,turn_left,0.28205128205128205,0.08356695156640237,0.070985982259604452,0.0033272741530623235,3,40,turn_right
17,0,0,turn_right,0.53846153846153844,0.91643304843359763,0.094643097972021251,0.0033272741530623235,37,40,turn_right
18,0,0,constant_velocity,0.17073170731707318,0,0.068434992003895273,0.0032343082547480026,0,40,turn_left
18,0,0,turn_left,0.31707317073170732,0.12225976821638695,0.055230959491722686,0.0032343082547480026,5,40,turn_left
18,0,0,turn_right,0.51219512195121952,0.87774023178361305,0.081748898624697586,0.0032343082547480026,35,40,turn_left
19,0,0,constant_velocity,0.16279069767441862,0.16279069767441862,0,0.0031663617933036931,6,40,turn_right
19,0,0,turn_left,0.30232558139534882,0.30232558139534882,0,0.0031663617933036931,9,40,turn_right
19,0,0,turn_right,0.53488372093023251,0.53488372093023251,0,0.0031663617933036931,25,40,turn_right
20,0,0,constant_velocity,0.15555555555555556,0,0.005591395065637994,0.0030843372014947774,0,40,turn_left
20,0,0,turn_left,0.33333333333333331,0.14391453750821256,0,0.0030843372014947774,6,40,turn_left
20,0,0,turn_right,0.51111111111111107,0.8560854624917873,0.01559174820221873,0.0030843372014947774,34,40,turn_left
21,0,0,constant_velocity,0.14893617021276595,0,0.0049071848951708213,0.0030254786373712108,0,40,turn_right
21,0,0,turn_left,0.31914893617021278,0.13151489830337809,0,0.0030254786373712108,5,40,turn_right
21,0,0,turn_right,0.53191489361702127,0.86848510169662196,0.01094805666331676,0.0030254786373712108,35,40,turn_right
22,0,0,constant_velocity,0.14285714285714285,0.14285714285714285,0,0.0029526536496529416,9,40,turn_left
22,0,0,turn_left,0.34693877551020408,0.34693877551020408,0,0.0029526536496529416,10,40,turn_left
22,0,0,turn_right,0.51020408163265307,0.51020408163265307,0,0.0029526536496529416,21,40,turn_left
23,0,0,constant_velocity,0.13725490196078433,0,0.00015630943609609704,0.0029010197416607505,0,40,turn_right
23,0,0,turn_left,0.33333333333333331,0.15063392881857229,0,0.0029010197416607505,9,40,turn_right
23,0,0,turn_right,0.52941176470588236,0.84936607118142771,0.0039889381167580867,0.0029010197416607505,31,40,turn_right
24,0,0,constant_velocity,0.13207547169811321,0.13207547169811321,0,0.0028480351697960887,4,40,turn_right
24,0,0,turn_left,0.32075471698113206,0.32075471698113206,0,0.0028480351697960887,12,40,turn_right
24,0,0,turn_right,0.54716981132075471,0.54716981132075471,0,0.0028480351697960887,24,40,turn_right
25,0,0,constant_velocity,0.12727272727272726,0.12727272727272726,0,0.0027944781127078109,4,40,turn_right
25,0,0,turn_left,0.30909090909090908,0.30909090909090908,0,0.0027944781127078109,7,40,turn_right
25,0,0,turn_right,0.5636363636363636,0.5636363636363636,0,0.0027944781127078109,29,40,turn_right
26,0,0,constant_velocity,0.12280701754385964,0.12280701754385964,0,0.0027432021829285162,6,40,turn_left
26,0,0,turn_left,0.33333333333333331,0.33333333333333331,0,0.0027432021829285162,12,40,turn_left
26,0,0,turn_right,0.54385964912280704,0.54385964912280704,0,0.0027432021829285162,22,40,turn_left
27,0,0,constant_velocity,0.11864406779661017,0.11864406779661017,0,0.0026956863721558279,3,40,turn_right
27,0,0,turn_left,0.32203389830508472,0.32203389830508472,0,0.0026956863721558279,16,40,turn_right
27,0,0,turn_right,0.55932203389830504,0.55932203389830504,0,0.0026956863721558279,21,40,turn_right
28,0,0,constant_velocity,0.11475409836065574,0.34460358962134069,0.022275836737155968,0.0026486802581650003,14,40,turn_left
28,0,0,turn_left,0.34426229508196721,0,0.0087027501398043161,0.0026486802581650003,0,40,turn_left
28,0,0,turn_right,0.54098360655737709,0.65539641037865937,0.035775820120599572,0.0026486802581650003,26,40,turn_left
29,0,0,constant_velocity,0.14285714285714285,0.36001998239465294,0.094470746467789718,0.0025956051321665949,11,40,constant_velocity
29,0,0,turn_left,0.33333333333333331,0,0.080476561575957395,0.0025956051321665949,0,40,constant_velocity
29,0,0,turn_right,0.52380952380952384,0.63998001760534695,0.10806390407006672,0.0025956051321665949,29,40,constant_velocity
30,0,0,constant_velocity,0.13846153846153847,0.34197479085857463,0.072082765102427032,0.0025558281112940603,16,40,turn_right
30,0,0,turn_left,0.32307692307692309,0,0.057972518068765189,0.0025558281112940603,0,40,turn_right
30,0,0,turn_right,0.53846153846153844,0.65802520914142526,0.085301594471287046,0.0025558281112940603,24,40,turn_right
31,0,0,constant_velocity,0.13432835820895522,0.32546114115907021,0.023925479668169075,0.0025158125425009206,11,40,turn_right
31,0,0,turn_left,0.31343283582089554,0,0.010370545767037886,0.0025158125425009206,0,40,turn_right
31,0,0,turn_right,0.55223880597014929,0.67453885884092979,0.036048442713220274,0.0025158125425009206,29,40,turn_right
32,0,0,constant_velocity,0.13043478260869565,0.31030194709470149,0.084778616948543301,0.0024758317934551713,13,40,turn_right
32,0,0,turn_left,0.30434782608695654,0,0.072450925048297976,0.0024758317934551713,0,40,turn_right
32,0,0,turn_right,0.56521739130434778,0.6896980529052984,0.095168487983732952,0.0024758317934551713,27,40,turn_right
33,0,0,constant_velocity,0.12676056338028169,0.29634568537712169,0.023216050895402379,0.0024360961558725471,13,40,turn_right
33,0,0,turn_left,0.29577464788732394,0,0.01262911186947735,0.0024360961558725471,0,40,turn_right
33,0,0,turn_right,0.57746478873239437,0.70365431462287831,0.031448315784573799,0.0024360961558725471,27,40,turn_right
34,0,0,constant_velocity,0.15068493150684931,0.31135576044285401,0.046964427754009525,0.002393910060884743,16,40,constant_velocity
34,0,0,turn_left,0.28767123287671231,0,0.039456024597089856,0.002393910060884743,0,40,constant_velocity
34,0,0,turn_right,0.56164383561643838,0.68864423955714593,0.052798878672551952,0.002393910060884743,24,40,constant_velocity
35,0,0,constant_velocity,0.14666666666666667,0.29840482330118068,0.051355037186296526,0.0023568149709180886,8,40,turn_right
35,0,0,turn_left,0.28000000000000003,0,0.045815495140172552,0.0023568149709180886,0,40,turn_right
35,0,0,turn_right,0.57333333333333336,0.70159517669881932,0.055004501774449793,0.0023568149709180886,32,40,turn_right
36,0,0,constant_velocity,0.14285714285714285,0.33644485945788083,0.012158839386115533,0.0023317586353841973,7,40,turn_left
36,0,0,turn_left,0.29870129870129869,0,0.0084672791071610382,0.0023317586353841973,0,40,turn_left
36,0,0,turn_right,0.55844155844155841,0.66355514054211917,0.014628341808888931,0.0023317586353841973,33,40,turn_left
37,0,0,constant_velocity,0.16455696202531644,0.16455696202531644,0,0.0022936522969274772,6,40,constant_velocity
37,0,0,turn_left,0.29113924050632911,0.29113924050632911,0,0.0022936522969274772,11,40,constant_velocity
37,0,0,turn_right,0.54430379746835444,0.54430379746835444,0,0.0022936522969274772,23,40,constant_velocity
38,0,0,constant_velocity,0.18518518518518517,0.18518518518518517,0,0.0022561596849290351,6,40,constant_velocity
38,0,0,turn_left,0.2839506172839506,0.2839506172839506,0,0.0022561596849290351,14,40,constant_velocity
38,0,0,turn_right,0.53086419753086422,0.53086419753086422,0,0.0022561596849290351,20,40,constant_velocity
39,0,0,constant_velocity,0.20481927710843373,0.20481927710843373,0,0.002219353207371088,7,40,constant_velocity
39,0,0,turn_left,0.27710843373493976,0.27710843373493976,0,0.002219353207371088,8,40,constant_velocity
39,0,0,turn_right,0.51807228915662651,0.51807228915662651,0,0.002219353207371088,25,40,constant_velocity
40,0,0,constant_velocity,0.22352941176470589,0.22352941176470589,0,0.00218328391564473,10,40,constant_velocity
40,0,0,turn_left,0.27058823529411763,0.27058823529411763,0,0.00218328391564473,8,40,constant_velocity
40,0,0,turn_right,0.50588235294117645,0.50588235294117645,0,0.00218328391564473,22,40,constant_velocity
41,0,0,constant_velocity,0.21839080459770116,0.21839080459770116,0,0.0021561218158110793,11,40,turn_right
41,0,0,turn_left,0.26436781609195403,0.26436781609195403,0,0.0021561218158110793,12,40,turn_right
41,0,0,turn_right,0.51724137931034486,0.51724137931034486,0,0.0021561218158110793,17,40,turn_right
42,0,0,constant_velocity,0.21348314606741572,0.21348314606741572,0,0.0021367853121637592,5,40,turn_left
42,0,0,turn_left,0.2808988764044944,0.2808988764044944,0,0.0021367853121637592,11,40,turn_left
42,0,0,turn_right,0.5056179775280899,0.5056179775280899,0,0.0021367853121637592,24,40,turn_left
43,0,0,constant_velocity,0.23076923076923078,0.23076923076923078,0,0.0021040805763861093,14,40,constant_velocity
43,0,0,turn_left,0.27472527472527475,0.27472527472527475,0,0.0021040805763861093,9,40,constant_velocity
43,0,0,turn_right,0.49450549450549453,0.49450549450549453,0,0.0021040805763861093,17,40,constant_velocity
44,0,0,constant_velocity,0.24731182795698925,0.24731182795698925,0,0.0020720557474296106,12,40,constant_velocity
44,0,0,turn_left,0.26881720430107525,0.26881720430107525,0,0.0020720557474296106,11,40,constant_velocity
44,0,0,turn_right,0.4838709677419355,0.4838709677419355,0,0.0020720557474296106,17,40,constant_velocity
45,0,0,constant_velocity,0.24210526315789474,0.24210526315789474,0,0.0020493262565976747,8,40,turn_right
45,0,0,turn_left,0.26315789473684209,0.26315789473684209,0,0.0020493262565976747,8,40,turn_right
45,0,0,turn_right,0.49473684210526314,0.49473684210526314,0,0.0020493262565976747,24,40,turn_right
46,0,0,constant_velocity,0.23711340206185566,0.23711340206185566,0,0.0020325146108013878,9,40,turn_left
46,0,0,turn_left,0.27835051546391754,0.27835051546391754,0,0.0020325146108013878,9,40,turn_left
46,0,0,turn_right,0.4845360824742268,0.4845360824742268,0,0.0020325146108013878,22,40,turn_left
47,0,0,constant_velocity,0.23232323232323232,0.23232323232323232,0,0.0020147356322725001,7,40,turn_left
47,0,0,turn_left,0.29292929292929293,0.29292929292929293,0,0.0020147356322725001,13,40,turn_left
47,0,0,turn_right,0.47474747474747475,0.47474747474747475,0,0.0020147356322725001,20,40,turn_left
48,0,0,constant_velocity,0.22772277227722773,0.22772277227722773,0,0.0019947875544101068,11,40,turn_right
48,0,0,turn_left,0.28712871287128711,0.28712871287128711,0,0.0019947875544101068,10,40,turn_right
48,0,0,turn_right,0.48514851485148514,0.48514851485148514,0,0.0019947875544101068,19,40,turn_right
49,0,0,constant_velocity,0.22330097087378642,0.22330097087378642,0,0.0019775895853333999,8,40,turn_left
49,0,0,turn_left,0.30097087378640774,0.30097087378640774,0,0.0019775895853333999,9,40,turn_left
49,0,0,turn_right,0.47572815533980584,0.47572815533980584,0,0.0019775895853333999,23,40,turn_left
50,0,0,constant_velocity,0.23809523809523808,0.23809523809523808,0,0.001951127762170452,6,40,constant_velocity
50,0,0,turn_left,0.29523809523809524,0.29523809523809524,0,0.001951127762170452,12,40,constant_velocity
50,0,0,turn_right,0.46666666666666667,0.46666666666666667,0,0.001951127762170452,22,40,constant_velocity
51,0,0,constant_velocity,0.25233644859813081,0.25233644859813081,0,0.0019251675505047607,10,40,constant_velocity
51,0,0,turn_left,0.28971962616822428,0.28971962616822428,0,0.0019251675505047607,14,40,constant_velocity
51,0,0,turn_right,0.45794392523364486,0.45794392523364486,0,0.0019251675505047607,16,40,constant_velocity
52,0,0,constant_velocity,0.24770642201834864,0.24770642201834864,0,0.0019080588313677414,10,40,turn_right
52,0,0,turn_left,0.28440366972477066,0.28440366972477066,0,0.0019080588313677414,10,40,turn_right
52,0,0,turn_right,0.46788990825688076,0.46788990825688076,0,0.0019080588313677414,20,40,turn_right
53,0,0,constant_velocity,0.26126126126126126,0.26126126126126126,0,0.0018833970448032858,8,40,constant_velocity
53,0,0,turn_left,0.27927927927927926,0.27927927927927926,0,0.0018833970448032858,10,40,constant_velocity
53,0,0,turn_right,0.45945945945945948,0.45945945945945948,0,0.0018833970448032858,22,40,constant_velocity
54,0,0,constant_velocity,0.25663716814159293,0.25663716814159293,0,0.0018669189915158835,12,40,turn_right
54,0,0,turn_left,0.27433628318584069,0.27433628318584069,0,0.0018669189915158835,10,40,turn_right
54,0,0,turn_right,0.46902654867256638,0.46902654867256638,0,0.0018669189915158835,18,40,turn_right
55,0,0,constant_velocity,0.25217391304347825,0.25217391304347825,0,0.0018503344302283268,16,40,turn_right
55,0,0,turn_left,0.26956521739130435,0.26956521739130435,0,0.0018503344302283268,8,40,turn_right
55,0,0,turn_right,0.47826086956521741,0.47826086956521741,0,0.0018503344302283268,16,40,turn_right
56,0,0,constant_velocity,0.26495726495726496,0.26495726495726496,0,0.0018276124202723243,13,40,constant_velocity
56,0,0,turn_left,0.26495726495726496,0.26495726495726496,0,0.0018276124202723243,8,40,constant_velocity
56,0,0,turn_right,0.47008547008547008,0.47008547008547008,0,0.0018276124202723243,19,40,constant_velocity
57,0,0,constant_velocity,0.27731092436974791,0.27731092436974791,0,0.0018053030703846643,13,40,constant_velocity
57,0,0,turn_left,0.26050420168067229,0.26050420168067229,0,0.0018053030703846643,8,40,constant_velocity
57,0,0,turn_right,0.46218487394957986,0.46218487394957986,0,0.0018053030703846643,19,40,constant_velocity
58,0,0,constant_velocity,0.27272727272727271,0.27272727272727271,0,0.0017939980058035729,9,40,turn_left
58,0,0,turn_left,0.27272727272727271,0.27272727272727271,0,0.0017939980058035729,14,40,turn_left
58,0,0,turn_right,0.45454545454545453,0.45454545454545453,0,0.0017939980058035729,17,40,turn_left
59,0,0,constant_velocity,0.26829268292682928,0.26829268292682928,0,0.0017820842251104973,12,40,turn_left
59,0,0,turn_left,0.28455284552845528,0.28455284552845528,0,0.0017820842251104973,9,40,turn_left
59,0,0,turn_right,0.44715447154471544,0.44715447154471544,0,0.0017820842251104973,19,40,turn_left
