step,attempt,success,dro_enabled,solve_ms,scenario_count,qp_calls
0,0,1,0,167.314279,40,10
1,0,1,0,147.25586900000002,40,10
2,0,1,0,139.93343899999999,40,10
3,0,1,0,266.39746300000002,40,17
4,0,1,0,304.85180499999996,40,24
5,0,1,0,147.301458,40,10
6,0,1,0,350.61774499999996,40,118
7,0,1,0,144.67398299999999,40,10
8,0,1,0,351.36680899999999,40,118
9,0,1,0,136.156464,40,10
10,0,1,0,136.545525,40,10
11,0,1,0,368.690246,40,28
12,0,1,0,134.35375999999999,40,10
13,0,1,0,149.985276,40,10
14,0,1,0,128.76858999999999,40,10
15,0,1,0,186.134198,40,10
16,0,1,0,145.79708099999999,40,10
17,0,1,0,293.09843899999998,40,19
18,0,1,0,146.98525100000001,40,10
19,0,1,0,271.58849699999996,40,19
20,0,1,0,157.35236899999998,40,6
21,0,1,0,139.42145099999999,40,10
22,0,1,0,140.23379299999999,40,10
23,0,1,0,283.64811299999997,40,19
24,0,1,0,146.642664,40,10
25,0,1,0,139.99336300000002,40,10
26,0,1,0,154.55499800000001,40,10
27,0,1,0,282.05082299999998,40,19
28,0,1,0,279.748357,40,19
29,0,1,0,154.45267200000001,40,10
30,0,1,0,140.66456599999998,40,10
31,0,1,0,279.75413800000001,40,19
32,0,1,0,137.506462,40,10
33,0,1,0,133.04090499999998,40,10
34,0,1,0,258.47002200000003,40,17
35,0,1,0,131.22346400000001,40,10
36,0,1,0,134.36370400000001,40,10
37,0,1,0,234.816351,40,17
38,0,1,0,132.136617,40,10
39,0,1,0,279.06716499999999,40,19
40,0,1,0,134.36872199999999,40,10
41,0,1,0,120.39804099999999,40,10
42,0,1,0,127.85270100000001,40,10
43,0,1,0,134.77468300000001,40,10
44,0,1,0,122.271952,40,10
45,0,1,0,120.17939699999999,40,10
46,0,1,0,239.634445,40,15
47,0,1,0,119.72471499999999,40,10
48,0,1,0,120.46557800000001,40,10
49,0,1,0,118.11376899999999,40,10
50,0,1,0,119.655181,40,10
51,0,1,0,118.795765,40,10
52,0,1,0,142.31490299999999,40,10
53,0,1,0,111.75339,40,10
54,0,1,0,116.63650100000001,40,10
55,0,1,0,128.81203199999999,40,10
56,0,1,0,116.20579600000001,40,10
57,0,1,0,121.03106199999999,40,10
58,0,1,0,113.08775,40,10
59,0,1,0,114.19236600000001,40,10
60,0,1,0,116.464422,40,10
61,0,1,0,111.39332899999999,40,10
62,0,1,0,112.42398800000001,40,10
63,0,1,0,113.350253,40,10
64,0,1,0,115.070065,40,10
65,0,1,0,112.38866400000001,40,10
66,0,1,0,111.75599699999999,40,10
67,0,1,0,115.66066599999999,40,10
68,0,1,0,109.80978900000001,40,10
69,0,1,0,105.52601900000001,40,10
70,0,1,0,106.65599400000001,40,10
71,0,1,0,113.237021,40,10
72,0,1,0,101.637635,40,10
73,0,1,0,105.345839,40,10
74,0,1,0,103.041539,40,10
75,0,1,0,112.24531999999999,40,10
76,0,1,0,109.47406799999999,40,10
77,0,1,0,100.548197,40,10
78,0,1,0,99.27605100000001,40,10
79,0,1,0,105.660285,40,10
80,0,1,0,107.230334,40,10
81,0,1,0,106.98197500000001,40,10
82,0,1,0,109.25275499999999,40,10
83,0,1,0,111.54258999999999,40,10
84,0,1,0,100.08742700000001,40,10
85,0,1,0,114.033835,40,10
86,0,1,0,119.708771,40,10
87,0,1,0,108.033244,40,10
88,0,1,0,100.513514,40,10
89,0,1,0,101.34128000000001,40,10
90,0,1,0,107.274737,40,10
91,0,1,0,101.39130899999999,40,10
92,0,1,0,97.788105999999999,40,10
93,0,1,0,104.245266,40,10
94,0,1,0,98.123798999999991,40,10
95,0,1,0,98.146780000000007,40,10
96,0,1,0,99.588971000000001,40,10
97,0,1,0,93.445645999999996,40,10
98,0,1,0,95.750576000000009,40,10
99,0,1,0,103.153704,40,10
100,0,1,0,95.234980999999991,40,10
101,0,1,0,99.412132999999997,40,10
102,0,1,0,90.903171,40,10
103,0,1,0,88.339178000000004,40,10
104,0,1,0,88.914940999999999,40,10
105,0,1,0,92.587356,40,10
106,0,1,0,89.496435000000005,40,10
107,0,1,0,91.486378999999999,40,10
108,0,1,0,87.877106999999995,40,10
109,0,1,0,88.99266999999999,40,10
110,0,1,0,88.001919999999998,40,10
111,0,1,0,88.249280999999996,40,10
112,0,1,0,86.366219999999998,40,10
113,0,1,0,85.274779999999993,40,10
114,0,1,0,88.634482000000006,40,10
115,0,1,0,91.164595000000006,40,10
116,0,1,0,92.293132,40,10
117,0,1,0,87.432433000000003,40,10
118,0,1,0,90.033964999999995,40,10
119,0,1,0,88.78715600000001,40,10
120,0,1,0,87.459211999999994,40,10
121,0,1,0,82.953462000000002,40,10
122,0,1,0,83.522650999999996,40,10
123,0,1,0,88.413450000000012,40,10
124,0,1,0,85.846402999999995,40,10
125,0,1,0,85.533239999999992,40,10
126,0,1,0,82.720441000000008,40,10
127,0,1,0,80.879316000000003,40,10
128,0,1,0,82.630380000000002,40,10
129,0,1,0,83.47355300000001,40,10
130,0,1,0,78.866242,40,10
131,0,1,0,80.373577999999995,40,10
132,0,1,0,80.628715999999997,40,10
133,0,1,0,81.354179999999999,40,10
134,0,1,0,76.592902000000009,40,10
135,0,1,0,79.680492999999998,40,10
136,0,1,0,78.717775000000003,40,10
137,0,1,0,79.354396999999992,40,10
138,0,1,0,84.313797999999991,40,10
139,0,1,0,84.429194999999993,40,10
140,0,1,0,77.992273999999995,40,10
141,0,1,0,76.065104999999988,40,10
142,0,1,0,78.215232999999998,40,10
143,0,1,0,75.913361999999992,40,10
