step,time_s,obstacle_id,distance_m,combined_radius_m,margin_m
0,0.0,0,3.000949542872045,0.95,2.0509495428720452
1,0.1,0,2.8512116527071654,0.95,1.9012116527071654
2,0.2,0,2.672724444434596,0.95,1.722724444434596
3,0.30000000000000004,0,2.4780035850494677,0.95,1.5280035850494678
4,0.4,0,2.2849898879037553,0.95,1.3349898879037554
5,0.5,0,2.0967436348108373,0.95,1.1467436348108373
6,0.6000000000000001,0,1.9068131759038625,0.95,0.9568131759038625
7,0.7000000000000001,0,1.7147462068704211,0.95,0.7647462068704212
8,0.8,0,1.5219989362666546,0.95,0.5719989362666547
9,0.9,0,1.3298475205864324,0.95,0.37984752058643245
10,1.0,0,1.1575199336940099,0.95,0.2075199336940099
11,1.1,0,1.02457549988389,0.95,0.07457549988389012
12,1.2000000000000002,0,0.9556380174071588,0.95,0.005638017407158857
13,1.3,0,0.9561852424300907,0.95,0.006185242430090776
14,1.4000000000000001,0,0.9578957672345257,0.95,0.007895767234525786
15,1.5,0,0.9554827379270491,0.95,0.0054827379270491194
16,1.6,0,0.9568598182243385,0.95,0.006859818224338565
17,1.7000000000000002,0,0.9555266692321679,0.95,0.005526669232167936
18,1.8,0,0.954056035908985,0.95,0.004056035908985067
19,1.9000000000000001,0,0.9547043170353736,0.95,0.004704317035373662
20,2.0,0,1.0846289395387727,0.95,0.13462893953877275
21,2.1,0,1.2990789835922762,0.95,0.3490789835922763
22,2.2,0,1.2084525222811833,0.95,0.2584525222811833
23,2.3000000000000003,0,1.1069340235906995,0.95,0.15693402359069952
24,2.4000000000000004,0,1.042018755457547,0.95,0.09201875545754712
25,2.5,0,1.0097639651398425,0.95,0.0597639651398425
26,2.6,0,0.9967321256595058,0.95,0.0467321256595058
27,2.7,0,1.001297152461469,0.95,0.05129715246146915
28,2.8000000000000003,0,1.024239228911602,0.95,0.07423922891160206
29,2.9000000000000004,0,1.065632605054017,0.95,0.11563260505401707
30,3.0,0,1.1251640269367664,0.95,0.17516402693676647
31,3.1,0,1.2008727996487858,0.95,0.25087279964878584
32,3.2,0,1.2901571235159248,0.95,0.34015712351592486
33,3.3000000000000003,0,1.3900033096762192,0.95,0.44000330967621926
34,3.4000000000000004,0,1.49778899375312,0.95,0.54778899375312
35,3.5,0,1.6143058897715274,0.95,0.6643058897715275
36,3.6,0,1.453243202409618,0.95,0.5032432024096181
37,3.7,0,1.2829103774370878,0.95,0.33291037743708785
38,3.8000000000000003,0,1.1238131825354005,0.95,0.17381318253540057
39,3.9000000000000004,0,1.0489058714859214,0.95,0.09890587148592145
40,4.0,0,1.012581805792346,0.95,0.06258180579234596
41,4.1000000000000005,0,1.0166544498682548,0.95,0.06665444986825486
42,4.2,0,1.0722049626764634,0.95,0.12220496267646341
43,4.3,0,1.1631926288359626,0.95,0.21319262883596268
44,4.4,0,1.299076678542555,0.95,0.349076678542555
45,4.5,0,1.4500224686729344,0.95,0.5000224686729344
46,4.6000000000000005,0,1.6166769617630072,0.95,0.6666769617630073
47,4.7,0,1.7926233327984211,0.95,0.8426233327984212
48,4.800000000000001,0,1.9746392757602662,0.95,1.0246392757602663
49,4.9,0,2.160806815453471,0.95,1.210806815453471
50,5.0,0,2.350079915241251,0.95,1.4000799152412509
51,5.1000000000000005,0,2.5413858604564568,0.95,1.5913858604564568
52,5.2,0,2.7341312622632086,0.95,1.7841312622632086
53,5.300000000000001,0,2.9277966378505247,0.95,1.9777966378505247
54,5.4,0,3.1221263697200343,0.95,2.1721263697200346
55,5.5,0,3.317015969157103,0.95,2.3670159691571033
56,5.6000000000000005,0,3.5123210153208375,0.95,2.562321015320838
57,5.7,0,3.708017088499722,0.95,2.758017088499722
58,5.800000000000001,0,3.9040355079794735,0.95,2.954035507979474
59,5.9,0,4.100138615678893,0.95,3.150138615678893
60,6.0,0,4.296305326091985,0.95,3.3463053260919846
