step,time_s,actor,obstacle_id,mode,x,y,theta,v,vx,vy,path_progress,minimum_clearance,ambiguity_radius,solve_time_ms,collision
0,0,ego,-1,,-1.8,-12.5,1.5707963267948966,1.5,,,0,2.0677213142644142,0,0,0
0,0,obstacle,0,constant_velocity,-1.4734392390905198,-7.5000000000000062,,,1.753362173198193e-17,0.28634577323338484,0,2.0677213142644142,0,0,0
1,0.10000000000000001,ego,-1,,-1.7999999994981799,-12.335003811001727,1.5707963208909546,1.7999237799654573,,,0.16499618899827337,1.9321982481458468,0.012750532197405169,42.381107999999998,0
1,0.10000000000000001,obstacle,0,constant_velocity,-1.4734392390905198,-7.4713654226766675,,,1.753362173198193e-17,0.28634577323338484,0.16499618899827337,1.9321982481458468,0.012750532197405169,42.381107999999998,0
2,0.20000000000000001,ego,-1,,-1.7999999989861779,-12.14124588873732,1.5707963272629715,2.075234665322697,,,0.3587541112626802,1.7682931300437554,0.015292368872535531,40.337210999999996,0
2,0.20000000000000001,obstacle,0,turn_right,-1.4725803306206191,-7.4427437299467369,,,0.0085890846990057893,0.28621692729930975,0.3587541112626802,1.7682931300437554,0.015292368872535531,40.337210999999996,0
3,0.30000000000000004,ego,-1,,-1.800000126350032,-11.931229850633766,1.5707975344474616,2.1250860967493868,,,0.56877014936623382,1.5884975599684019,0.015258945871189757,40.118902999999996,0
3,0.30000000000000004,obstacle,0,turn_right,-1.4708632866404661,-7.414160679401764,,,0.01717043980152828,0.28583050544972832,0.56877014936623382,1.5884975599684019,0.015258945871189757,40.118902999999996,0
4,0.40000000000000002,ego,-1,,-1.8000018453143805,-11.718878712052387,1.5708113123774059,2.1219366750509323,,,0.78112128794761304,1.4065636815337015,0.012990149238117837,39.312092,0
4,0.40000000000000002,obstacle,0,turn_left,-1.4700043781705654,-7.3855389866718326,,,0.0085890846990057911,0.28621692729930981,0.78112128794761304,1.4065636815337015,0.012990149238117837,39.312092,0
5,0.5,ego,-1,,-1.8003940759284005,-11.508862560651384,1.5745294265465593,2.0783960977143909,,,0.99113743934861631,1.2285481104464189,0.012804105787606549,38.065217999999994,0
5,0.5,obstacle,0,turn_right,-1.4682873341904124,-7.3569559361268597,,,0.017170439801528284,0.28583050544972838,0.99113743934861631,1.2285481104464189,0.012804105787606549,38.065217999999994,0
6,0.60000000000000009,ego,-1,,-1.8020402444863244,-11.30032499857573,1.5828412736676634,2.0924970945324883,,,1.1996750014242696,1.0544915188381434,0.011420183353607921,39.871690999999998,0
6,0.60000000000000009,obstacle,0,turn_left,-1.4674284257205117,-7.3283342433969283,,,0.0085890846990057928,0.28621692729930986,1.1996750014242696,1.0544915188381434,0.011420183353607921,39.871690999999998,0
