step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,42.381107999999998,1,0,0,8.9954273788768067,40,0,-1,-1,-1,-1,1,-1,-1,0,0
1,40.337210999999996,1,0,0,7.5796083596187245,40,1,-1,-1,-1,-1,1,-1,-1,0,0
2,40.118902999999996,1,0,0,0.24851652167472715,40,1,-1,-1,-1,-1,1,-1,-1,0,0
3,39.312092,1,0,0,0.00099190468660502137,40,1,-1,-1,-1,-1,1,-1,-1,0,0
4,38.065217999999994,1,0,0,0.19096062477741912,40,1,-1,-1,-1,-1,1,-1,-1,0,0
5,39.871690999999998,1,0,0,0.026792491382859739,40,1,-1,-1,-1,-1,1,-1,-1,0,0
6,39.641048999999995,1,0,0,0.00044517190192440865,40,1,-1,-1,-1,-1,1,-1,-1,0,0
7,44.378637999999995,1,0,0,0.0018511457661224641,40,1,-1,-1,-1,-1,1,-1,-1,0,0
8,47.320907000000005,1,0,0,0.0012090242811888111,40,1,-1,-1,-1,-1,1,-1,-1,0,0
9,40.562412999999999,1,0,0,0.0081425653522663646,40,1,-1,-1,-1,-1,1,-1,-1,0,0
10,45.868007000000006,1,0,0,0.019761527600959661,40,1,-1,-1,-1,-1,1,-1,-1,0,0
11,44.892649999999996,1,0,0,0.42566367605019584,40,1,-1,-1,-1,-1,1,-1,-1,0,0
12,41.868980000000001,1,0,0,0.48999598479277245,40,1,-1,-1,-1,-1,1,-1,-1,0,0
13,41.465944,1,0,0,0.33530059428554687,40,1,-1,-1,-1,-1,1,-1,-1,0,0
14,49.850211999999999,1,0,0,0.098875499387295049,40,1,-1,-1,-1,-1,1,-1,-1,0,0
15,41.657734000000005,1,0,0,0.008580358953884747,40,1,-1,-1,-1,-1,1,-1,-1,0,0
16,40.860000999999997,1,0,0,1.0401316771598896,40,1,-1,-1,-1,-1,1,-1,-1,0,0
17,39.284489999999998,1,0,0,1.6516734787401604,40,1,-1,-1,-1,-1,1,-1,-1,0,0
18,40.072696000000001,1,0,0,0.16216231049957458,40,1,-1,-1,-1,-1,1,-1,-1,0,0
19,42.960442999999998,1,0,0,0.6934070441569089,40,1,-1,-1,-1,-1,1,-1,-1,0,0
20,38.794463,1,0,0,0.47084455878046461,40,1,-1,-1,-1,-1,1,-1,-1,0,0
21,42.691749999999999,1,0,0,0.14321097988752718,40,1,-1,-1,-1,-1,1,-1,-1,0,0
22,44.265425999999998,1,0,0,0.82146425288924729,40,1,-1,-1,-1,-1,1,-1,-1,0,0
23,50.235073,1,0,0,0.64809667380597225,40,1,-1,-1,-1,-1,1,-1,-1,0,0
24,46.009471000000005,1,0,0,0.24305310432863253,40,1,-1,-1,-1,-1,1,-1,-1,0,0
25,44.525482999999994,1,0,0,0.30105123118794475,40,1,-1,-1,-1,-1,1,-1,-1,0,0
26,38.328200000000002,1,0,0,1.1314323362537959,40,1,-1,-1,-1,-1,1,-1,-1,0,0
27,46.407597000000003,1,0,0,0.65384754985235549,40,1,-1,-1,-1,-1,1,-1,-1,0,0
28,52.785207999999997,1,0,0,0.71311527292043531,40,1,-1,-1,-1,-1,1,-1,-1,0,0
29,39.523699000000001,1,0,0,0.70947422422236628,40,1,-1,-1,-1,-1,1,-1,-1,0,0
30,40.838079999999998,1,0,0,0.66484097606803338,40,1,-1,-1,-1,-1,1,-1,-1,0,0
31,37.460486000000003,1,0,0,0.63997232558570394,40,1,-1,-1,-1,-1,1,-1,-1,0,0
32,39.103973000000003,1,0,0,0.63903211878964061,40,1,-1,-1,-1,-1,1,-1,-1,0,0
33,38.523325,1,0,0,0.023036545983652047,40,1,-1,-1,-1,-1,1,-1,-1,0,0
34,37.976592000000004,1,0,0,0.59300427904971698,40,1,-1,-1,-1,-1,1,-1,-1,0,0
35,38.527434,1,0,0,0.28046560356325528,40,1,-1,-1,-1,-1,1,-1,-1,0,0
36,36.408966999999997,1,0,0,0.30890617763768952,40,1,-1,-1,-1,-1,1,-1,-1,0,0
37,35.080109,1,0,0,0.0018303156699287294,40,1,-1,-1,-1,-1,1,-1,-1,0,0
38,36.197190999999997,1,0,0,0.15116916875073771,40,1,-1,-1,-1,-1,1,-1,-1,0,0
39,36.731620999999997,1,0,0,0.015198919213689046,40,1,-1,-1,-1,-1,1,-1,-1,0,0
40,36.333787000000001,1,0,0,0.0029809168103655153,40,1,-1,-1,-1,-1,1,-1,-1,0,0
41,35.474377000000004,1,0,0,0.046030531245426207,40,1,-1,-1,-1,-1,1,-1,-1,0,0
42,36.412934999999997,1,0,0,0.069204249977950924,40,1,-1,-1,-1,-1,1,-1,-1,0,0
43,32.511960000000002,1,0,0,0.037589978244140877,40,1,-1,-1,-1,-1,1,-1,-1,0,0
44,35.991605,1,0,0,0.035691342013722399,40,1,-1,-1,-1,-1,1,-1,-1,0,0
45,34.07667,1,0,0,0.003278321170710584,40,1,-1,-1,-1,-1,1,-1,-1,0,0
46,34.351846000000002,1,0,0,0.017730648653300894,40,1,-1,-1,-1,-1,1,-1,-1,0,0
47,34.115001999999997,1,0,0,0.0060989578823830307,40,1,-1,-1,-1,-1,1,-1,-1,0,0
48,33.109008000000003,1,0,0,0.0053657427173743446,40,1,-1,-1,-1,-1,1,-1,-1,0,0
49,32.191840999999997,1,0,0,0.0040446664338968262,40,1,-1,-1,-1,-1,1,-1,-1,0,0
50,33.842662000000004,1,0,0,0.0028332077064189267,40,1,-1,-1,-1,-1,1,-1,-1,0,0
51,33.046340999999998,1,0,0,0.0020672748879169466,40,1,-1,-1,-1,-1,1,-1,-1,0,0
52,33.458353000000002,1,0,0,0.0015077664907412794,40,1,-1,-1,-1,-1,1,-1,-1,0,0
53,33.063794000000001,1,0,0,0.0010922656210602677,40,1,-1,-1,-1,-1,1,-1,-1,0,0
54,31.256600000000002,1,0,0,0.0007926470988303578,40,1,-1,-1,-1,-1,1,-1,-1,0,0
55,31.518380999999998,1,0,0,0.00057550104842972319,40,1,-1,-1,-1,-1,1,-1,-1,0,0
56,32.85859,1,0,0,0.00041769485505843121,40,1,-1,-1,-1,-1,1,-1,-1,0,0
57,30.913999,1,0,0,0.00030310378830674365,40,1,-1,-1,-1,-1,1,-1,-1,0,0
58,30.015406000000002,1,0,0,0.00021997583262936028,40,1,-1,-1,-1,-1,1,-1,-1,0,0
59,30.277647000000002,1,0,0,0.00015964172128776733,40,1,-1,-1,-1,-1,1,-1,-1,0,0
