step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,190.82267200000001,1,1,0,5.9998443508279724,20,0,-1,-1,-1,-1,1,-1,-1,0,0
1,160.454137,1,1,0,0.13980466373963224,20,1,0,-1,-1,-1,1,-1,-1,0,0
2,161.09726799999999,1,1,0,0.30018585593073155,20,1,0,-1,-1,-1,1,-1,-1,0,0
3,138.19728800000001,1,1,0,0.16130236934957681,20,1,0,-1,-1,-1,1,-1,-1,0,0
4,238.40991099999999,1,1,0,0.16161218121407753,20,1,1,-1,1,1,1,-1,-1,0,0
5,140.72115099999999,1,1,0,0.18661183209417848,20,1,0,-1,-1,-1,1,-1,-1,0,0
6,280.21109100000001,1,1,0,0.42360532002897555,20,1,1,-1,1,1,1,-1,-1,0,0
7,134.618574,1,1,0,0.20329192517127148,20,1,0,-1,-1,-1,1,-1,-1,0,0
8,243.71328600000001,1,1,0,10.90551134020343,20,1,1,-1,1,1,1,-1,-1,0,0
9,129.50230300000001,1,1,0,0.64005200699820386,20,1,0,-1,-1,-1,1,-1,-1,0,0
10,131.89266000000001,1,1,0,0.65370833947798723,20,1,0,-1,-1,-1,1,-1,-1,0,0
11,241.862325,1,1,0,3.3044459281207645,20,1,1,-1,1,1,1,-1,-1,0,0
12,126.81305200000001,1,1,0,0.83980701659861789,20,1,0,-1,-1,-1,1,-1,-1,0,0
13,127.29601600000001,1,1,0,1.8160815291739749,20,1,0,-1,-1,-1,1,-1,-1,0,0
14,249.09339399999999,1,1,0,0.68090157128950657,20,1,1,-1,0,1,1,-1,-1,0,0
15,123.48831,1,1,0,0.34146467803307157,20,1,0,-1,-1,-1,1,-1,-1,0,0
16,125.267248,1,1,0,0.50335755467666687,20,1,0,-1,-1,-1,1,-1,-1,0,0
17,196.03541799999999,1,1,0,0.50917568225147603,20,1,1,-1,0,1,1,-1,-1,0,0
18,141.60356199999998,1,1,0,0.095800870048945219,20,1,0,-1,-1,-1,1,-1,-1,0,0
19,207.91225399999999,1,1,0,0.11725326455786994,20,1,1,-1,0,1,1,-1,-1,0,0
20,124.66304700000001,1,1,0,0.1547943923607786,20,1,0,-1,-1,-1,1,-1,-1,0,0
21,229.44658699999999,1,1,0,0.0027597501166896333,20,1,1,-1,0,1,1,-1,-1,0,0
22,129.62032300000001,1,1,0,0.01212377183848071,20,1,0,-1,-1,-1,1,-1,-1,0,0
23,229.32005599999999,1,1,0,0.04814743810565128,20,1,1,-1,0,1,1,-1,-1,0,0
24,128.353531,1,1,0,0.25562716437441962,20,1,0,-1,-1,-1,1,-1,-1,0,0
25,246.587414,1,1,0,0.18746802886979858,20,1,1,-1,0,1,1,-1,-1,0,0
26,125.862067,1,1,0,2.0309863603923888,20,1,0,-1,-1,-1,1,-1,-1,0,0
27,126.254794,1,1,0,1.794698019511499,20,1,0,-1,-1,-1,1,-1,-1,0,0
28,231.80306899999999,1,1,0,25.202771521570703,20,1,1,-1,1,1,1,-1,-1,0,0
