step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,141.74144200000001,1,1,0,3.7408844798179888,20,0,-1,-1,-1,-1,1,-1,-1,0,0
1,123.74600400000001,1,1,0,0.076625799049516621,20,1,0,-1,-1,-1,1,-1,-1,0,0
2,260.92185799999999,1,1,0,0.082392552392997212,20,1,1,-1,1,1,1,-1,-1,0,0
3,126.274141,1,1,0,0.094387579927876858,20,1,0,-1,-1,-1,1,-1,-1,0,0
4,211.302199,1,1,0,0.21598381225527966,20,1,1,-1,1,1,1,-1,-1,0,0
5,130.13798,1,1,0,0.017285775618906377,20,1,0,-1,-1,-1,1,-1,-1,0,0
6,260.24339299999997,1,1,0,0.092237366661993572,20,1,1,-1,1,1,1,-1,-1,0,0
7,121.531679,1,1,0,0.085639288009712294,20,1,0,-1,-1,-1,1,-1,-1,0,0
8,130.542755,1,1,0,0.10296746769945922,20,1,0,-1,-1,-1,1,-1,-1,0,0
9,284.22913500000004,1,1,0,0.60479260664318324,20,1,1,-1,1,1,1,-1,-1,0,0
10,116.824821,1,1,0,0.10434344146649814,20,1,0,-1,-1,-1,1,-1,-1,0,0
11,111.467116,1,1,0,0.13052073128687888,20,1,0,-1,-1,-1,1,-1,-1,0,0
12,327.985117,1,1,0,10.669159826188775,20,1,1,-1,1,1,1,-1,-1,0,0
13,125.79500599999999,1,1,0,0.78860043682105807,20,1,0,-1,-1,-1,1,-1,-1,0,0
14,128.72637900000001,1,1,0,0.75838503859703232,20,1,0,-1,-1,-1,1,-1,-1,0,0
15,213.698204,1,1,0,0.73097147389186112,20,1,1,-1,0,1,1,-1,-1,0,0
16,125.451493,1,1,0,0.70327550795800686,20,1,0,-1,-1,-1,1,-1,-1,0,0
17,219.73092800000001,1,1,0,0.3556211936961759,20,1,1,-1,0,1,1,-1,-1,0,0
18,129.76208099999999,1,1,0,0.12902368713024331,20,1,0,-1,-1,-1,1,-1,-1,0,0
19,125.14600100000001,1,1,0,0.043135593133399756,20,1,0,-1,-1,-1,1,-1,-1,0,0
20,224.91858300000001,1,1,0,0.94702393231420667,20,1,1,-1,0,1,1,-1,-1,0,0
21,123.91416700000001,1,1,0,0.039390323501287045,20,1,0,-1,-1,-1,1,-1,-1,0,0
22,119.526639,1,1,0,0.20729326902161746,20,1,0,-1,-1,-1,1,-1,-1,0,0
23,122.526014,1,1,0,0.50335280764056833,20,1,0,-1,-1,-1,1,-1,-1,0,0
24,199.12327199999999,1,1,0,0.12148121415903773,20,1,1,-1,0,1,1,-1,-1,0,0
25,126.96268599999999,1,1,0,0.06846400238244052,20,1,0,-1,-1,-1,1,-1,-1,0,0
26,124.871971,1,1,0,0.3904850569746286,20,1,0,-1,-1,-1,1,-1,-1,0,0
27,128.03977899999998,1,1,0,0.75267796779233676,20,1,0,-1,-1,-1,1,-1,-1,0,0
28,229.31540100000001,1,1,0,0.57166015001230286,20,1,1,-1,0,1,1,-1,-1,0,0
29,115.67254800000001,1,1,0,0.53275692166898592,20,1,0,-1,-1,-1,1,-1,-1,0,0
30,126.92537900000001,1,1,0,0.67789627366366134,20,1,1,-1,0,1,1,-1,-1,0,0
31,132.763882,1,1,0,0.68387407103380482,20,1,0,-1,-1,-1,1,-1,-1,0,0
32,120.21201500000001,1,1,0,0.56541153089483664,20,1,0,-1,-1,-1,1,-1,-1,0,0
33,112.92799000000001,1,1,0,0.7052767022704286,20,1,0,-1,-1,-1,1,-1,-1,0,0
34,126.56491200000001,1,1,0,0.17898394749872626,20,1,0,-1,-1,-1,1,-1,-1,0,0
