step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,163.10917899999998,1,1,0,6.2254624617432981,40,0,-1,-1,-1,-1,1,-1,-1,0,0
1,144.77584199999998,1,1,0,0.030003168394949049,40,1,0,-1,-1,-1,1,-1,-1,0,0
2,138.744711,1,1,0,0.26394344556100213,40,1,0,-1,-1,-1,1,-1,-1,0,0
3,273.85135600000001,1,1,0,0.14408857164110431,40,1,1,-1,1,1,1,-1,-1,0,0
4,302.25033000000002,1,1,0,0.34004316131104878,40,1,1,-1,1,1,1,-1,-1,0,0
5,149.10663699999998,1,1,0,0.06699854614487373,40,1,0,-1,-1,-1,1,-1,-1,0,0
6,347.684438,1,1,0,0.026478790555555045,40,1,1,-1,1,1,1,-1,-1,0,0
7,144.50940200000002,1,1,0,0.43723336097186805,40,1,0,-1,-1,-1,1,-1,-1,0,0
8,321.55212599999999,1,1,0,1.4439289541821485,40,1,1,-1,1,1,1,-1,-1,0,0
9,135.57397700000001,1,1,0,0.22194518393193824,40,1,0,-1,-1,-1,1,-1,-1,0,0
10,135.386762,1,1,0,0.25494558548518798,40,1,0,-1,-1,-1,1,-1,-1,0,0
11,374.94595800000002,1,1,0,25.637565884730368,40,1,1,-1,0,1,1,-1,-1,0,0
12,138.26565199999999,1,1,0,1.0483154678301252,40,1,0,-1,-1,-1,1,-1,-1,0,0
13,139.14457999999999,1,1,0,2.7213071244335794,40,1,0,-1,-1,-1,1,-1,-1,0,0
14,132.74817200000001,1,1,0,1.6578722000831139,40,1,0,-1,-1,-1,1,-1,-1,0,0
15,184.41296700000001,1,1,0,1.3727248604110458,40,1,1,-1,0,1,1,-1,-1,0,0
16,143.00089599999998,1,1,0,0.32349225809830523,40,1,0,-1,-1,-1,1,-1,-1,0,0
17,270.22283699999997,1,1,0,0.216334723703896,40,1,1,-1,0,1,1,-1,-1,0,0
18,147.95532599999999,1,1,0,0.25826213459060865,40,1,0,-1,-1,-1,1,-1,-1,0,0
19,277.42374199999995,1,1,0,0.085993482139761657,40,1,1,-1,0,1,1,-1,-1,0,0
20,252.174421,1,1,0,0.0072607227254812244,40,1,1,-1,0,1,1,-1,-1,0,0
21,135.74330600000002,1,1,0,0.0024390399865246511,40,1,0,-1,-1,-1,1,-1,-1,0,0
22,143.12915100000001,1,1,0,0.2058785049371486,40,1,0,-1,-1,-1,1,-1,-1,0,0
23,286.14738299999999,1,1,0,0.098967229635717205,40,1,1,-1,0,1,1,-1,-1,0,0
