case,pair,profile,controller,seed,scenario_budget,step,attempt,obstacle_id,radius_observation_count,rho,mode,vertex_distance,rho_over_vertex_distance,zero_vertex_distance,vertex_reachable,nominal_probability,sampling_probability,risk_score
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,31,0,0,32,0.0023826346412965447,turn_right,0.007321891407794937,0.3254124526840121,0,0,0.19402985074626866,0.5718061289386391,0.012720885596528453
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,32,0,0,33,0.0023619422561021006,constant_velocity,0.0038544578220164015,0.612781969648454,0,0,0.3333333333333333,0.7418546464322959,0.07084097508125056
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,32,0,0,33,0.0023619422561021006,turn_left,0.004434858149877092,0.5325857504974673,0,0,0.4492753623188406,0.0407540492198781,0.056715973685735055
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,32,0,0,33,0.0023619422561021006,turn_right,0.007109662671337113,0.3322157977514692,0,0,0.21739130434782608,0.2173913043478261,0.08412342858784144
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,33,0,0,34,0.002337443462574552,constant_velocity,0.0039087459603545874,0.5980034226533636,0,0,0.323943661971831,0.7282276660191753,0.02774460145900104
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,33,0,0,34,0.002337443462574552,turn_left,0.004634864807593056,0.5043175064664758,0,0,0.43661971830985913,0.03233571426251483,0.01684531394939448
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,33,0,0,34,0.002337443462574552,turn_right,0.006909390483412119,0.33829951689461235,0,0,0.23943661971830985,0.23943661971830985,0.0380104213729113
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,34,0,0,35,0.002308582294892412,constant_velocity,0.003960059406181192,0.5829665815843529,0,0,0.3150684931506849,0.7143606723180338,0.05007550585299156
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,34,0,0,35,0.002308582294892412,turn_left,0.004507882210124809,0.5121212550113403,0,0,0.4520547945205479,0.05276261535319901,0.03975160876883008
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,34,0,0,35,0.002308582294892412,turn_right,0.007036122100271783,0.32810435378931796,0,0,0.2328767123287671,0.2328767123287671,0.05938049966885203
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,35,0,0,36,0.002279094166132512,constant_velocity,0.004008636134896983,0.5685460314773823,0,0,0.30666666666666664,0.7008585818243184,0.049377950240798246
sh_mpcc_dro_four_way_intersection_o1_c1_m3_boost_0_s40,four_way_intersection_o1_c1_m3_boost_0_s40,boost_0,sh_mpcc_dro,77,40,35,0,0,36,0.002279094166132512,turn_left,0.004387672017854758,0.5194312967920556,0,0,0.4666666666666667,0.07247475150901497,0.03998515409646328
