step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,160.547935,1,1,0,6.2254624617432981,40,0,-1,-1,-1,-1,1,-1,-1,0,0
1,149.67916400000001,1,1,0,0.022679098178009671,40,1,0,-1,-1,-1,1,-1,-1,0,0
2,136.299116,1,1,0,0.29021991507930905,40,1,0,-1,-1,-1,1,-1,-1,0,0
3,339.09062899999998,1,1,0,0.15167267661451558,40,1,1,-1,1,1,1,-1,-1,0,0
4,143.333595,1,1,0,0.046464369993071498,40,1,0,-1,-1,-1,1,-1,-1,0,0
5,132.07839199999998,1,1,0,0.033562195900149104,40,1,0,-1,-1,-1,1,-1,-1,0,0
6,306.466613,1,1,0,0.11469355177285144,40,1,1,-1,1,1,1,-1,-1,0,0
7,146.97625199999999,1,1,0,0.2072992609309478,40,1,0,-1,-1,-1,1,-1,-1,0,0
8,295.98196899999999,1,1,0,1.2968640900660613,40,1,1,-1,1,1,1,-1,-1,0,0
9,141.94191799999999,1,1,0,0.23988170577171578,40,1,0,-1,-1,-1,1,-1,-1,0,0
10,142.80740699999998,1,1,0,0.15451078388305836,40,1,0,-1,-1,-1,1,-1,-1,0,0
11,375.104536,1,1,0,0.63019064244747702,40,1,1,-1,0,1,1,-1,-1,0,0
12,280.40651300000002,1,1,0,0.43583973160092959,40,1,1,-1,0,1,1,-1,-1,0,0
13,136.189121,1,1,0,2.1296106768380274,40,1,0,-1,-1,-1,1,-1,-1,0,0
14,142.31670599999998,1,1,0,0.56041435315442389,40,1,0,-1,-1,-1,1,-1,-1,0,0
15,233.40985799999999,1,1,0,0.69979717135052233,40,1,1,-1,0,1,1,-1,-1,0,0
16,255.53893700000003,1,1,0,0.22547652629557977,40,1,1,-1,0,1,1,-1,-1,0,0
17,139.656025,1,1,0,0.10433209060225258,40,1,0,-1,-1,-1,1,-1,-1,0,0
18,247.520273,1,1,0,0.084547088845222843,40,1,1,-1,0,1,1,-1,-1,0,0
19,140.51771499999998,1,1,0,0.033544694474085028,40,1,0,-1,-1,-1,1,-1,-1,0,0
20,263.371197,1,1,0,0.069718734953167646,40,1,1,-1,0,1,1,-1,-1,0,0
21,138.21058500000001,1,1,0,0.069556660163206094,40,1,0,-1,-1,-1,1,-1,-1,0,0
22,143.55578399999999,1,1,0,0.023377357565530405,40,1,0,-1,-1,-1,1,-1,-1,0,0
23,131.47182099999998,1,1,0,0.064747665158981171,40,1,0,-1,-1,-1,1,-1,-1,0,0
24,244.59886800000001,1,1,0,0.20088488329360724,40,1,1,-1,0,1,1,-1,-1,0,0
25,143.19124199999999,1,1,0,0.37454958176310382,40,1,0,-1,-1,-1,1,-1,-1,0,0
26,142.93394900000001,1,1,0,0.63474278475964008,40,1,0,-1,-1,-1,1,-1,-1,0,0
27,142.01307599999998,1,1,0,0.98421812788239627,40,1,0,-1,-1,-1,1,-1,-1,0,0
28,149.90346500000001,1,1,0,0.17545313948419833,40,1,1,-1,0,1,1,-1,-1,0,0
29,143.73262099999999,1,1,0,1.4124576955739283,40,1,0,-1,-1,-1,1,-1,-1,0,0
30,285.33703500000001,1,1,0,1.1191591909956402,40,1,1,-1,0,1,1,-1,-1,0,0
31,138.93279000000001,1,1,0,0.67062006823150822,40,1,0,-1,-1,-1,1,-1,-1,0,0
32,281.84752099999997,1,1,0,2.10973126112399,40,1,1,-1,0,1,1,-1,-1,0,0
33,139.55018100000001,1,1,0,3.1297686035814269,40,1,0,-1,-1,-1,1,-1,-1,0,0
34,141.14377500000001,1,1,0,1.7316692904202362,40,1,0,-1,-1,-1,1,-1,-1,0,0
35,281.17597499999999,1,1,0,3.7542764620490896,40,1,1,-1,0,1,1,-1,-1,0,0
36,134.180226,1,1,0,6.8547507972585224,40,1,0,-1,-1,-1,1,-1,-1,0,0
37,134.482777,1,1,0,0.76049287807216637,40,1,0,-1,-1,-1,1,-1,-1,0,0
38,272.51337799999999,1,1,0,1.2364112131001059,40,1,1,-1,0,1,1,-1,-1,0,0
39,126.180221,1,1,0,2.6990524031395311,40,1,0,-1,-1,-1,1,-1,-1,0,0
40,125.97021099999999,1,1,0,1.9930262663431106,40,1,0,-1,-1,-1,1,-1,-1,0,0
41,229.48749700000002,1,1,0,0.79475989523295187,40,1,1,-1,0,1,1,-1,-1,0,0
42,132.616432,1,1,0,0.81430718160674931,40,1,0,-1,-1,-1,1,-1,-1,0,0
43,127.41043199999999,1,1,0,0.67889387027867321,40,1,0,-1,-1,-1,1,-1,-1,0,0
44,258.20696199999998,1,1,0,0.49151424773588748,40,1,1,-1,0,1,1,-1,-1,0,0
45,120.58298000000001,1,1,0,0.65603778810364266,40,1,0,-1,-1,-1,1,-1,-1,0,0
46,129.15017500000002,1,1,0,0.67723795384350438,40,1,0,-1,-1,-1,1,-1,-1,0,0
47,123.189939,1,1,0,0.75511987024406235,40,1,0,-1,-1,-1,1,-1,-1,0,0
48,121.7621,1,1,0,0.36786303053836344,40,1,0,-1,-1,-1,1,-1,-1,0,0
49,226.70130699999999,1,1,0,1.432597701862858,40,1,1,-1,0,1,1,-1,-1,0,0
50,119.38651,1,1,0,0.66436065743326977,40,1,0,-1,-1,-1,1,-1,-1,0,0
51,117.178006,1,1,0,0.016643518931886866,40,1,0,-1,-1,-1,1,-1,-1,0,0
52,116.742311,1,1,0,0.043074871099122468,40,1,0,-1,-1,-1,1,-1,-1,0,0
53,121.691857,1,1,0,0.032438161463834131,40,1,0,-1,-1,-1,1,-1,-1,0,0
54,114.29363400000001,1,1,0,0.035742329955333316,40,1,0,-1,-1,-1,1,-1,-1,0,0
55,122.9704,1,1,0,0.15244992950987021,40,1,0,-1,-1,-1,1,-1,-1,0,0
56,114.20008,1,1,0,0.46831553504998169,40,1,0,-1,-1,-1,1,-1,-1,0,0
57,116.58193999999999,1,1,0,0.62454250231708208,40,1,0,-1,-1,-1,1,-1,-1,0,0
58,116.2672,1,1,0,0.54219971149922619,40,1,0,-1,-1,-1,1,-1,-1,0,0
59,114.388723,1,1,0,0.090224354630831421,40,1,0,-1,-1,-1,1,-1,-1,0,0
60,116.70228,1,1,0,0.016886038754393182,40,1,0,-1,-1,-1,1,-1,-1,0,0
61,109.593604,1,1,0,0.019834456042204948,40,1,0,-1,-1,-1,1,-1,-1,0,0
62,111.654348,1,1,0,0.0080215190076232783,40,1,0,-1,-1,-1,1,-1,-1,0,0
63,111.13285400000001,1,1,0,0.0050699342388233768,40,1,0,-1,-1,-1,1,-1,-1,0,0
64,113.74054599999999,1,1,0,0.0056553176260044878,40,1,0,-1,-1,-1,1,-1,-1,0,0
65,108.548412,1,1,0,0.0022058938043506317,40,1,0,-1,-1,-1,1,-1,-1,0,0
66,112.856526,1,1,0,0.00062721805076053729,40,1,0,-1,-1,-1,1,-1,-1,0,0
67,115.31545799999999,1,1,0,0.00097839004741459242,40,1,0,-1,-1,-1,1,-1,-1,0,0
68,110.70795799999999,1,1,0,0.00047268628534028124,40,1,0,-1,-1,-1,1,-1,-1,0,0
69,105.50058399999999,1,1,0,0.0002689663371861735,40,1,0,-1,-1,-1,1,-1,-1,0,0
70,107.09067999999999,1,1,0,0.00010193449463425302,40,1,0,-1,-1,-1,1,-1,-1,0,0
71,113.29950799999999,1,1,0,0.00011705567528288505,40,1,0,-1,-1,-1,1,-1,-1,0,0
72,108.96728899999999,1,1,0,4.9641661774393959e-05,40,1,0,-1,-1,-1,1,-1,-1,0,0
73,106.050377,1,1,0,2.874757915108107e-05,40,1,0,-1,-1,-1,1,-1,-1,0,0
74,104.703748,1,1,0,1.8541815380235333e-05,40,1,0,-1,-1,-1,1,-1,-1,0,0
75,104.41395,1,1,0,1.0844370985027962e-05,40,1,0,-1,-1,-1,1,-1,-1,0,0
76,110.64647599999999,1,1,0,6.2026287929972779e-06,40,1,0,-1,-1,-1,1,-1,-1,0,0
77,103.086527,1,1,0,3.7064468731652958e-06,40,1,0,-1,-1,-1,1,-1,-1,0,0
78,101.09597100000001,1,1,0,2.1753331364064107e-06,40,1,0,-1,-1,-1,1,-1,-1,0,0
79,108.290708,1,1,0,1.2880564727401754e-06,40,1,0,-1,-1,-1,1,-1,-1,0,0
80,106.42008300000001,1,1,0,7.5632397646761694e-07,40,1,0,-1,-1,-1,1,-1,-1,0,0
81,100.43041699999999,1,1,0,4.4546667653596014e-07,40,1,0,-1,-1,-1,1,-1,-1,0,0
82,101.16252900000001,1,1,0,2.6263214211046814e-07,40,1,0,-1,-1,-1,1,-1,-1,0,0
83,104.127529,1,1,0,1.5475830477588973e-07,40,1,0,-1,-1,-1,1,-1,-1,0,0
84,103.189547,1,1,0,9.1168587277929931e-08,40,1,0,-1,-1,-1,1,-1,-1,0,0
85,105.96905299999999,1,1,0,5.3692409543677041e-08,40,1,0,-1,-1,-1,1,-1,-1,0,0
86,104.17876199999999,1,1,0,3.163557985859692e-08,40,1,0,-1,-1,-1,1,-1,-1,0,0
87,107.76209,1,1,0,1.8644935076193888e-08,40,1,0,-1,-1,-1,1,-1,-1,0,0
88,101.44772400000001,1,1,0,1.0980783254162534e-08,40,1,0,-1,-1,-1,1,-1,-1,0,0
89,104.86328899999999,1,1,0,6.4683894105533295e-09,40,1,0,-1,-1,-1,1,-1,-1,0,0
90,105.066354,1,1,0,3.8122157626539093e-09,40,1,0,-1,-1,-1,1,-1,-1,0,0
91,102.372311,1,1,0,2.2458138654141312e-09,40,1,0,-1,-1,-1,1,-1,-1,0,0
92,98.012844999999999,1,1,0,1.322760106286293e-09,40,1,0,-1,-1,-1,1,-1,-1,0,0
93,100.756134,1,1,0,7.7937663347244221e-10,40,1,0,-1,-1,-1,1,-1,-1,0,0
94,97.493456000000009,1,1,0,4.5922694144023466e-10,40,1,0,-1,-1,-1,1,-1,-1,0,0
95,102.985033,1,1,0,2.7055274989557647e-10,40,1,0,-1,-1,-1,1,-1,-1,0,0
96,94.274204999999995,1,1,0,1.5938659808241533e-10,40,1,0,-1,-1,-1,1,-1,-1,0,0
97,92.563501000000002,1,1,0,9.3849331216165248e-11,40,1,0,-1,-1,-1,1,-1,-1,0,0
98,94.02042800000001,1,1,0,5.5367780691840891e-11,40,1,0,-1,-1,-1,1,-1,-1,0,0
99,93.044321999999994,1,1,0,3.2565595668124121e-11,40,1,0,-1,-1,-1,1,-1,-1,0,0
100,92.201447999999999,1,1,0,1.920520523378813e-11,40,1,0,-1,-1,-1,1,-1,-1,0,0
101,94.578484000000003,1,1,0,1.1316958754187631e-11,40,1,0,-1,-1,-1,1,-1,-1,0,0
102,92.210975000000005,1,1,0,6.6610109540335579e-12,40,1,0,-1,-1,-1,1,-1,-1,0,0
103,91.633154999999988,1,1,0,3.9238580560895642e-12,40,1,0,-1,-1,-1,1,-1,-1,0,0
104,91.032404999999997,1,1,0,2.3183905500193536e-12,40,1,0,-1,-1,-1,1,-1,-1,0,0
105,93.966753999999995,1,1,0,1.3577764265756563e-12,40,1,0,-1,-1,-1,1,-1,-1,0,0
106,88.934778000000009,1,1,0,8.056989547870816e-13,40,1,0,-1,-1,-1,1,-1,-1,0,0
107,91.868606,1,1,0,4.7282901260453894e-13,40,1,0,-1,-1,-1,1,-1,-1,0,0
108,88.362003999999999,1,1,0,2.7710123032450819e-13,40,1,0,-1,-1,-1,1,-1,-1,0,0
109,88.838786999999996,1,1,0,1.6550677229071589e-13,40,1,0,-1,-1,-1,1,-1,-1,0,0
110,88.059665999999993,1,1,0,9.6391239212241541e-14,40,1,0,-1,-1,-1,1,-1,-1,0,0
111,88.501767999999998,1,1,0,5.669971793679083e-14,40,1,0,-1,-1,-1,1,-1,-1,0,0
112,85.924215000000004,1,1,0,3.3775301934868528e-14,40,1,0,-1,-1,-1,1,-1,-1,0,0
