pair,controller,wdro_obstacle_solves,q_gt_0_9_fraction,q_near_one_fraction,q_exactly_one_fraction,any_vertex_reachable_fraction,min_max_q,median_max_q,max_max_q,min_observation_count,max_observation_count,min_rho,max_rho
straight_o1_c1_m3_boost_0_s20,sh_mpcc_dro,3,0,0,0,1,0.42857142857142855,0.5555555555555556,0.6,1,3,0.003993800556272961,0.004792471305694354
straight_o1_c1_m3_boost_0_s20,sh_mpcc_dro_fallback,3,0,0,0,1,0.42857142857142855,0.5555555555555556,0.6,1,3,0.003993800556272961,0.004792471305694354
straight_o1_c1_m3_boost_15_s20,sh_mpcc_dro,3,0,0,0,1,0.5555555555555556,0.6,0.7142857142857143,1,3,0.003659957654902934,0.004093854020725526
straight_o1_c1_m3_boost_15_s20,sh_mpcc_dro_fallback,3,0,0,0,1,0.5555555555555556,0.6,0.7142857142857143,1,3,0.003659957654902934,0.004093854020725526
straight_o1_c1_m3_boost_30_s20,sh_mpcc_dro,3,0,0,0,1,0.5555555555555556,0.6,0.7142857142857143,1,3,0.003659957654902934,0.004093854020725526
straight_o1_c1_m3_boost_30_s20,sh_mpcc_dro_fallback,3,0,0,0,1,0.5555555555555556,0.6,0.7142857142857143,1,3,0.003659957654902934,0.004093854020725526
straight_o1_c1_m3_boost_5_s20,sh_mpcc_dro,3,0,0,0,1,0.5555555555555556,0.6,0.7142857142857143,1,3,0.003659957654902934,0.004093854020725526
straight_o1_c1_m3_boost_5_s20,sh_mpcc_dro_fallback,3,0,0,0,1,0.5555555555555556,0.6,0.7142857142857143,1,3,0.003659957654902934,0.004093854020725526
