budget,seed,scheme,draws,cut_in_count,represented,expected_inclusion
16,10106,nominal_single,16,0,0,0.15518189268716742
16,10106,nominal_split,16,0,0,0.15518189268716753
16,10106,wdro_single,16,0,0,0.38456636485253137
16,10106,wdro_nominal_split_unconditional,16,0,0,0.27893864420429471
16,10107,nominal_single,16,0,0,0.15518189268716742
16,10107,nominal_split,16,0,0,0.15518189268716753
16,10107,wdro_single,16,2,1,0.38456636485253137
16,10107,wdro_nominal_split_unconditional,16,0,0,0.27893864420429471
16,10108,nominal_single,16,1,1,0.15518189268716742
16,10108,nominal_split,16,1,1,0.15518189268716753
16,10108,wdro_single,16,1,1,0.38456636485253137
16,10108,wdro_nominal_split_unconditional,16,1,1,0.27893864420429471
16,10109,nominal_single,16,0,0,0.15518189268716742
16,10109,nominal_split,16,0,0,0.15518189268716753
16,10109,wdro_single,16,0,0,0.38456636485253137
16,10109,wdro_nominal_split_unconditional,16,0,0,0.27893864420429471
16,10110,nominal_single,16,0,0,0.15518189268716742
16,10110,nominal_split,16,0,0,0.15518189268716753
16,10110,wdro_single,16,0,0,0.38456636485253137
16,10110,wdro_nominal_split_unconditional,16,0,0,0.27893864420429471
16,10111,nominal_single,16,0,0,0.15518189268716742
16,10111,nominal_split,16,0,0,0.15518189268716753
16,10111,wdro_single,16,0,0,0.38456636485253137
16,10111,wdro_nominal_split_unconditional,16,0,0,0.27893864420429471
16,10112,nominal_single,16,0,0,0.15518189268716742
16,10112,nominal_split,16,0,0,0.15518189268716753
16,10112,wdro_single,16,1,1,0.38456636485253137
16,10112,wdro_nominal_split_unconditional,16,1,1,0.27893864420429471
16,10113,nominal_single,16,0,0,0.15518189268716742
16,10113,nominal_split,16,0,0,0.15518189268716753
16,10113,wdro_single,16,1,1,0.38456636485253137
16,10113,wdro_nominal_split_unconditional,16,1,1,0.27893864420429471
16,10114,nominal_single,16,1,1,0.15518189268716742
16,10114,nominal_split,16,1,1,0.15518189268716753
16,10114,wdro_single,16,1,1,0.38456636485253137
16,10114,wdro_nominal_split_unconditional,16,1,1,0.27893864420429471
16,10115,nominal_single,16,1,1,0.15518189268716742
16,10115,nominal_split,16,1,1,0.15518189268716753
16,10115,wdro_single,16,2,1,0.38456636485253137
16,10115,wdro_nominal_split_unconditional,16,1,1,0.27893864420429471
16,10116,nominal_single,16,0,0,0.15518189268716742
16,10116,nominal_split,16,0,0,0.15518189268716753
16,10116,wdro_single,16,0,0,0.38456636485253137
16,10116,wdro_nominal_split_unconditional,16,0,0,0.27893864420429471
16,10117,nominal_single,16,0,0,0.15518189268716742
16,10117,nominal_split,16,0,0,0.15518189268716753
16,10117,wdro_single,16,1,1,0.38456636485253137
16,10117,wdro_nominal_split_unconditional,16,0,0,0.27893864420429471
16,10118,nominal_single,16,0,0,0.15518189268716742
16,10118,nominal_split,16,0,0,0.15518189268716753
16,10118,wdro_single,16,0,0,0.38456636485253137
16,10118,wdro_nominal_split_unconditional,16,0,0,0.27893864420429471
16,10119,nominal_single,16,0,0,0.15518189268716742
16,10119,nominal_split,16,0,0,0.15518189268716753
16,10119,wdro_single,16,2,1,0.38456636485253137
16,10119,wdro_nominal_split_unconditional,16,2,1,0.27893864420429471
16,10120,nominal_single,16,1,1,0.15518189268716742
16,10120,nominal_split,16,1,1,0.15518189268716753
16,10120,wdro_single,16,1,1,0.38456636485253137
16,10120,wdro_nominal_split_unconditional,16,1,1,0.27893864420429471
16,10121,nominal_single,16,0,0,0.15518189268716742
16,10121,nominal_split,16,0,0,0.15518189268716753
16,10121,wdro_single,16,0,0,0.38456636485253137
16,10121,wdro_nominal_split_unconditional,16,0,0,0.27893864420429471
16,10122,nominal_single,16,0,0,0.15518189268716742
16,10122,nominal_split,16,0,0,0.15518189268716753
16,10122,wdro_single,16,1,1,0.38456636485253137
16,10122,wdro_nominal_split_unconditional,16,0,0,0.27893864420429471
16,10123,nominal_single,16,1,1,0.15518189268716742
16,10123,nominal_split,16,1,1,0.15518189268716753
16,10123,wdro_single,16,1,1,0.38456636485253137
16,10123,wdro_nominal_split_unconditional,16,1,1,0.27893864420429471
