test_suite,test_name,test_root,matrix_identity,source_artifact,arm_a,arm_b,both_collide,collision_difference_b_minus_a,collision_rate_a,collision_rate_b,controller_a,controller_b,error_or_pending_pairs,exact_mcnemar_p,expected_pairs,measured_pairs,neither_collides,only_a_collides,only_b_collides,pair,paired_bootstrap95_high,paired_bootstrap95_low,profile,safe_completion_a,safe_completion_b,scenario_budget
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/primary_summary.csv,A,C,0,,,,sh_mpcc,sh_mpcc_dro,2,,2,0,0,0,0,four_way_intersection_o1_c1_m3_boost_0_s40,,,boost_0,,,40
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/primary_summary.csv,A,C,0,,,,sh_mpcc,sh_mpcc_dro,2,,2,0,0,0,0,four_way_intersection_o1_c1_m3_boost_15_s40,,,boost_15,,,40
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/primary_summary.csv,A,C,0,,,,sh_mpcc,sh_mpcc_dro,2,,2,0,0,0,0,four_way_intersection_o1_c1_m3_boost_30_s40,,,boost_30,,,40
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/primary_summary.csv,A,C,0,,,,sh_mpcc,sh_mpcc_dro,2,,2,0,0,0,0,four_way_intersection_o1_c1_m3_boost_5_s40,,,boost_5,,,40
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/primary_summary.csv,A,C,0,,,,sh_mpcc,sh_mpcc_dro,2,,2,0,0,0,0,straight_o1_c1_m3_boost_0_s40,,,boost_0,,,40
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/primary_summary.csv,A,C,0,,,,sh_mpcc,sh_mpcc_dro,2,,2,0,0,0,0,straight_o1_c1_m3_boost_15_s40,,,boost_15,,,40
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/primary_summary.csv,A,C,0,,,,sh_mpcc,sh_mpcc_dro,2,,2,0,0,0,0,straight_o1_c1_m3_boost_30_s40,,,boost_30,,,40
fixed_budget_uncertified,fixed-budget-uncertified-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot,9f6e5a80e2035b2705c49834c560ec38253ab8ea4a3af7a6c2d94f458075c667,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/fixed-budget-uncertified-pilot/primary_summary.csv,A,C,0,,,,sh_mpcc,sh_mpcc_dro,2,,2,0,0,0,0,straight_o1_c1_m3_boost_5_s40,,,boost_5,,,40
