mode,step,disc,distance,projected_mean,projected_variance,probability_upper,zero_distance,zero_variance
cut_in,3,0,3.804406571879522,-2.8544065718795215,0.0,0.0,0,1
cut_in,3,1,2.948446494956096,-1.9984464949560963,0.0,0.0,0,1
cut_in,3,2,2.2165658354936535,-1.2665658354936535,0.0,0.0,0,1
cut_in,4,0,3.6758868087806635,-2.725886808780663,0.0,0.0,0,1
cut_in,4,1,2.7680308989708435,-1.8180308989708431,0.0,0.0,0,1
cut_in,4,2,1.952395012375052,-1.002395012375052,0.0,0.0,0,1
cut_in,5,0,3.5423665692773922,-2.5923665692773916,0.0,0.0,0,1
cut_in,5,1,2.5919106372643435,-1.641910637264343,0.0,0.0,0,1
cut_in,5,2,1.6993059147763907,-0.7493059147763905,0.0,0.0,0,1
cut_in,6,0,3.395879230561935,-2.4458792305619346,0.0,0.0,0,1
cut_in,6,1,2.4145573049838083,-1.4645573049838079,0.0,0.0,0,1
cut_in,6,2,1.4588276832921088,-0.508827683292109,0.0,0.0,0,1
cut_in,7,0,3.2434603361229306,-2.293460336122931,0.0,0.0,0,1
cut_in,7,1,2.24543352248612,-1.2954335224861204,0.0,0.0,0,1
cut_in,7,2,1.250563255419804,-0.3005632554198039,0.0,0.0,0,1
cut_in,8,0,3.088582658412366,-2.138582658412366,0.0,0.0,0,1
cut_in,8,1,2.091612216330199,-1.1416122163301996,0.0,0.0,0,1
cut_in,8,2,1.100154756912798,-0.15015475691279812,0.0,0.0,0,1
cut_in,9,0,2.9330965067283983,-1.9830965067283983,0.0,0.0,0,1
cut_in,9,1,1.9594379194065592,-1.0094379194065592,0.0,0.0,0,1
cut_in,9,2,1.0371782885474792,-0.08717828854747922,0.0,0.0,0,1
cut_in,10,0,2.7779369875532525,-1.827936987553253,0.0,0.0,0,1
cut_in,10,1,1.8550234347615038,-0.905023434761504,0.0,0.0,0,1
cut_in,10,2,1.0794859796274776,-0.12948597962747743,0.0,0.0,0,1
cut_in,11,0,2.630836209832942,-1.6808362098329426,0.0,0.0,0,1
cut_in,11,1,1.784102215052388,-0.8341022150523882,0.0,0.0,0,1
cut_in,11,2,1.2019743194184784,-0.25197431941847825,0.0,0.0,0,1
cut_in,12,0,2.55882790331937,-1.6088279033193695,0.0,0.0,0,1
cut_in,12,1,1.7454590681736983,-0.7954590681736982,0.0,0.0,0,1
cut_in,12,2,1.243243531466699,-0.293243531466699,0.0,0.0,0,1
cut_in,13,0,2.502324077888631,-1.552324077888631,0.0,0.0,0,1
cut_in,13,1,1.7304730896532794,-0.7804730896532792,0.0,0.0,0,1
cut_in,13,2,1.3143243272674923,-0.3643243272674923,0.0,0.0,0,1
cut_in,14,0,2.4583804389855097,-1.5083804389855093,0.0,0.0,0,1
cut_in,14,1,1.7375586183975402,-0.78755861839754,0.0,0.0,0,1
cut_in,14,2,1.412297957921256,-0.46229795792125605,0.0,0.0,0,1
cut_in,15,0,2.4358346349674775,-1.4858346349674776,0.0,0.0,0,1
cut_in,15,1,1.7731160140604139,-0.8231160140604141,0.0,0.0,0,1
cut_in,15,2,1.5344674743140816,-0.5844674743140816,0.0,0.0,0,1
cut_in,16,0,2.443988798279002,-1.493988798279002,0.0,0.0,0,1
cut_in,16,1,1.840643247021466,-0.890643247021466,0.0,0.0,0,1
cut_in,16,2,1.6741725954925348,-0.7241725954925349,0.0,0.0,0,1
cut_in,17,0,2.484604815204117,-1.5346048152041167,0.0,0.0,0,1
cut_in,17,1,1.9363558037223796,-0.9863558037223794,0.0,0.0,0,1
cut_in,17,2,1.8236464869823867,-0.8736464869823866,0.0,0.0,0,1
cut_in,18,0,2.5552427253656322,-1.6052427253656323,0.0,0.0,0,1
cut_in,18,1,2.053675608996325,-1.1036756089963256,0.0,0.0,0,1
cut_in,18,2,1.9763354038317662,-1.0263354038317662,0.0,0.0,0,1
cut_in,19,0,2.6514486259768373,-1.7014486259768369,0.0,0.0,0,1
cut_in,19,1,2.1857722758349043,-1.2357722758349043,0.0,0.0,0,1
cut_in,19,2,2.1272096905153797,-1.1772096905153793,0.0,0.0,0,1
cut_in,20,0,2.7682518028987446,-1.8182518028987442,0.0,0.0,0,1
cut_in,20,1,2.3267122199050223,-1.3767122199050223,0.0,0.0,0,1
cut_in,20,2,2.2724351397253484,-1.3224351397253484,0.0,0.0,0,1
straight,1,0,4.280171234858789,-3.3301712348587875,0.0,0.0,0,1
straight,1,1,3.4652978227859457,-2.5152978227859455,0.0,0.0,0,1
straight,1,2,2.7742949016817633,-1.8242949016817638,0.0,0.0,0,1
straight,2,0,4.121950915107252,-3.171950915107253,0.0,0.0,0,1
straight,2,1,3.365245625075851,-2.415245625075851,0.0,0.0,0,1
straight,2,2,2.767539861976841,-1.8175398619768413,0.0,0.0,0,1
straight,3,0,4.052374682523906,-3.102374682523905,0.0,0.0,0,1
straight,3,1,3.2833100254145364,-2.3333100254145362,0.0,0.0,0,1
straight,3,2,2.6717988094941725,-1.721798809494173,0.0,0.0,0,1
straight,4,0,4.011211538599186,-3.061211538599186,0.0,0.0,0,1
straight,4,1,3.2088877817111077,-2.258887781711108,0.0,0.0,0,1
straight,4,2,2.5503144088206877,-1.6003144088206873,0.0,0.0,0,1
straight,5,0,3.966023558338982,-3.016023558338982,0.0,0.0,0,1
straight,5,1,3.1322072158089256,-2.1822072158089254,0.0,0.0,0,1
straight,5,2,2.4273650776575004,-1.4773650776575,0.0,0.0,0,1
straight,6,0,3.9088056565214706,-2.958805656521471,0.0,0.0,0,1
straight,6,1,3.046266126584014,-2.0962661265840143,0.0,0.0,0,1
straight,6,2,2.297980193015619,-1.347980193015619,0.0,0.0,0,1
straight,7,0,3.8448354950306864,-2.894835495030687,0.0,0.0,0,1
straight,7,1,2.9558751675335007,-2.0058751675335005,0.0,0.0,0,1
straight,7,2,2.1660184736595705,-1.2160184736595705,0.0,0.0,0,1
straight,8,0,3.775767288945607,-2.825767288945607,0.0,0.0,0,1
straight,8,1,2.862705146931661,-1.9127051469316612,0.0,0.0,0,1
straight,8,2,2.0331608141675326,-1.083160814167533,0.0,0.0,0,1
straight,9,0,3.7013655671599723,-2.751365567159973,0.0,0.0,0,1
straight,9,1,2.7667089817346224,-1.816708981734623,0.0,0.0,0,1
straight,9,2,1.8998026522417,-0.9498026522417002,0.0,0.0,0,1
straight,10,0,3.6198950413638262,-2.6698950413638256,0.0,0.0,0,1
straight,10,1,2.6663949546385113,-1.7163949546385118,0.0,0.0,0,1
straight,10,2,1.7651300229028455,-0.8151300229028458,0.0,0.0,0,1
straight,11,0,3.524982458683973,-2.574982458683973,0.0,0.0,0,1
straight,11,1,2.559277379608533,-1.609277379608533,0.0,0.0,0,1
straight,11,2,1.6353287368361533,-0.6853287368361531,0.0,0.0,0,1
straight,12,0,3.3859201702018074,-2.4359201702018067,0.0,0.0,0,1
straight,12,1,2.4442475018336403,-1.4942475018336407,0.0,0.0,0,1
straight,12,2,1.5761460279620512,-0.6261460279620512,0.0,0.0,0,1
straight,13,0,3.2256314662065666,-2.2756314662065673,0.0,0.0,0,1
straight,13,1,2.3168256178986564,-1.3668256178986564,0.0,0.0,0,1
straight,13,2,1.5266510838174703,-0.5766510838174703,0.0,0.0,0,1
straight,14,0,3.0384990071955698,-2.08849900719557,0.0,0.0,0,1
straight,14,1,2.174570310537224,-1.224570310537224,0.0,0.0,0,1
straight,14,2,1.4916554073281987,-0.5416554073281987,0.0,0.0,0,1
straight,15,0,2.8329939977475274,-1.882993997747527,0.0,0.0,0,1
straight,15,1,2.029573905000677,-1.0795739050006772,0.0,0.0,0,1
straight,15,2,1.4874425973616188,-0.5374425973616188,0.0,0.0,0,1
straight,16,0,2.621247695484069,-1.6712476954840685,0.0,0.0,0,1
straight,16,1,1.8974483576873706,-0.9474483576873709,0.0,0.0,0,1
straight,16,2,1.5263292761067186,-0.5763292761067185,0.0,0.0,0,1
straight,17,0,2.410550145922713,-1.4605501459227137,0.0,0.0,0,1
straight,17,1,1.7891937365983608,-0.839193736598361,0.0,0.0,0,1
straight,17,2,1.6098684567869495,-0.6598684567869495,0.0,0.0,0,1
straight,18,0,2.206527273659144,-1.2565272736591446,0.0,0.0,0,1
straight,18,1,1.7135307695195354,-0.7635307695195357,0.0,0.0,0,1
straight,18,2,1.733093415479606,-0.7830934154796063,0.0,0.0,0,1
straight,19,0,2.014860372894887,-1.0648603728948867,0.0,0.0,0,1
straight,19,1,1.677039254346001,-0.7270392543460011,0.0,0.0,0,1
straight,19,2,1.8881893440470052,-0.9381893440470055,0.0,0.0,0,1
straight,20,0,1.8421593966462135,-0.8921593966462138,0.0,0.0,0,1
straight,20,1,1.6830045613458302,-0.7330045613458305,0.0,0.0,0,1
straight,20,2,2.0667504601111863,-1.116750460111186,0.0,0.0,0,1
