step,attempt,success,dro_enabled,solve_ms,scenario_count,qp_calls
0,0,1,0,149.94693000000001,20,10
1,0,1,0,127.923295,20,10
2,0,1,0,130.47451099999998,20,10
3,0,1,0,130.96129500000001,20,10
4,0,1,0,236.24854100000002,20,20
5,0,1,0,123.724231,20,10
6,0,1,0,292.02258699999999,20,118
7,0,1,0,128.881361,20,10
8,0,1,0,215.54208299999999,20,18
9,0,1,0,125.084248,20,10
10,0,1,0,261.11649799999998,20,24
11,0,1,0,115.200625,20,10
12,0,1,0,115.76238699999999,20,10
13,0,1,0,115.985449,20,10
14,0,1,0,112.940684,20,10
15,0,1,0,242.29600300000001,20,19
16,0,1,0,124.884569,20,10
17,0,1,0,128.39916200000002,20,10
18,0,1,0,227.876621,20,19
19,0,1,0,118.941676,20,10
20,0,1,0,120.53488399999999,20,10
21,0,1,0,123.361304,20,10
22,0,1,0,223.989575,20,19
23,0,1,0,125.99111499999999,20,10
24,0,1,0,196.966441,20,15
25,0,1,0,195.38776799999999,20,15
26,0,1,0,128.84854000000001,20,10
27,0,1,0,127.597184,20,10
28,0,1,0,198.827639,20,15
29,0,1,0,124.844869,20,10
30,0,1,0,233.042878,20,19
31,0,1,0,229.18144500000002,20,19
32,0,1,0,118.364615,20,10
33,0,1,0,119.29501,20,10
34,0,1,0,126.54288699999999,20,10
35,0,1,0,123.31447600000001,20,10
36,0,1,0,115.73649399999999,20,10
37,0,1,0,217.96665000000002,20,17
38,0,1,0,129.99935200000002,20,10
39,0,1,0,131.48724200000001,20,10
40,0,1,0,136.351022,20,10
41,0,1,0,117.948841,20,10
42,0,1,0,203.78967700000001,20,17
43,0,1,0,108.573098,20,10
44,0,1,0,114.274889,20,10
45,0,1,0,107.57121599999999,20,10
46,0,1,0,188.959822,20,15
47,0,1,0,121.57692400000001,20,10
48,0,1,0,190.014465,20,15
49,0,1,0,119.413804,20,10
50,0,1,0,106.679287,20,10
51,0,1,0,182.30691399999998,20,15
52,0,1,0,109.703785,20,10
53,0,1,0,108.43948,20,10
54,0,1,0,115.30412399999999,20,10
55,0,1,0,203.830389,20,15
56,0,1,0,111.69032299999999,20,10
57,0,1,0,104.83677800000001,20,10
58,0,1,0,109.86377399999999,20,10
59,0,1,0,105.874352,20,10
60,0,1,0,111.777368,20,10
61,0,1,0,102.245974,20,10
62,0,1,0,105.08226599999999,20,10
63,0,1,0,109.41533000000001,20,10
64,0,1,0,96.971107000000003,20,10
65,0,1,0,106.978978,20,10
66,0,1,0,100.145489,20,10
67,0,1,0,101.293289,20,10
68,0,1,0,101.78005399999999,20,10
69,0,1,0,102.34844899999999,20,10
70,0,1,0,99.468947,20,10
71,0,1,0,96.770653999999993,20,10
72,0,1,0,96.969346000000002,20,10
73,0,1,0,103.857463,20,10
74,0,1,0,94.672595999999999,20,10
75,0,1,0,98.853092000000004,20,10
76,0,1,0,96.541021999999998,20,10
77,0,1,0,92.842003000000005,20,10
78,0,1,0,90.834579000000005,20,10
79,0,1,0,100.45654900000001,20,10
80,0,1,0,96.758313999999999,20,10
81,0,1,0,89.623560000000012,20,10
82,0,1,0,88.048670999999999,20,10
83,0,1,0,93.199006999999995,20,10
84,0,1,0,93.534984000000009,20,10
85,0,1,0,90.95020199999999,20,10
86,0,1,0,90.255725999999996,20,10
87,0,1,0,94.443572000000003,20,10
88,0,1,0,89.602539999999991,20,10
89,0,1,0,87.361999999999995,20,10
90,0,1,0,85.94865999999999,20,10
91,0,1,0,89.192181999999988,20,10
92,0,1,0,90.08337499999999,20,10
93,0,1,0,88.765541999999996,20,10
94,0,1,0,87.658132999999992,20,10
95,0,1,0,87.472155000000001,20,10
96,0,1,0,84.813514000000012,20,10
97,0,1,0,85.749633000000003,20,10
98,0,1,0,82.418178999999995,20,10
99,0,1,0,84.187038999999999,20,10
100,0,1,0,83.188298999999986,20,10
101,0,1,0,83.451334000000003,20,10
102,0,1,0,81.578194000000011,20,10
103,0,1,0,79.455906000000013,20,10
