step,attempt,obstacle_id,mode,nominal_probability,sampling_probability,risk_score,rho,sampled_count,scenario_count,true_mode
0,0,0,constant_velocity,0.59999999999999998,0.0083333333333330539,1.4679735342022773,0.060819616480126126,0,20,constant_velocity
0,0,0,turn_left,0.20000000000000001,0,1.3284132412969685,0.060819616480126126,0,20,constant_velocity
0,0,0,turn_right,0.20000000000000001,0.99166666666666692,1.5380281460117948,0.060819616480126126,20,20,constant_velocity
1,0,0,constant_velocity,0.42857142857142855,0,0.15356948625467975,0.072697948759533143,0,20,turn_right
1,0,0,turn_left,0.14285714285714285,0,0.096242932316762897,0.072697948759533143,0,20,turn_right
1,0,0,turn_right,0.42857142857142855,1,0.22051205386684664,0.072697948759533143,20,20,turn_right
2,0,0,constant_velocity,0.33333333333333331,0,0.32833523966803346,0.072434462097871577,0,20,turn_right
2,0,0,turn_left,0.1111111111111111,0,0.17043798619033923,0.072434462097871577,0,20,turn_right
2,0,0,turn_right,0.55555555555555558,1,0.48693911947530377,0.072434462097871577,20,20,turn_right
3,0,0,constant_velocity,0.27272727272727271,0.27272727272727271,0,0.061679060557965473,7,20,turn_left
3,0,0,turn_left,0.27272727272727271,0.27272727272727271,0,0.061679060557965473,4,20,turn_left
3,0,0,turn_right,0.45454545454545453,0.45454545454545453,0,0.061679060557965473,9,20,turn_left
4,0,0,constant_velocity,0.23076923076923078,0,0.22277806512361842,0.060756935855649612,0,20,turn_right
4,0,0,turn_left,0.23076923076923078,0,0.18509089666276485,0.060756935855649612,0,20,turn_right
4,0,0,turn_right,0.53846153846153844,1,0.28930599667493212,0.060756935855649612,20,20,turn_right
5,0,0,constant_velocity,0.20000000000000001,0,0.020843984605887877,0.054196257687799759,0,20,turn_left
5,0,0,turn_left,0.33333333333333331,0,0,0.054196257687799759,0,20,turn_left
5,0,0,turn_right,0.46666666666666667,1,0.13890245630556519,0.054196257687799759,20,20,turn_left
6,0,0,constant_velocity,0.17647058823529413,0.20049907263570713,0.22580020072836271,0.048664095512404706,2,20,turn_left
6,0,0,turn_left,0.41176470588235292,0,0.068224790107508981,0.048664095512404706,0,20,turn_left
6,0,0,turn_right,0.41176470588235292,0.7995009273642929,0.35997170001430945,0.048664095512404706,18,20,turn_left
7,0,0,constant_velocity,0.15789473684210525,0,0.13220295225647838,0.048748113768650826,0,20,turn_left
7,0,0,turn_left,0.47368421052631576,0.15308888682271268,0.053415680542322153,0.048748113768650826,2,20,turn_left
7,0,0,turn_right,0.36842105263157893,0.84691111317728729,0.26290679107033643,0.048748113768650826,18,20,turn_left
8,0,0,constant_velocity,0.14285714285714285,0,0.24334294698346748,0.047820422964284223,0,20,turn_left
8,0,0,turn_left,0.52380952380952384,0.20321807909461564,0.16877386716465492,0.047820422964284223,2,20,turn_left
8,0,0,turn_right,0.33333333333333331,0.79678192090538436,0.36489743825348986,0.047820422964284223,18,20,turn_left
