step,time_s,actor,obstacle_id,mode,x,y,theta,v,vx,vy,path_progress,minimum_clearance,ambiguity_radius,solve_time_ms,collision
0,0,ego,-1,,0,0,0,1.5,,,0,2.0509495428720452,0,0,0
0,0,obstacle,0,turn_right,5,-0.075486150146468645,,,0.15203177172715598,0,0,2.0509495428720452,0,0,0
1,0.10000000000000001,ego,-1,,0.16245254462773132,-0.0011124209499865684,-0.013353788804273244,1.7491511608281283,,,0.16245254462773132,1.9033279519409454,0,174.75423499999999,0
1,0.10000000000000001,obstacle,0,turn_right,5.0151963362560794,-0.075942177050431409,,,0.15196336256079712,-0.004560269039627681,0.16245254462773132,1.9033279519409454,0,174.75423499999999,0
2,0.20000000000000001,ego,-1,,0.33806093277253624,-0.0042967912548828851,-0.022895869413953586,1.7636073145900337,,,0.33806093277253624,1.7429869220387688,0,148.24657999999999,0
2,0.20000000000000001,obstacle,0,turn_left,5.0303995134287955,-0.075942177050431409,,,0.15203177172715596,0,0.33806093277253624,1.7429869220387688,0,148.24657999999999,0
3,0.30000000000000004,ego,-1,,0.51185615066085532,-0.0093662332909886584,-0.035485812034642503,1.7137984017288019,,,0.51185615066085532,1.5850018479559609,0,145.736852,0
3,0.30000000000000004,obstacle,0,turn_right,5.045595849684875,-0.076398203954394173,,,0.15196336256079709,-0.004560269039627681,0.51185615066085532,1.5850018479559609,0,145.736852,0
4,0.40000000000000002,ego,-1,,0.68199924771360787,-0.018147887817111748,-0.067712595472514625,1.693740481954819,,,0.68199924771360787,1.4345721920633638,0,266.86657300000002,0
4,0.40000000000000002,obstacle,0,turn_right,5.0607716693474103,-0.077309847368887047,,,0.15175819662535278,-0.0091164341449286208,0.68199924771360787,1.4345721920633638,0,266.86657300000002,0
5,0.5,ego,-1,,0.85008753180253271,-0.034410157804810271,-0.12523804315625284,1.6841877607772704,,,0.85008753180253271,1.3010331479076391,0,304.63226500000002,0
5,0.5,obstacle,0,turn_left,5.0759680056034906,-0.077765874272849811,,,0.15196336256079709,-0.0045602690396276801,0.85008753180253271,1.3010331479076391,0,304.63226500000002,0
6,0.60000000000000009,ego,-1,,1.0166252091337762,-0.057516197132620697,-0.15050304142613785,1.6785605657503102,,,1.0166252091337762,1.165646761048529,0,146.638192,0
6,0.60000000000000009,obstacle,0,constant_velocity,5.09116434185957,-0.078221901176812575,,,0.15196336256079709,-0.0045602690396276801,1.0166252091337762,1.165646761048529,0,146.638192,0
7,0.70000000000000007,ego,-1,,1.1825140460405783,-0.084035154339669599,-0.16652960742513162,1.6813778495193772,,,1.1825140460405783,1.0302803847146234,0,349.04188699999997,0
7,0.70000000000000007,obstacle,0,turn_right,5.1063401615221053,-0.079133544591305449,,,0.15175819662535278,-0.0091164341449286208,1.1825140460405783,1.0302803847146234,0,349.04188699999997,0
8,0.80000000000000004,ego,-1,,1.3456147967264063,-0.10941143693314047,-0.14201646345612673,1.6199658036124582,,,1.3456147967264063,0.87310888023440647,0,144.01922200000001,0
8,0.80000000000000004,obstacle,0,turn_left,5.1215364977781856,-0.079589571495268213,,,0.15196336256079709,-0.0045602690396276801,1.3456147967264063,0.87310888023440647,0,144.01922200000001,0
9,0.90000000000000002,ego,-1,,1.5000098375813773,-0.13111152579331314,-0.13718970678021433,1.4982881737135558,,,1.5000098375813773,0.73712860236840805,0,295.03555999999998,0
9,0.90000000000000002,obstacle,0,turn_left,5.1367396749509018,-0.079589571495268213,,,0.15203177172715593,0,1.5000098375813773,0.73712860236840805,0,295.03555999999998,0
10,1,ego,-1,,1.6464190535656036,-0.15038272262973515,-0.12449497407854528,1.4551728736317422,,,1.6464190535656036,0.60402329905926289,0,143.17434300000002,0
10,1,obstacle,0,turn_right,5.1519360112069812,-0.080045598399230977,,,0.15196336256079707,-0.0045602690396276801,1.6464190535656036,0.60402329905926289,0,143.17434300000002,0
11,1.1000000000000001,ego,-1,,1.7908967717898103,-0.16431610534444674,-0.067744125104475542,1.4481772847261745,,,1.7908967717898103,0.44802162377298393,0,296.63503700000001,0
11,1.1000000000000001,obstacle,0,turn_right,5.1671118308695165,-0.080957241813723851,,,0.15175819662535275,-0.0091164341449286208,1.7908967717898103,0.44802162377298393,0,296.63503700000001,0
12,1.2000000000000002,ego,-1,,1.9106272157735922,-0.16797234351009224,0.012252349374049343,0.94817746566182037,,,1.9106272157735922,0.32334405842384695,0,288.84799700000002,0
12,1.2000000000000002,obstacle,0,turn_left,5.1823081671255968,-0.081413268717686615,,,0.15196336256079707,-0.004560269039627681,1.9106272157735922,0.32334405842384695,0,288.84799700000002,0
13,1.3,ego,-1,,1.9803486368456145,-0.16465964714122922,0.092251277438426357,0.44818043359153548,,,1.9803486368456145,0.27985161093231969,0,143.20115200000001,0
13,1.3,obstacle,0,constant_velocity,5.1975045033816762,-0.081869295621649379,,,0.15196336256079707,-0.004560269039627681,1.9803486368456145,0.27985161093231969,0,143.20115200000001,0
14,1.4000000000000001,ego,-1,,2.0378598783864965,-0.16055803027177512,0.053054768799796523,0.70503850017288505,,,2.0378598783864965,0.22798382932251338,0,298.681149,0
14,1.4000000000000001,obstacle,0,constant_velocity,5.2127008396377557,-0.082325322525612143,,,0.15196336256079707,-0.004560269039627681,2.0378598783864965,0.22798382932251338,0,298.681149,0
15,1.5,ego,-1,,2.123305137751033,-0.15750017486185877,0.020398904521105397,1.0050358644997528,,,2.123305137751033,0.15549435461404304,0,138.29921100000001,0
15,1.5,obstacle,0,turn_right,5.227876659300291,-0.083236965940105018,,,0.15175819662535275,-0.0091164341449286208,2.123305137751033,0.15549435461404304,0,138.29921100000001,0
16,1.6000000000000001,ego,-1,,2.2361850190960011,-0.15061630361049641,0.098514563548367351,1.2573286837702726,,,2.2361850190960011,0.07483672104730088,0,147.71665000000002,0
16,1.6000000000000001,obstacle,0,turn_left,5.2430729955563713,-0.083692992844067782,,,0.15196336256079707,-0.004560269039627681,2.2361850190960011,0.07483672104730088,0,147.71665000000002,0
17,1.7000000000000002,ego,-1,,2.3644638010683927,-0.13311719064117927,0.17193001631256316,1.3325896911425132,,,2.3644638010683927,0.018728985909904017,0,148.44639600000002,0
17,1.7000000000000002,obstacle,0,constant_velocity,5.2582693318124507,-0.084149019748030546,,,0.15196336256079707,-0.004560269039627681,2.3644638010683927,0.018728985909904017,0,148.44639600000002,0
18,1.8,ego,-1,,2.4937567432662724,-0.10551802805600481,0.24887971276063542,1.3121791176821702,,,2.4937567432662724,0.014552257447909223,0,270.14631300000002,0
