mode,step,disc,distance,projected_mean,projected_variance,probability_upper,zero_distance,zero_variance
away,16,1,2.979171967553761,-2.0291719675537605,0.0,0.0,0,1
away,16,2,2.800054744165863,-1.8500547441658635,0.0,0.0,0,1
away,17,0,3.421239443443959,-2.4712394434439586,0.0,0.0,0,1
away,17,1,2.9865437329711253,-2.0365437329711247,0.0,0.0,0,1
away,17,2,2.8520181641289515,-1.9020181641289515,0.0,0.0,0,1
away,18,0,3.396748040571317,-2.4467480405713173,0.0,0.0,0,1
away,18,1,3.000120707641455,-2.0501207076414554,0.0,0.0,0,1
away,18,2,2.9092183262369717,-1.9592183262369718,0.0,0.0,0,1
away,19,0,3.3781716092424237,-2.4281716092424244,0.0,0.0,0,1
away,19,1,3.019918080880702,-2.0699180808807016,0.0,0.0,0,1
away,19,2,2.971155837206931,-2.0211558372069307,0.0,0.0,0,1
away,20,0,3.3661474918936616,-2.4161474918936614,0.0,0.0,0,1
away,20,1,3.045892356294119,-2.0958923562941196,0.0,0.0,0,1
away,20,2,3.0370992007308373,-2.0870992007308367,0.0,0.0,0,1
cut_in,1,0,4.1967367863340375,-3.2467367863340373,0.0,0.0,0,1
cut_in,1,1,3.321198174665138,-2.371198174665138,0.0,0.0,0,1
cut_in,1,2,2.5393138791864116,-1.5893138791864112,0.0,0.0,0,1
cut_in,2,0,3.9122811492180296,-2.96228114921803,0.0,0.0,0,1
cut_in,2,1,3.0274826955798146,-2.077482695579815,0.0,0.0,0,1
cut_in,2,2,2.24173128486527,-1.2917312848652698,0.0,0.0,0,1
cut_in,3,0,3.6262357029691383,-2.676235702969138,0.0,0.0,0,1
cut_in,3,1,2.73119352353587,-1.78119352353587,0.0,0.0,0,1
cut_in,3,2,1.9414558332654595,-0.9914558332654597,0.0,0.0,0,1
cut_in,4,0,3.3419953737483317,-2.3919953737483315,0.0,0.0,0,1
cut_in,4,1,2.4352999790673877,-1.4852999790673882,0.0,0.0,0,1
cut_in,4,2,1.6408652893933708,-0.6908652893933709,0.0,0.0,0,1
cut_in,5,0,3.0612633232853006,-2.1112633232853,0.0,0.0,0,1
cut_in,5,1,2.1411871380635583,-1.1911871380635584,0.0,0.0,0,1
cut_in,5,2,1.3409070012218822,-0.39090700122188204,0.0,0.0,0,1
cut_in,6,0,2.7852605700903967,-1.8352605700903968,0.0,0.0,0,1
cut_in,6,1,1.8498329801026652,-0.8998329801026654,0.0,0.0,0,1
cut_in,6,2,1.0421552980485838,-0.0921552980485838,0.0,0.0,0,1
cut_in,7,0,2.515373269911761,-1.5653732699117604,0.0,0.0,0,1
cut_in,7,1,1.562553099184615,-0.6125530991846149,0.0,0.0,0,1
cut_in,7,2,0.7456820291225398,0.20431797087746006,0.0,1.0,0,1
cut_in,8,0,2.2535864845811964,-1.3035864845811969,0.0,0.0,0,1
cut_in,8,1,1.2818132961505049,-0.33181329615050514,0.0,0.0,0,1
cut_in,8,2,0.4554542884740563,0.4945457115259437,0.0,1.0,0,1
cut_in,9,0,2.0029190605301994,-1.0529190605302,0.0,0.0,0,1
cut_in,9,1,1.012851210635561,-0.0628512106355612,0.0,0.0,0,1
cut_in,9,2,0.2001259271975162,0.7498740728024837,0.0,1.0,0,1
cut_in,10,0,1.7680142004158002,-0.8180142004158,0.0,0.0,0,1
cut_in,10,1,0.7680142004158059,0.18198579958419403,0.0,1.0,0,1
cut_in,10,2,0.23198579958423743,0.7180142004157626,0.0,1.0,0,1
cut_in,11,0,1.55598851542969,-0.6059885154296898,0.0,0.0,0,1
cut_in,11,1,0.5787377713990609,0.37126222860093905,0.0,1.0,0,1
cut_in,11,2,0.4987730505338201,0.45122694946617986,0.0,1.0,0,1
cut_in,12,0,1.377445778827307,-0.4274457788273067,0.0,0.0,0,1
cut_in,12,1,0.5110578875401399,0.43894211245986003,0.0,1.0,0,1
cut_in,12,2,0.7905716003151227,0.1594283996848772,0.0,1.0,0,1
cut_in,13,0,1.2468760770932625,-0.2968760770932628,0.0,0.0,0,1
cut_in,13,1,0.6071682575567244,0.3428317424432754,0.0,1.0,0,1
cut_in,13,2,1.087477187963708,-0.13747718796370778,0.0,0.0,0,1
cut_in,14,0,1.1803508187337717,-0.23035081873377172,0.0,0.0,0,1
cut_in,14,1,0.8108352113855718,0.13916478861442805,0.0,1.0,0,1
cut_in,14,2,1.3862465238044366,-0.4362465238044366,0.0,0.0,0,1
cut_in,15,0,1.188727887399309,-0.23872788739930906,0.0,0.0,0,1
cut_in,15,1,1.061912061358239,-0.11191206135823917,0.0,0.0,0,1
cut_in,15,2,1.6858945583385059,-0.7358945583385059,0.0,0.0,0,1
cut_in,16,0,1.2705792846926913,-0.32057928469269115,0.0,0.0,0,1
cut_in,16,1,1.3338721454420024,-0.38387214544200243,0.0,0.0,0,1
cut_in,16,2,1.9859652771591727,-1.035965277159173,0.0,0.0,0,1
cut_in,17,0,1.4132021294763124,-0.46320212947631245,0.0,0.0,0,1
cut_in,17,1,1.616077200496637,-0.6660772004966371,0.0,0.0,0,1
cut_in,17,2,2.286103842167654,-1.336103842167654,0.0,0.0,0,1
cut_in,18,0,1.6003086203537626,-0.6503086203537627,0.0,0.0,0,1
cut_in,18,1,1.903631820816763,-0.9536318208167633,0.0,0.0,0,1
cut_in,18,2,2.585853928216698,-1.6358539282166984,0.0,0.0,0,1
cut_in,19,0,1.8178234428660331,-0.8678234428660332,0.0,0.0,0,1
cut_in,19,1,2.193704959089842,-1.2437049590898421,0.0,0.0,0,1
cut_in,19,2,2.8844758320425252,-1.9344758320425248,0.0,0.0,0,1
cut_in,20,0,2.055230351503003,-1.1052303515030026,0.0,0.0,0,1
cut_in,20,1,2.484044906299,-1.5340449062990007,0.0,0.0,0,1
cut_in,20,2,3.18072104958622,-2.2307210495862204,0.0,0.0,0,1
straight,1,0,4.286327058919021,-3.3363270589190215,0.0,0.0,0,1
straight,1,1,3.4337089735637543,-2.483708973563754,0.0,0.0,0,1
straight,1,2,2.6847932833354444,-1.7347932833354445,0.0,0.0,0,1
straight,2,0,4.092180808951541,-3.14218080895154,0.0,0.0,0,1
straight,2,1,3.2566319216303725,-2.3066319216303723,0.0,0.0,0,1
straight,2,2,2.542707056035472,-1.592707056035472,0.0,0.0,0,1
straight,3,0,3.8973818480252294,-2.9473818480252296,0.0,0.0,0,1
straight,3,1,3.08211260036258,-2.1321126003625803,0.0,0.0,0,1
straight,3,2,2.4102387627185444,-1.4602387627185445,0.0,0.0,0,1
straight,4,0,3.705257449909655,-2.7552574499096547,0.0,0.0,0,1
straight,4,1,2.9138781847574218,-1.9638781847574223,0.0,0.0,0,1
straight,4,2,2.2918201022548477,-1.3418201022548477,0.0,0.0,0,1
straight,5,0,3.5172905454266328,-2.5672905454266326,0.0,0.0,0,1
straight,5,1,2.754030245206738,-1.8040302452067383,0.0,0.0,0,1
straight,5,2,2.1904411432584507,-1.2404411432584508,0.0,0.0,0,1
straight,6,0,3.334317955466333,-2.384317955466333,0.0,0.0,0,1
straight,6,1,2.6042047699035438,-1.6542047699035438,0.0,0.0,0,1
straight,6,2,2.108575049418814,-1.158575049418814,0.0,0.0,0,1
straight,7,0,3.1570718677402296,-2.20707186774023,0.0,0.0,0,1
straight,7,1,2.466084515175824,-1.5160845151758242,0.0,0.0,0,1
straight,7,2,2.0484244906520663,-1.0984244906520668,0.0,0.0,0,1
straight,8,0,2.9864113215953507,-2.0364113215953505,0.0,0.0,0,1
straight,8,1,2.3415905221407254,-1.3915905221407254,0.0,0.0,0,1
straight,8,2,2.0118249836915885,-1.061824983691588,0.0,0.0,0,1
straight,9,0,2.82341740424968,-1.8734174042496796,0.0,0.0,0,1
straight,9,1,2.2329058548198644,-1.2829058548198644,0.0,0.0,0,1
straight,9,2,2.0000128185483352,-1.0500128185483357,0.0,0.0,0,1
straight,10,0,2.669433624831494,-1.7194336248314943,0.0,0.0,0,1
straight,10,1,2.142392778361931,-1.192392778361931,0.0,0.0,0,1
straight,10,2,2.0134094854682933,-1.0634094854682934,0.0,0.0,0,1
straight,11,0,2.5260843737467313,-1.5760843737467314,0.0,0.0,0,1
straight,11,1,2.0724232935150986,-1.122423293515099,0.0,0.0,0,1
straight,11,2,2.0515297589166286,-1.101529758916629,0.0,0.0,0,1
straight,12,0,2.395278481968204,-1.4452784819682039,0.0,0.0,0,1
straight,12,1,2.0251372415441242,-1.0751372415441243,0.0,0.0,0,1
straight,12,2,2.1130552969569885,-1.1630552969569885,0.0,0.0,0,1
straight,13,0,2.2791889058286903,-1.3291889058286899,0.0,0.0,0,1
straight,13,1,2.0021622458568085,-1.0521622458568085,0.0,0.0,0,1
straight,13,2,2.196043089061819,-1.2460430890618193,0.0,0.0,0,1
straight,14,0,2.1801903628229615,-1.2301903628229616,0.0,0.0,0,1
straight,14,1,2.004358674409846,-1.054358674409846,0.0,0.0,0,1
straight,14,2,2.2981900211292086,-1.348190021129209,0.0,0.0,0,1
straight,15,0,2.1007321480353176,-1.1507321480353172,0.0,0.0,0,1
straight,15,1,2.031663530409233,-1.0816635304092326,0.0,0.0,0,1
straight,15,2,2.4170721635484402,-1.4670721635484403,0.0,0.0,0,1
straight,16,0,2.0431281129160586,-1.0931281129160586,0.0,0.0,0,1
straight,16,1,2.083077984277375,-1.1330779842773755,0.0,0.0,0,1
straight,16,2,2.550304940859867,-1.6003049408598675,0.0,0.0,0,1
straight,17,0,2.009263488490088,-1.0592634884900882,0.0,0.0,0,1
straight,17,1,2.156780964696917,-1.2067809646969165,0.0,0.0,0,1
straight,17,2,2.695601694089571,-1.7456016940895716,0.0,0.0,0,1
straight,18,0,2.000246407747036,-1.050246407747036,0.0,0.0,0,1
straight,18,1,2.250291666631153,-1.3002916666311537,0.0,0.0,0,1
straight,18,2,2.850726131727548,-1.900726131727548,0.0,0.0,0,1
straight,19,0,2.0160552564852967,-1.0660552564852968,0.0,0.0,0,1
straight,19,1,2.360580459932093,-1.410580459932093,0.0,0.0,0,1
straight,19,2,3.01333725600445,-2.0633372560044503,0.0,0.0,0,1
straight,20,0,2.0552293676963056,-1.1052293676963056,0.0,0.0,0,1
straight,20,1,2.484044738074261,-1.5340447380742617,0.0,0.0,0,1
straight,20,2,3.1807214225184035,-2.2307214225184033,0.0,0.0,0,1
