step,attempt,success,dro_enabled,solve_ms,scenario_count,qp_calls
0,0,1,1,47.947538999999999,40,10
1,0,1,1,37.391655,40,10
2,0,1,1,38.477547999999999,40,10
3,0,1,1,39.544946999999993,40,10
4,0,1,1,38.709782999999995,40,10
5,0,1,1,39.198739000000003,40,10
6,0,1,1,38.958178000000004,40,10
7,0,1,1,39.426606,40,10
8,0,1,1,40.563414000000002,40,10
9,0,1,1,38.156477000000002,40,10
10,0,1,1,39.915972000000004,40,10
11,0,1,1,39.735863999999999,40,10
12,0,1,1,43.11994,40,10
13,0,1,1,41.959567,40,10
14,0,1,1,44.496516999999997,40,10
15,0,1,1,40.321520999999997,40,10
16,0,1,1,41.307275999999995,40,10
17,0,1,1,38.942810000000001,40,10
18,0,1,1,39.59986,40,10
19,0,1,1,44.565836999999995,40,10
20,0,1,1,39.853785000000002,40,10
21,0,1,1,46.015311000000004,40,10
22,0,1,1,44.596664000000004,40,10
23,0,1,1,43.003983000000005,40,10
24,0,1,1,39.173662,40,10
25,0,1,1,38.497104999999998,40,10
26,0,1,1,38.927109999999999,40,10
27,0,1,1,38.490392999999997,40,10
28,0,1,1,38.199908999999998,40,10
29,0,1,1,39.941028000000003,40,10
30,0,1,1,38.394242000000006,40,10
31,0,1,1,37.515636999999998,40,10
32,0,1,1,39.705276999999995,40,10
33,0,1,1,40.704507999999997,40,10
34,0,1,1,36.916154999999996,40,10
35,0,1,1,35.470739000000002,40,10
36,0,1,1,36.155580999999998,40,10
37,0,1,1,34.463563000000001,40,10
38,0,1,1,35.349231000000003,40,10
39,0,1,1,34.712139000000001,40,10
40,0,1,1,34.660732000000003,40,10
41,0,1,1,32.974314999999997,40,10
42,0,1,1,34.596942999999996,40,10
43,0,1,1,32.667621000000004,40,10
44,0,1,1,32.087535000000003,40,10
45,0,1,1,33.888616000000006,40,10
46,0,1,1,32.971820000000001,40,10
47,0,1,1,32.437631000000003,40,10
48,0,1,1,30.252238000000002,40,10
49,0,1,1,31.34215,40,10
50,0,1,1,31.693577000000001,40,10
51,0,1,1,29.973285999999998,40,10
52,0,1,1,30.239194000000001,40,10
53,0,1,1,30.032687999999997,40,10
54,0,1,1,30.408871999999999,40,10
55,0,1,1,29.234212999999997,40,10
56,0,1,1,28.523993000000001,40,10
57,0,1,1,29.504398000000002,40,10
58,0,1,1,28.812853999999998,40,10
59,0,1,1,28.567555000000002,40,10
