step,time_s,obstacle_id,distance_m,combined_radius_m,margin_m
0,0.0,0,3.004243437674286,0.95,2.0542434376742857
1,0.1,0,2.8663183220666184,0.95,1.9163183220666185
2,0.2,0,2.699701951186003,0.95,1.749701951186003
3,0.30000000000000004,0,2.5168332247567458,0.95,1.5668332247567458
4,0.4,0,2.3324594389412545,0.95,1.3824594389412546
5,0.5,0,2.1511410313506443,0.95,1.2011410313506443
6,0.6000000000000001,0,1.9758077992749312,0.95,1.0258077992749313
7,0.7000000000000001,0,1.7972444315360263,0.95,0.8472444315360264
8,0.8,0,1.6162763565539835,0.95,0.6662763565539835
9,0.9,0,1.4331932590028496,0.95,0.4831932590028496
10,1.0,0,1.2519893389976795,0.95,0.30198933899767955
11,1.1,0,1.1041921542886552,0.95,0.1541921542886553
12,1.2000000000000002,0,0.9959661375466012,0.95,0.04596613754660128
13,1.3,0,0.9518743573923042,0.95,0.0018743573923042378
14,1.4000000000000001,0,0.956586035425629,0.95,0.006586035425629078
15,1.5,0,0.9551594033427415,0.95,0.005159403342741564
16,1.6,0,0.9575507222104505,0.95,0.0075507222104505
17,1.7000000000000002,0,0.9570988657684698,0.95,0.007098865768469853
18,1.8,0,0.9559642058844057,0.95,0.0059642058844057155
19,1.9000000000000001,0,0.955341688335139,0.95,0.005341688335139039
20,2.0,0,0.9660238220709675,0.95,0.01602382207096753
21,2.1,0,1.0442086600745808,0.95,0.09420866007458084
22,2.2,0,1.2172499483977333,0.95,0.2672499483977333
23,2.3000000000000003,0,1.2617691924359142,0.95,0.3117691924359143
24,2.4000000000000004,0,1.1502317631384296,0.95,0.2002317631384296
25,2.5,0,1.0665638642450994,0.95,0.11656386424509946
26,2.6,0,1.0156396675322696,0.95,0.06563966753226969
27,2.7,0,0.9900243993401683,0.95,0.040024399340168326
28,2.8000000000000003,0,0.9789026062727197,0.95,0.02890260627271979
29,2.9000000000000004,0,0.9820089376194341,0.95,0.03200893761943413
30,3.0,0,0.9978263102263975,0.95,0.047826310226397495
31,3.1,0,1.029314214848111,0.95,0.07931421484811096
32,3.2,0,1.0758118197041266,0.95,0.1258118197041267
33,3.3000000000000003,0,1.137348841815123,0.95,0.187348841815123
34,3.4000000000000004,0,1.2131044921949117,0.95,0.2631044921949117
35,3.5,0,1.3015607319669944,0.95,0.35156073196699444
36,3.6,0,1.4006882714748587,0.95,0.4506882714748588
37,3.7,0,1.5080575028103465,0.95,0.5580575028103465
38,3.8000000000000003,0,1.4144769616210708,0.95,0.4644769616210709
39,3.9000000000000004,0,1.19877446567852,0.95,0.24877446567852002
40,4.0,0,1.0278448916164449,0.95,0.07784489161644492
41,4.1000000000000005,0,0.9761632896295726,0.95,0.026163289629572595
42,4.2,0,0.9652368457805262,0.95,0.015236845780526198
43,4.3,0,0.9654797573878846,0.95,0.015479757387884652
44,4.4,0,0.9591650906617215,0.95,0.009165090661721553
45,4.5,0,0.993030011776839,0.95,0.04303001177683907
46,4.6000000000000005,0,1.090833085616474,0.95,0.14083308561647412
47,4.7,0,1.2315325239469708,0.95,0.2815325239469708
48,4.800000000000001,0,1.3893434948395313,0.95,0.4393434948395314
49,4.9,0,1.5626098948002412,0.95,0.6126098948002412
50,5.0,0,1.741283368347314,0.95,0.7912833683473139
51,5.1000000000000005,0,1.925604928917853,0.95,0.975604928917853
52,5.2,0,2.1119576774913162,0.95,1.1619576774913163
53,5.300000000000001,0,2.299851112097092,0.95,1.349851112097092
54,5.4,0,2.4890122501946563,0.95,1.5390122501946564
55,5.5,0,2.6790813765826305,0.95,1.7290813765826305
56,5.6000000000000005,0,2.8698491557208308,0.95,1.9198491557208308
57,5.7,0,3.0611972636870477,0.95,2.111197263687048
58,5.800000000000001,0,3.253064903289056,0.95,2.303064903289056
59,5.9,0,3.4448847401989813,0.95,2.494884740198981
60,6.0,0,3.6366292741006383,0.95,2.686629274100638
