step,time_s,actor,obstacle_id,mode,x,y,theta,v,vx,vy,path_progress,minimum_clearance,ambiguity_radius,solve_time_ms,collision
0,0,ego,-1,,0,0,0,1.5,,,0,2.0542434376742857,0,0,0
0,0,obstacle,0,constant_velocity,5,0.15962027693564573,,,0.26866578771266175,0,0,2.0542434376742857,0,0,0
1,0.10000000000000001,ego,-1,,0.15992081425322666,0.00019238414514041432,0.0023572461583386147,1.6984193390030522,,,0.15992081425322666,1.9211227969797939,0.060819616480126126,142.720133,0
1,0.10000000000000001,obstacle,0,constant_velocity,5.0268665787712665,0.15962027693564573,,,0.26866578771266175,0,0.15992081425322666,1.9211227969797939,0.060819616480126126,142.720133,0
2,0.20000000000000001,ego,-1,,0.33116760347654522,0.0012551948035240488,0.010034166319925489,1.726590816507487,,,0.33116760347654522,1.7761763563751181,0.055797997529532364,137.08130199999999,0
2,0.20000000000000001,obstacle,0,constant_velocity,5.053733157542533,0.15962027693564573,,,0.26866578771266175,0,0.33116760347654522,1.7761763563751181,0.055797997529532364,137.08130199999999,0
3,0.30000000000000004,ego,-1,,0.50279972766708336,0.0056255884571353937,0.040940157180010539,1.707301014014833,,,0.50279972766708336,1.6304498768004569,0.062149781250773813,299.50616000000002,0
3,0.30000000000000004,obstacle,0,turn_right,5.0805876472600717,0.15881440046667186,,,0.26854489717538937,-0.008058764689738802,0.50279972766708336,1.6304498768004569,0.062149781250773813,299.50616000000002,0
4,0.40000000000000002,ego,-1,,0.67205847475324332,0.010967664764052996,0.02211077249454349,1.6796095850736337,,,0.67205847475324332,1.4879716917943571,0.06241429726946339,128.11621100000002,0
4,0.40000000000000002,obstacle,0,turn_right,5.1074058806957616,0.15720337276315113,,,0.26818233435689592,-0.016110277035207135,0.67205847475324332,1.4879716917943571,0.06241429726946339,128.11621100000002,0
5,0.5,ego,-1,,0.83931800075592955,0.019035471866193754,0.074335758610206859,1.6698508243980015,,,0.83931800075592955,1.3504044917525102,0.059624656724220265,258.24303999999995,0
5,0.5,obstacle,0,turn_right,5.134163723249686,0.15478864364127565,,,0.26757842553924577,-0.024147291218754863,0.83931800075592955,1.3504044917525102,0.059624656724220265,258.24303999999995,0
6,0.60000000000000009,ego,-1,,1.0056228729420671,0.033010964330222298,0.09334450026410554,1.6680205683307574,,,1.0056228729420671,1.2150442168649749,0.053032507898096763,133.63647900000001,0
6,0.60000000000000009,obstacle,0,constant_velocity,5.1609215658036103,0.15237391451940016,,,0.26757842553924577,-0.024147291218754863,1.0056228729420671,1.2150442168649749,0.053032507898096763,133.63647900000001,0
7,0.70000000000000007,ego,-1,,1.1718966677750118,0.051016878645031405,0.12237028788569251,1.6770146580684084,,,1.1718966677750118,1.0859251321118413,0.050232997759160847,227.20746,0
7,0.70000000000000007,obstacle,0,turn_left,5.1877397992393002,0.15076288681587946,,,0.26818233435689592,-0.016110277035207135,1.1718966677750118,1.0859251321118413,0.050232997759160847,227.20746,0
8,0.80000000000000004,ego,-1,,1.3376389478278197,0.073401849121726231,0.14614420627281077,1.6680059869031569,,,1.3376389478278197,0.96046323612778384,0.048877640862845177,125.75743900000001,0
8,0.80000000000000004,obstacle,0,turn_right,5.2144976417932245,0.14834815769400397,,,0.26757842553924577,-0.024147291218754863,1.3376389478278197,0.96046323612778384,0.048877640862845177,125.75743900000001,0
9,0.90000000000000002,ego,-1,,1.5019106852309334,0.10000894017801115,0.17502887537045986,1.6603609693521362,,,1.5019106852309334,0.84559275171207093,0.047027333812881461,127.28497299999999,0
9,0.90000000000000002,obstacle,0,turn_right,5.2411710132131857,0.14513190024699407,,,0.26673371419961217,-0.032162574470098973,1.5019106852309334,0.84559275171207093,0.047027333812881461,127.28497299999999,0
10,1,ego,-1,,1.6611010740848313,0.12637544409283205,0.1530360622268577,1.5668868750894109,,,1.6611010740848313,0.70559671106794797,0.043778659463403341,295.00368599999996,0
10,1,obstacle,0,constant_velocity,5.2678443846331469,0.14191564279998417,,,0.26673371419961217,-0.032162574470098973,1.6611010740848313,0.70559671106794797,0.043778659463403341,295.00368599999996,0
11,1.1000000000000001,ego,-1,,1.8159619480690663,0.14818459257609348,0.12676835938650488,1.5609836835844841,,,1.8159619480690663,0.56748546854302662,0.04220261985967283,125.868323,0
11,1.1000000000000001,obstacle,0,turn_right,5.2944092806852652,0.13790075144245129,,,0.26564896052118453,-0.04014891357532864,1.8159619480690663,0.56748546854302662,0.04220261985967283,125.868323,0
12,1.2000000000000002,ego,-1,,1.9713352531544266,0.16489145719515455,0.087478157872768442,1.5645962579390245,,,1.9713352531544266,0.42277946873995842,0.040565655525204476,125.18004199999999,0
12,1.2000000000000002,obstacle,0,turn_right,5.3208417947561708,0.13309083930562018,,,0.26432514070905472,-0.048099121368310876,1.9713352531544266,0.42277946873995842,0.040565655525204476,125.18004199999999,0
13,1.3,ego,-1,,2.1025959190025878,0.17146180129896121,0.0074785193339143019,1.0645964014998361,,,2.1025959190025878,0.29597244408431811,0.03894638549606156,220.278921,0
13,1.3,obstacle,0,turn_right,5.3471181393673399,0.12749023498575471,,,0.2627634461116985,-0.056006043198654931,2.1025959190025878,0.29597244408431811,0.03894638549606156,220.278921,0
14,1.4000000000000001,ego,-1,,2.1840016313983828,0.1691468541388203,-0.072521470287218365,0.5645967757576773,,,2.1840016313983828,0.24885521922404785,0.038519893689298347,121.82811599999999,0
14,1.4000000000000001,obstacle,0,turn_left,5.3735506534382447,0.12268032284892361,,,0.26432514070905472,-0.048099121368310883,2.1840016313983828,0.24885521922404785,0.038519893689298347,121.82811599999999,0
15,1.5,ego,-1,,2.2171463406180107,0.16571182445045593,-0.15252132161197574,0.1019970801513459,,,2.2171463406180107,0.28261217995333121,0.037203650114098499,119.415938,0
15,1.5,obstacle,0,turn_right,5.3998269980494138,0.11707971852905812,,,0.2627634461116985,-0.056006043198654938,2.2171463406180107,0.28261217995333121,0.037203650114098499,119.415938,0
16,1.6000000000000001,ego,-1,,2.2422017900385023,0.16308128517957871,-0.072555477311929767,0.40198451685775516,,,2.2422017900385023,0.24258387046728003,0.035917497099843217,270.58190999999999,0
16,1.6000000000000001,obstacle,0,turn_right,5.425923526264298,0.11069346219201665,,,0.26096528214884224,-0.06386256337041471,2.2422017900385023,0.24258387046728003,0.035917497099843217,270.58190999999999,0
17,1.7000000000000002,ego,-1,,2.2973625723812634,0.16147570993669544,0.0071387082482552711,0.70198328588091585,,,2.2973625723812634,0.20676215107031104,0.034682468546315286,128.72082600000002,0
17,1.7000000000000002,obstacle,0,turn_right,5.4518167529689663,0.10352730103744316,,,0.25893226704668015,-0.071661611545734819,2.2973625723812634,0.20676215107031104,0.034682468546315286,128.72082600000002,0
18,1.8,ego,-1,,2.3825499423554382,0.1605360815776728,-0.027183987321041596,1.0019505248312266,,,2.3825499423554382,0.14594290027121737,0.033430805640357532,118.41729199999999,0
18,1.8,obstacle,0,constant_velocity,5.4777099796736346,0.096361139882869679,,,0.25893226704668015,-0.071661611545734819,2.3825499423554382,0.14594290027121737,0.033430805640357532,118.41729199999999,0
19,1.9000000000000001,ego,-1,,2.4974850798417947,0.15319388016392299,-0.097359598265552821,1.3019077553296921,,,2.4974850798417947,0.073605511321445549,0.032389913636922806,120.417929,0
19,1.9000000000000001,obstacle,0,turn_right,5.5033766027117919,0.088421522972101943,,,0.25666623038157976,-0.079396169107677425,2.4974850798417947,0.073605511321445549,0.032389913636922806,120.417929,0
20,2,ego,-1,,2.6289532739156241,0.13557146698764658,-0.16869348832409642,1.3515350663413617,,,2.6289532739156241,0.019522622650165689,0.031388866347322832,229.592443,0
20,2,obstacle,0,turn_right,5.5287935238551507,0.079715595424451557,,,0.25416921143358673,-0.087059275476503759,2.6289532739156241,0.019522622650165689,0.031388866347322832,229.592443,0
21,2.1000000000000001,ego,-1,,2.7583540429033038,0.10835238680888065,-0.24652217085525913,1.2937826372665759,,,2.7583540429033038,0.018275901393298377,0.03137372673262584,197.630244,0
21,2.1000000000000001,obstacle,0,turn_left,5.5544601468933088,0.071775978513683822,,,0.25666623038157976,-0.079396169107677425,2.7583540429033038,0.018275901393298377,0.03137372673262584,197.630244,0
22,2.2000000000000002,ego,-1,,2.8814500189781529,0.074798870663181527,-0.28589136638707702,1.2581233417599376,,,2.8814500189781529,0.0054144252250648561,0.030507296800022666,120.940006,0
22,2.2000000000000002,obstacle,0,turn_right,5.5798770680366676,0.063070050966033436,,,0.25416921143358673,-0.087059275476503759,2.8814500189781529,0.0054144252250648561,0.030507296800022666,120.940006,0
