step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,151.59893699999998,1,1,0,3.7408844798179888,20,0,-1,-1,-1,-1,1,-1,-1,0,0
1,136.99333999999999,1,1,0,0.076625799049516621,20,1,0,-1,-1,-1,1,-1,-1,0,0
2,295.24545599999999,1,1,0,0.082392552392997212,20,1,1,-1,1,1,1,-1,-1,0,0
3,125.188664,1,1,0,0.094387579927876858,20,1,0,-1,-1,-1,1,-1,-1,0,0
4,220.90899300000001,1,1,0,0.21598381225527966,20,1,1,-1,1,1,1,-1,-1,0,0
5,146.53247999999999,1,1,0,0.017285775618906377,20,1,0,-1,-1,-1,1,-1,-1,0,0
6,274.89882499999999,1,1,0,0.092237366661993572,20,1,1,-1,1,1,1,-1,-1,0,0
7,121.15436200000001,1,1,0,0.085639288009712294,20,1,0,-1,-1,-1,1,-1,-1,0,0
8,129.35119499999999,1,1,0,0.10296746769945922,20,1,0,-1,-1,-1,1,-1,-1,0,0
9,284.91816899999998,1,1,0,0.60479260664318324,20,1,1,-1,1,1,1,-1,-1,0,0
10,118.044353,1,1,0,0.10434344146649814,20,1,0,-1,-1,-1,1,-1,-1,0,0
11,110.50557599999999,1,1,0,0.13052073128687888,20,1,0,-1,-1,-1,1,-1,-1,0,0
12,325.28043200000002,1,1,0,10.669159826188775,20,1,1,-1,1,1,1,-1,-1,0,0
13,128.77571600000002,1,1,0,0.78860043682105807,20,1,0,-1,-1,-1,1,-1,-1,0,0
14,134.85969800000001,1,1,0,0.75838503859703232,20,1,0,-1,-1,-1,1,-1,-1,0,0
15,218.60787000000002,1,1,0,0.73097147389186112,20,1,1,-1,0,1,1,-1,-1,0,0
16,121.054284,1,1,0,0.70327550795800686,20,1,0,-1,-1,-1,1,-1,-1,0,0
17,220.198521,1,1,0,0.3556211936961759,20,1,1,-1,0,1,1,-1,-1,0,0
18,118.33991,1,1,0,0.12902368713024331,20,1,0,-1,-1,-1,1,-1,-1,0,0
19,125.25518099999999,1,1,0,0.043135593133399756,20,1,0,-1,-1,-1,1,-1,-1,0,0
20,216.112808,1,1,0,0.94702393231420667,20,1,1,-1,0,1,1,-1,-1,0,0
21,124.105535,1,1,0,0.039390323501287045,20,1,0,-1,-1,-1,1,-1,-1,0,0
22,119.64866600000001,1,1,0,0.20729326902161746,20,1,0,-1,-1,-1,1,-1,-1,0,0
23,121.03238900000001,1,1,0,0.50335280764056833,20,1,0,-1,-1,-1,1,-1,-1,0,0
24,197.47447400000001,1,1,0,0.12148121415903773,20,1,1,-1,0,1,1,-1,-1,0,0
25,118.76248100000001,1,1,0,0.06846400238244052,20,1,0,-1,-1,-1,1,-1,-1,0,0
26,120.163194,1,1,0,0.3904850569746286,20,1,0,-1,-1,-1,1,-1,-1,0,0
27,123.813969,1,1,0,0.75267796779233676,20,1,0,-1,-1,-1,1,-1,-1,0,0
28,230.99949699999999,1,1,0,0.57166015001230286,20,1,1,-1,0,1,1,-1,-1,0,0
29,113.59857299999999,1,1,0,0.53275692166898592,20,1,0,-1,-1,-1,1,-1,-1,0,0
30,126.60459600000002,1,1,0,0.67789627366366134,20,1,1,-1,0,1,1,-1,-1,0,0
31,132.28105300000001,1,1,0,0.68387407103380482,20,1,0,-1,-1,-1,1,-1,-1,0,0
32,119.94562500000001,1,1,0,0.56541153089483664,20,1,0,-1,-1,-1,1,-1,-1,0,0
33,113.516688,1,1,0,0.7052767022704286,20,1,0,-1,-1,-1,1,-1,-1,0,0
34,126.25166800000001,1,1,0,0.17898394749872626,20,1,0,-1,-1,-1,1,-1,-1,0,0
35,213.14833999999999,1,1,0,0.19885722638783079,20,1,1,-1,1,1,1,-1,-1,0,0
36,116.133503,1,1,0,1.2820893871688397,20,1,0,-1,-1,-1,1,-1,-1,0,0
37,121.639965,1,1,0,0.70475095991609971,20,1,0,-1,-1,-1,1,-1,-1,0,0
38,192.767112,1,1,0,0.67497657827621038,20,1,1,-1,0,1,1,-1,-1,0,0
39,111.727276,1,1,0,0.7802107997999258,20,1,0,-1,-1,-1,1,-1,-1,0,0
40,109.663158,1,1,0,0.6940759846493979,20,1,0,-1,-1,-1,1,-1,-1,0,0
41,222.98754600000001,1,1,0,0.65822078804343742,20,1,1,-1,0,1,1,-1,-1,0,0
42,106.946804,1,1,0,0.6399410069512933,20,1,0,-1,-1,-1,1,-1,-1,0,0
43,114.000045,1,1,0,0.64885105420337086,20,1,0,-1,-1,-1,1,-1,-1,0,0
44,209.945776,1,1,0,0.81680399521386171,20,1,1,-1,0,1,1,-1,-1,0,0
45,109.196765,1,1,0,0.52955566875101745,20,1,0,-1,-1,-1,1,-1,-1,0,0
46,114.16884400000001,1,1,0,0.24224315154276088,20,1,0,-1,-1,-1,1,-1,-1,0,0
47,198.145363,1,1,0,0.64075325950803952,20,1,1,-1,0,1,1,-1,-1,0,0
48,104.451972,1,1,0,0.30993908468863945,20,1,0,-1,-1,-1,1,-1,-1,0,0
49,109.651471,1,1,0,0.40787238526570291,20,1,0,-1,-1,-1,1,-1,-1,0,0
50,104.23646000000001,1,1,0,0.11134727505528424,20,1,0,-1,-1,-1,1,-1,-1,0,0
51,100.87583699999999,1,1,0,0.10920888410642297,20,1,0,-1,-1,-1,1,-1,-1,0,0
52,102.137906,1,1,0,0.016170967479847802,20,1,0,-1,-1,-1,1,-1,-1,0,0
53,103.75011600000001,1,1,0,0.01652864570859789,20,1,0,-1,-1,-1,1,-1,-1,0,0
54,96.550660999999991,1,1,0,0.047061268964390071,20,1,0,-1,-1,-1,1,-1,-1,0,0
55,104.137964,1,1,0,0.078076439342426515,20,1,0,-1,-1,-1,1,-1,-1,0,0
56,100.960196,1,1,0,0.18454474040444077,20,1,0,-1,-1,-1,1,-1,-1,0,0
57,102.151787,1,1,0,0.11715686284957579,20,1,0,-1,-1,-1,1,-1,-1,0,0
58,97.770198000000008,1,1,0,0.044349369209428106,20,1,0,-1,-1,-1,1,-1,-1,0,0
59,97.709907999999999,1,1,0,0.030785998731795081,20,1,0,-1,-1,-1,1,-1,-1,0,0
60,97.919596999999996,1,1,0,0.0020226819794633023,20,1,0,-1,-1,-1,1,-1,-1,0,0
61,94.493651,1,1,0,0.0084442968141359796,20,1,0,-1,-1,-1,1,-1,-1,0,0
62,95.700311999999997,1,1,0,0.0051264484503528726,20,1,0,-1,-1,-1,1,-1,-1,0,0
63,97.716622000000001,1,1,0,0.0015096714208080451,20,1,0,-1,-1,-1,1,-1,-1,0,0
64,96.101934999999997,1,1,0,0.00023155424919541924,20,1,0,-1,-1,-1,1,-1,-1,0,0
65,94.281607000000008,1,1,0,0.0053527679593710189,20,1,0,-1,-1,-1,1,-1,-1,0,0
