step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,39.300187000000001,1,0,0,8.9954349005577701,40,0,-1,-1,-1,-1,1,-1,-1,0,0
1,37.401242000000003,1,0,0,7.5796014605787985,40,1,-1,-1,-1,-1,1,-1,-1,0,0
2,40.527865000000006,1,0,0,0.24851626019540043,40,1,-1,-1,-1,-1,1,-1,-1,0,0
3,40.040022,1,0,0,0.025999482636516077,40,1,-1,-1,-1,-1,1,-1,-1,0,0
4,36.456282999999999,1,0,0,0.42728320846198475,40,1,-1,-1,-1,-1,1,-1,-1,0,0
5,37.628157000000002,1,0,0,0.071016037511332578,40,1,-1,-1,-1,-1,1,-1,-1,0,0
6,43.938710999999998,1,0,0,0.032703023353952289,40,1,-1,-1,-1,-1,1,-1,-1,0,0
7,40.892558000000001,1,0,0,0.0042344257504853015,40,1,-1,-1,-1,-1,1,-1,-1,0,0
8,41.491689999999998,1,0,0,0.02308688848360739,40,1,-1,-1,-1,-1,1,-1,-1,0,0
9,41.910392999999999,1,0,0,0.0094809440709789534,40,1,-1,-1,-1,-1,1,-1,-1,0,0
10,40.321247999999997,1,0,0,0.46701782900401145,40,1,-1,-1,-1,-1,1,-1,-1,0,0
11,40.029091000000001,1,0,0,0.43818669529286153,40,1,-1,-1,-1,-1,1,-1,-1,0,0
12,39.300497,1,0,0,0.50371664326704457,40,1,-1,-1,-1,-1,1,-1,-1,0,0
13,42.114085000000003,1,0,0,0.35208689406492394,40,1,-1,-1,-1,-1,1,-1,-1,0,0
14,38.551905999999995,1,0,0,0.077912648523336181,40,1,-1,-1,-1,-1,1,-1,-1,0,0
15,40.691901999999999,1,0,0,0.0082064925876282353,40,1,-1,-1,-1,-1,1,-1,-1,0,0
16,42.971088999999999,1,0,0,1.9462311350925261,40,1,-1,-1,-1,-1,1,-1,-1,0,0
17,39.413519000000001,1,0,0,1.5957571475544268,40,1,-1,-1,-1,-1,1,-1,-1,0,0
18,39.233102000000002,1,0,0,0.24611729071054728,40,1,-1,-1,-1,-1,1,-1,-1,0,0
19,36.886376999999996,1,0,0,0.28153095577926657,40,1,-1,-1,-1,-1,1,-1,-1,0,0
20,37.545231000000001,1,0,0,0.045837591146090657,40,1,-1,-1,-1,-1,1,-1,-1,0,0
21,44.032076000000004,1,0,0,0.73182620984569213,40,1,-1,-1,-1,-1,1,-1,-1,0,0
22,44.537050999999998,1,0,0,0.48117583608819225,40,1,-1,-1,-1,-1,1,-1,-1,0,0
23,38.602530000000002,1,0,0,0.7906198246278906,40,1,-1,-1,-1,-1,1,-1,-1,0,0
24,42.491222,1,0,0,0.70232529304982461,40,1,-1,-1,-1,-1,1,-1,-1,0,0
25,51.212989999999998,1,0,0,0.5328455058517072,40,1,-1,-1,-1,-1,1,-1,-1,0,0
26,38.370687000000004,1,0,0,0.79305888391202672,40,1,-1,-1,-1,-1,1,-1,-1,0,0
27,38.541806999999999,1,0,0,1.7551167401037633,40,1,-1,-1,-1,-1,1,-1,-1,0,0
28,35.880583999999999,1,0,0,0.65263498006765819,40,1,-1,-1,-1,-1,1,-1,-1,0,0
29,37.232715999999996,1,0,0,0.90123828635569159,40,1,-1,-1,-1,-1,1,-1,-1,0,0
30,36.934618,1,0,0,0.84909900387062398,40,1,-1,-1,-1,-1,1,-1,-1,0,0
31,37.720429000000003,1,0,0,0.81449224550060118,40,1,-1,-1,-1,-1,1,-1,-1,0,0
