step,attempt,obstacle_id,source_mode,target_mode,cost,radius_observation_count
0,0,0,constant_velocity,constant_velocity,0,1
0,0,0,constant_velocity,turn_left,0.0057816867330241833,1
0,0,0,constant_velocity,turn_right,0.0057816867330241833,1
0,0,0,turn_left,constant_velocity,0.0057816867330241833,1
0,0,0,turn_left,turn_left,0,1
0,0,0,turn_left,turn_right,0.011535094498796139,1
0,0,0,turn_right,constant_velocity,0.0057816867330241833,1
0,0,0,turn_right,turn_left,0.011535094498796139,1
0,0,0,turn_right,turn_right,0,1
1,0,0,constant_velocity,constant_velocity,0,2
1,0,0,constant_velocity,turn_left,0.0057816867330239803,2
1,0,0,constant_velocity,turn_right,0.0057816867330244999,2
1,0,0,turn_left,constant_velocity,0.0057816867330239803,2
1,0,0,turn_left,turn_left,0,2
1,0,0,turn_left,turn_right,0.011535094498796201,2
1,0,0,turn_right,constant_velocity,0.0057816867330244999,2
1,0,0,turn_right,turn_left,0.011535094498796201,2
1,0,0,turn_right,turn_right,0,2
2,0,0,constant_velocity,constant_velocity,0,3
2,0,0,constant_velocity,turn_left,0.0057816867330241833,3
2,0,0,constant_velocity,turn_right,0.0057816867330241833,3
2,0,0,turn_left,constant_velocity,0.0057816867330241833,3
2,0,0,turn_left,turn_left,0,3
2,0,0,turn_left,turn_right,0.011535094498796139,3
2,0,0,turn_right,constant_velocity,0.0057816867330241833,3
2,0,0,turn_right,turn_left,0.011535094498796139,3
2,0,0,turn_right,turn_right,0,3
3,0,0,constant_velocity,constant_velocity,0,4
3,0,0,constant_velocity,turn_left,0.0057816867330239803,4
3,0,0,constant_velocity,turn_right,0.0057816867330244999,4
3,0,0,turn_left,constant_velocity,0.0057816867330239803,4
3,0,0,turn_left,turn_left,0,4
3,0,0,turn_left,turn_right,0.011535094498796201,4
3,0,0,turn_right,constant_velocity,0.0057816867330244999,4
3,0,0,turn_right,turn_left,0.011535094498796201,4
3,0,0,turn_right,turn_right,0,4
4,0,0,constant_velocity,constant_velocity,0,5
4,0,0,constant_velocity,turn_left,0.0057816867330239803,5
4,0,0,constant_velocity,turn_right,0.0057816867330244999,5
4,0,0,turn_left,constant_velocity,0.0057816867330239803,5
4,0,0,turn_left,turn_left,0,5
4,0,0,turn_left,turn_right,0.011535094498796201,5
4,0,0,turn_right,constant_velocity,0.0057816867330244999,5
4,0,0,turn_right,turn_left,0.011535094498796201,5
4,0,0,turn_right,turn_right,0,5
5,0,0,constant_velocity,constant_velocity,0,6
5,0,0,constant_velocity,turn_left,0.0057816867330241833,6
5,0,0,constant_velocity,turn_right,0.0057816867330241833,6
5,0,0,turn_left,constant_velocity,0.0057816867330241833,6
5,0,0,turn_left,turn_left,0,6
5,0,0,turn_left,turn_right,0.011535094498796139,6
5,0,0,turn_right,constant_velocity,0.0057816867330241833,6
5,0,0,turn_right,turn_left,0.011535094498796139,6
5,0,0,turn_right,turn_right,0,6
6,0,0,constant_velocity,constant_velocity,0,7
6,0,0,constant_velocity,turn_left,0.0057816867330239803,7
6,0,0,constant_velocity,turn_right,0.0057816867330244999,7
6,0,0,turn_left,constant_velocity,0.0057816867330239803,7
6,0,0,turn_left,turn_left,0,7
6,0,0,turn_left,turn_right,0.011535094498796201,7
6,0,0,turn_right,constant_velocity,0.0057816867330244999,7
6,0,0,turn_right,turn_left,0.011535094498796201,7
6,0,0,turn_right,turn_right,0,7
7,0,0,constant_velocity,constant_velocity,0,8
7,0,0,constant_velocity,turn_left,0.0057816867330241174,8
7,0,0,constant_velocity,turn_right,0.0057816867330241477,8
7,0,0,turn_left,constant_velocity,0.0057816867330241174,8
7,0,0,turn_left,turn_left,0,8
7,0,0,turn_left,turn_right,0.011535094498796269,8
7,0,0,turn_right,constant_velocity,0.0057816867330241477,8
7,0,0,turn_right,turn_left,0.011535094498796269,8
7,0,0,turn_right,turn_right,0,8
8,0,0,constant_velocity,constant_velocity,0,9
8,0,0,constant_velocity,turn_left,0.0057816867330241174,9
8,0,0,constant_velocity,turn_right,0.0057816867330241477,9
8,0,0,turn_left,constant_velocity,0.0057816867330241174,9
8,0,0,turn_left,turn_left,0,9
8,0,0,turn_left,turn_right,0.011535094498796269,9
8,0,0,turn_right,constant_velocity,0.0057816867330241477,9
8,0,0,turn_right,turn_left,0.011535094498796269,9
8,0,0,turn_right,turn_right,0,9
9,0,0,constant_velocity,constant_velocity,0,10
9,0,0,constant_velocity,turn_left,0.0057816867330239803,10
9,0,0,constant_velocity,turn_right,0.0057816867330244999,10
9,0,0,turn_left,constant_velocity,0.0057816867330239803,10
9,0,0,turn_left,turn_left,0,10
9,0,0,turn_left,turn_right,0.011535094498796201,10
9,0,0,turn_right,constant_velocity,0.0057816867330244999,10
9,0,0,turn_right,turn_left,0.011535094498796201,10
9,0,0,turn_right,turn_right,0,10
10,0,0,constant_velocity,constant_velocity,0,11
10,0,0,constant_velocity,turn_left,0.0057816867330241174,11
10,0,0,constant_velocity,turn_right,0.0057816867330241477,11
10,0,0,turn_left,constant_velocity,0.0057816867330241174,11
10,0,0,turn_left,turn_left,0,11
10,0,0,turn_left,turn_right,0.011535094498796269,11
10,0,0,turn_right,constant_velocity,0.0057816867330241477,11
10,0,0,turn_right,turn_left,0.011535094498796269,11
10,0,0,turn_right,turn_right,0,11
11,0,0,constant_velocity,constant_velocity,0,12
11,0,0,constant_velocity,turn_left,0.0057816867330241174,12
11,0,0,constant_velocity,turn_right,0.0057816867330241477,12
11,0,0,turn_left,constant_velocity,0.0057816867330241174,12
11,0,0,turn_left,turn_left,0,12
11,0,0,turn_left,turn_right,0.011535094498796269,12
11,0,0,turn_right,constant_velocity,0.0057816867330241477,12
11,0,0,turn_right,turn_left,0.011535094498796269,12
11,0,0,turn_right,turn_right,0,12
12,0,0,constant_velocity,constant_velocity,0,13
12,0,0,constant_velocity,turn_left,0.0057816867330239803,13
12,0,0,constant_velocity,turn_right,0.0057816867330244999,13
12,0,0,turn_left,constant_velocity,0.0057816867330239803,13
12,0,0,turn_left,turn_left,0,13
12,0,0,turn_left,turn_right,0.011535094498796201,13
12,0,0,turn_right,constant_velocity,0.0057816867330244999,13
12,0,0,turn_right,turn_left,0.011535094498796201,13
12,0,0,turn_right,turn_right,0,13
13,0,0,constant_velocity,constant_velocity,0,14
13,0,0,constant_velocity,turn_left,0.0057816867330241174,14
13,0,0,constant_velocity,turn_right,0.0057816867330241477,14
13,0,0,turn_left,constant_velocity,0.0057816867330241174,14
13,0,0,turn_left,turn_left,0,14
13,0,0,turn_left,turn_right,0.011535094498796269,14
13,0,0,turn_right,constant_velocity,0.0057816867330241477,14
13,0,0,turn_right,turn_left,0.011535094498796269,14
13,0,0,turn_right,turn_right,0,14
14,0,0,constant_velocity,constant_velocity,0,15
14,0,0,constant_velocity,turn_left,0.0057816867330239803,15
14,0,0,constant_velocity,turn_right,0.0057816867330244999,15
14,0,0,turn_left,constant_velocity,0.0057816867330239803,15
14,0,0,turn_left,turn_left,0,15
14,0,0,turn_left,turn_right,0.011535094498796201,15
14,0,0,turn_right,constant_velocity,0.0057816867330244999,15
14,0,0,turn_right,turn_left,0.011535094498796201,15
14,0,0,turn_right,turn_right,0,15
15,0,0,constant_velocity,constant_velocity,0,16
15,0,0,constant_velocity,turn_left,0.0057816867330241174,16
15,0,0,constant_velocity,turn_right,0.0057816867330241477,16
15,0,0,turn_left,constant_velocity,0.0057816867330241174,16
15,0,0,turn_left,turn_left,0,16
15,0,0,turn_left,turn_right,0.011535094498796269,16
15,0,0,turn_right,constant_velocity,0.0057816867330241477,16
15,0,0,turn_right,turn_left,0.011535094498796269,16
15,0,0,turn_right,turn_right,0,16
16,0,0,constant_velocity,constant_velocity,0,17
16,0,0,constant_velocity,turn_left,0.0057816867330241174,17
16,0,0,constant_velocity,turn_right,0.0057816867330241477,17
16,0,0,turn_left,constant_velocity,0.0057816867330241174,17
16,0,0,turn_left,turn_left,0,17
16,0,0,turn_left,turn_right,0.011535094498796269,17
16,0,0,turn_right,constant_velocity,0.0057816867330241477,17
16,0,0,turn_right,turn_left,0.011535094498796269,17
16,0,0,turn_right,turn_right,0,17
17,0,0,constant_velocity,constant_velocity,0,18
17,0,0,constant_velocity,turn_left,0.0057816867330248087,18
17,0,0,constant_velocity,turn_right,0.0057816867330235779,18
17,0,0,turn_left,constant_velocity,0.0057816867330248087,18
17,0,0,turn_left,turn_left,0,18
17,0,0,turn_left,turn_right,0.011535094498796349,18
17,0,0,turn_right,constant_velocity,0.0057816867330235779,18
17,0,0,turn_right,turn_left,0.011535094498796349,18
17,0,0,turn_right,turn_right,0,18
18,0,0,constant_velocity,constant_velocity,0,19
18,0,0,constant_velocity,turn_left,0.0057816867330248087,19
18,0,0,constant_velocity,turn_right,0.0057816867330235779,19
18,0,0,turn_left,constant_velocity,0.0057816867330248087,19
18,0,0,turn_left,turn_left,0,19
18,0,0,turn_left,turn_right,0.011535094498796349,19
18,0,0,turn_right,constant_velocity,0.0057816867330235779,19
18,0,0,turn_right,turn_left,0.011535094498796349,19
18,0,0,turn_right,turn_right,0,19
19,0,0,constant_velocity,constant_velocity,0,20
19,0,0,constant_velocity,turn_left,0.0057816867330241174,20
19,0,0,constant_velocity,turn_right,0.0057816867330241477,20
19,0,0,turn_left,constant_velocity,0.0057816867330241174,20
19,0,0,turn_left,turn_left,0,20
19,0,0,turn_left,turn_right,0.011535094498796269,20
19,0,0,turn_right,constant_velocity,0.0057816867330241477,20
19,0,0,turn_right,turn_left,0.011535094498796269,20
19,0,0,turn_right,turn_right,0,20
20,0,0,constant_velocity,constant_velocity,0,21
20,0,0,constant_velocity,turn_left,0.0057816867330239803,21
20,0,0,constant_velocity,turn_right,0.0057816867330244999,21
20,0,0,turn_left,constant_velocity,0.0057816867330239803,21
20,0,0,turn_left,turn_left,0,21
20,0,0,turn_left,turn_right,0.011535094498796201,21
20,0,0,turn_right,constant_velocity,0.0057816867330244999,21
20,0,0,turn_right,turn_left,0.011535094498796201,21
20,0,0,turn_right,turn_right,0,21
21,0,0,constant_velocity,constant_velocity,0,22
21,0,0,constant_velocity,turn_left,0.0057816867330241833,22
21,0,0,constant_velocity,turn_right,0.0057816867330241833,22
21,0,0,turn_left,constant_velocity,0.0057816867330241833,22
21,0,0,turn_left,turn_left,0,22
21,0,0,turn_left,turn_right,0.011535094498796139,22
21,0,0,turn_right,constant_velocity,0.0057816867330241833,22
21,0,0,turn_right,turn_left,0.011535094498796139,22
21,0,0,turn_right,turn_right,0,22
22,0,0,constant_velocity,constant_velocity,0,23
22,0,0,constant_velocity,turn_left,0.0057816867330239803,23
22,0,0,constant_velocity,turn_right,0.0057816867330244999,23
22,0,0,turn_left,constant_velocity,0.0057816867330239803,23
22,0,0,turn_left,turn_left,0,23
22,0,0,turn_left,turn_right,0.011535094498796201,23
22,0,0,turn_right,constant_velocity,0.0057816867330244999,23
22,0,0,turn_right,turn_left,0.011535094498796201,23
22,0,0,turn_right,turn_right,0,23
23,0,0,constant_velocity,constant_velocity,0,24
23,0,0,constant_velocity,turn_left,0.0057816867330241833,24
23,0,0,constant_velocity,turn_right,0.0057816867330241833,24
23,0,0,turn_left,constant_velocity,0.0057816867330241833,24
23,0,0,turn_left,turn_left,0,24
23,0,0,turn_left,turn_right,0.011535094498796139,24
23,0,0,turn_right,constant_velocity,0.0057816867330241833,24
23,0,0,turn_right,turn_left,0.011535094498796139,24
23,0,0,turn_right,turn_right,0,24
24,0,0,constant_velocity,constant_velocity,0,25
24,0,0,constant_velocity,turn_left,0.0057816867330239803,25
24,0,0,constant_velocity,turn_right,0.0057816867330244999,25
24,0,0,turn_left,constant_velocity,0.0057816867330239803,25
24,0,0,turn_left,turn_left,0,25
24,0,0,turn_left,turn_right,0.011535094498796201,25
24,0,0,turn_right,constant_velocity,0.0057816867330244999,25
24,0,0,turn_right,turn_left,0.011535094498796201,25
24,0,0,turn_right,turn_right,0,25
25,0,0,constant_velocity,constant_velocity,0,26
25,0,0,constant_velocity,turn_left,0.0057816867330241174,26
25,0,0,constant_velocity,turn_right,0.0057816867330241477,26
25,0,0,turn_left,constant_velocity,0.0057816867330241174,26
25,0,0,turn_left,turn_left,0,26
25,0,0,turn_left,turn_right,0.011535094498796269,26
25,0,0,turn_right,constant_velocity,0.0057816867330241477,26
25,0,0,turn_right,turn_left,0.011535094498796269,26
25,0,0,turn_right,turn_right,0,26
26,0,0,constant_velocity,constant_velocity,0,27
26,0,0,constant_velocity,turn_left,0.0057816867330248087,27
26,0,0,constant_velocity,turn_right,0.0057816867330235779,27
26,0,0,turn_left,constant_velocity,0.0057816867330248087,27
26,0,0,turn_left,turn_left,0,27
26,0,0,turn_left,turn_right,0.011535094498796349,27
26,0,0,turn_right,constant_velocity,0.0057816867330235779,27
26,0,0,turn_right,turn_left,0.011535094498796349,27
26,0,0,turn_right,turn_right,0,27
27,0,0,constant_velocity,constant_velocity,0,28
27,0,0,constant_velocity,turn_left,0.0057816867330241174,28
27,0,0,constant_velocity,turn_right,0.0057816867330241477,28
27,0,0,turn_left,constant_velocity,0.0057816867330241174,28
27,0,0,turn_left,turn_left,0,28
27,0,0,turn_left,turn_right,0.011535094498796269,28
27,0,0,turn_right,constant_velocity,0.0057816867330241477,28
27,0,0,turn_right,turn_left,0.011535094498796269,28
27,0,0,turn_right,turn_right,0,28
28,0,0,constant_velocity,constant_velocity,0,29
28,0,0,constant_velocity,turn_left,0.0057816867330239803,29
28,0,0,constant_velocity,turn_right,0.0057816867330244999,29
28,0,0,turn_left,constant_velocity,0.0057816867330239803,29
28,0,0,turn_left,turn_left,0,29
28,0,0,turn_left,turn_right,0.011535094498796201,29
28,0,0,turn_right,constant_velocity,0.0057816867330244999,29
28,0,0,turn_right,turn_left,0.011535094498796201,29
28,0,0,turn_right,turn_right,0,29
29,0,0,constant_velocity,constant_velocity,0,30
29,0,0,constant_velocity,turn_left,0.0057816867330241833,30
29,0,0,constant_velocity,turn_right,0.0057816867330241833,30
29,0,0,turn_left,constant_velocity,0.0057816867330241833,30
29,0,0,turn_left,turn_left,0,30
29,0,0,turn_left,turn_right,0.011535094498796139,30
29,0,0,turn_right,constant_velocity,0.0057816867330241833,30
29,0,0,turn_right,turn_left,0.011535094498796139,30
29,0,0,turn_right,turn_right,0,30
30,0,0,constant_velocity,constant_velocity,0,31
30,0,0,constant_velocity,turn_left,0.0057816867330241833,31
30,0,0,constant_velocity,turn_right,0.0057816867330241833,31
30,0,0,turn_left,constant_velocity,0.0057816867330241833,31
30,0,0,turn_left,turn_left,0,31
30,0,0,turn_left,turn_right,0.011535094498796139,31
30,0,0,turn_right,constant_velocity,0.0057816867330241833,31
30,0,0,turn_right,turn_left,0.011535094498796139,31
30,0,0,turn_right,turn_right,0,31
31,0,0,constant_velocity,constant_velocity,0,32
31,0,0,constant_velocity,turn_left,0.0057816867330239803,32
31,0,0,constant_velocity,turn_right,0.0057816867330244999,32
31,0,0,turn_left,constant_velocity,0.0057816867330239803,32
31,0,0,turn_left,turn_left,0,32
31,0,0,turn_left,turn_right,0.011535094498796201,32
31,0,0,turn_right,constant_velocity,0.0057816867330244999,32
31,0,0,turn_right,turn_left,0.011535094498796201,32
31,0,0,turn_right,turn_right,0,32
32,0,0,constant_velocity,constant_velocity,0,33
32,0,0,constant_velocity,turn_left,0.0057816867330239803,33
