step,attempt,success,dro_enabled,solve_ms,scenario_count,qp_calls
0,0,1,0,42.42633,40,10
1,0,1,0,37.748612999999999,40,10
2,0,1,0,38.600578000000006,40,10
3,0,1,0,39.756802,40,10
4,0,1,0,37.247323999999999,40,10
5,0,1,0,43.176966,40,10
6,0,1,0,37.364623999999999,40,10
7,0,1,0,38.648205999999995,40,10
8,0,1,0,40.444951000000003,40,10
9,0,1,0,37.641781999999999,40,10
10,0,1,0,39.321056999999996,40,10
11,0,1,0,47.481074,40,10
12,0,1,0,49.825122,40,10
13,0,1,0,55.351609000000003,40,10
14,0,1,0,40.746103999999995,40,10
15,0,1,0,40.210411999999998,40,10
16,0,1,0,39.54186,40,10
17,0,1,0,37.967953000000001,40,10
18,0,1,0,38.092466999999999,40,10
19,0,1,0,44.858333000000002,40,10
20,0,1,0,41.015549,40,10
21,0,1,0,42.073498999999998,40,10
22,0,1,0,40.022460000000002,40,10
23,0,1,0,46.461614999999995,40,10
24,0,1,0,37.688029999999998,40,10
25,0,1,0,36.708304999999996,40,10
26,0,1,0,37.460153000000005,40,10
27,0,1,0,37.088296,40,10
28,0,1,0,37.270868,40,10
29,0,1,0,37.991467,40,10
30,0,1,0,36.370041999999998,40,10
31,0,1,0,36.933966999999996,40,10
32,0,1,0,38.514186000000002,40,10
33,0,1,0,39.207924999999996,40,10
34,0,1,0,34.804430999999994,40,10
35,0,1,0,36.099464999999995,40,10
36,0,1,0,34.646706000000002,40,10
37,0,1,0,33.654387,40,10
38,0,1,0,34.133074000000001,40,10
39,0,1,0,33.701174999999999,40,10
40,0,1,0,33.168517999999999,40,10
41,0,1,0,31.912676000000001,40,10
42,0,1,0,33.547216999999996,40,10
43,0,1,0,31.624797000000004,40,10
44,0,1,0,31.02214,40,10
45,0,1,0,32.706252999999997,40,10
46,0,1,0,32.180848999999995,40,10
47,0,1,0,31.610631999999999,40,10
48,0,1,0,29.419969999999999,40,10
49,0,1,0,31.597476999999998,40,10
50,0,1,0,31.163363999999998,40,10
51,0,1,0,29.501573,40,10
52,0,1,0,29.830037999999998,40,10
53,0,1,0,29.396846,40,10
54,0,1,0,29.857449000000003,40,10
55,0,1,0,28.764752999999999,40,10
56,0,1,0,28.015400999999997,40,10
57,0,1,0,28.948577,40,10
58,0,1,0,28.172615,40,10
59,0,1,0,27.614970999999997,40,10
