step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,155.54631899999998,1,1,0,3.9375790699859108,20,0,-1,-1,-1,-1,1,-1,-1,0,0
1,138.86635899999999,1,1,0,0.085256724795025718,20,1,0,-1,-1,-1,1,-1,-1,0,0
2,294.27403299999997,1,1,0,0.132727675124926,20,1,1,-1,1,1,1,-1,-1,0,0
3,126.97778400000001,1,1,0,0.11213609644387967,20,1,0,-1,-1,-1,1,-1,-1,0,0
4,241.734747,1,1,0,0.2822682584705497,20,1,1,-1,1,1,1,-1,-1,0,0
5,133.41925499999999,1,1,0,0.036468209653634676,20,1,0,-1,-1,-1,1,-1,-1,0,0
6,224.23208099999999,1,1,0,0.092338999726238949,20,1,1,-1,1,1,1,-1,-1,0,0
7,124.855013,1,1,0,0.064635535164099395,20,1,0,-1,-1,-1,1,-1,-1,0,0
8,146.74163200000001,1,1,0,0.089277040223609966,20,1,0,-1,-1,-1,1,-1,-1,0,0
9,313.24528200000003,1,1,0,0.92210901282062263,20,1,1,-1,1,1,1,-1,-1,0,0
10,145.318062,1,1,0,0.072483988245292008,20,1,0,-1,-1,-1,1,-1,-1,0,0
11,126.08065600000002,1,1,0,0.1718157108236717,20,1,0,-1,-1,-1,1,-1,-1,0,0
12,213.28255199999998,1,1,0,25.639998716602847,20,1,1,-1,1,1,1,-1,-1,0,0
13,117.65449599999999,1,1,0,25.639942180862342,20,1,0,-1,-1,-1,1,-1,-1,0,0
14,301.235343,1,1,0,16.767964217811652,20,1,1,-1,1,1,1,-1,-1,0,0
15,217.368505,1,1,0,9.6398193971732571,20,1,1,-1,1,1,1,-1,-1,0,0
16,132.35861400000002,1,1,0,9.6348505279005785,20,1,0,-1,-1,-1,1,-1,-1,0,0
17,246.81038000000001,1,1,0,4.8009407479526791,20,1,1,-1,1,1,1,-1,-1,0,0
18,125.57139100000001,1,1,0,9.2660199402486327,20,1,0,-1,-1,-1,1,-1,-1,0,0
19,123.209216,1,1,0,6.9615719053502305,20,1,0,-1,-1,-1,1,-1,-1,0,0
20,127.224619,1,1,0,1.5983581397266695,20,1,0,-1,-1,-1,1,-1,-1,0,0
21,209.32858400000001,1,1,0,1.1580186146308986,20,1,1,-1,0,1,1,-1,-1,0,0
22,131.18495999999999,1,1,0,0.21203977079814279,20,1,0,-1,-1,-1,1,-1,-1,0,0
23,242.48675299999999,1,1,0,6.229488085999443,20,1,1,-1,1,1,1,-1,-1,0,0
24,125.96564800000002,1,1,0,0.3277911728012215,20,1,0,-1,-1,-1,1,-1,-1,0,0
25,134.236065,1,1,0,0.67533474376587133,20,1,0,-1,-1,-1,1,-1,-1,0,0
26,134.298249,1,1,0,0.89276399841192944,20,1,0,-1,-1,-1,1,-1,-1,0,0
27,125.38608600000001,1,1,0,0.15617828114835047,20,1,0,-1,-1,-1,1,-1,-1,0,0
28,118.49973799999999,1,1,0,0.33750302286855954,20,1,0,-1,-1,-1,1,-1,-1,0,0
29,210.007937,1,1,0,0.010667168690669238,20,1,1,-1,0,1,1,-1,-1,0,0
30,125.22613699999999,1,1,0,0.20799323422992058,20,1,0,-1,-1,-1,1,-1,-1,0,0
31,233.74517299999999,1,1,0,0.27923957614346362,20,1,1,-1,0,1,1,-1,-1,0,0
32,134.895149,1,1,0,0.7883391185639661,20,1,0,-1,-1,-1,1,-1,-1,0,0
33,286.73925500000001,1,1,0,1.1184188242419539,20,1,1,-1,0,1,1,-1,-1,0,0
34,140.95860199999998,1,1,0,2.1206035138345714,20,1,0,-1,-1,-1,1,-1,-1,0,0
35,235.14683500000001,1,1,0,0.22492382080219775,20,1,1,-1,0,1,1,-1,-1,0,0
36,125.31888299999999,1,1,0,0.59404464955608138,20,1,0,-1,-1,-1,1,-1,-1,0,0
37,220.03134599999998,1,1,0,25.636021380845705,20,1,1,-1,1,1,1,-1,-1,0,0
38,129.04490900000002,1,1,0,19.875604042500616,20,1,0,-1,-1,-1,1,-1,-1,0,0
39,121.300819,1,1,0,0.9143324653871816,20,1,0,-1,-1,-1,1,-1,-1,0,0
40,123.89198499999999,1,1,0,5.6146443963591839,20,1,0,-1,-1,-1,1,-1,-1,0,0
