step,solve_ms,success,certificate_requested,certified,applied_control_effort,scenario_count,backup_available,backup_removal_budget_exceeded,backup_dro_failed,braking_collision_feasible,any_homotopy_geometrically_feasible,last_qp_converged,sqp_sampled_collision_feasible,fallback_sampled_collision_feasible,nominal_fallback_attempted,used_nominal_fallback
0,42.795400999999998,1,0,0,8.9954273788768067,40,0,-1,-1,-1,-1,1,-1,-1,0,0
1,38.249399000000004,1,0,0,7.5796083596187245,40,1,-1,-1,-1,-1,1,-1,-1,0,0
2,38.673062000000002,1,0,0,0.24851652167472715,40,1,-1,-1,-1,-1,1,-1,-1,0,0
3,37.514282000000001,1,0,0,0.0009475941635379171,40,1,-1,-1,-1,-1,1,-1,-1,0,0
4,36.574252000000001,1,0,0,0.10553133020016854,40,1,-1,-1,-1,-1,1,-1,-1,0,0
5,37.618938,1,0,0,0.007828243462974286,40,1,-1,-1,-1,-1,1,-1,-1,0,0
6,40.241559000000002,1,0,0,0.00077639117130103063,40,1,-1,-1,-1,-1,1,-1,-1,0,0
7,38.682169000000002,1,0,0,0.0040310892647394455,40,1,-1,-1,-1,-1,1,-1,-1,0,0
8,37.120434000000003,1,0,0,0.0001217765179830949,40,1,-1,-1,-1,-1,1,-1,-1,0,0
9,37.496078000000004,1,0,0,0.0073351340981008184,40,1,-1,-1,-1,-1,1,-1,-1,0,0
10,54.544189000000003,1,0,0,0.026411681141328715,40,1,-1,-1,-1,-1,1,-1,-1,0,0
11,37.655095000000003,1,0,0,0.27791336572746322,40,1,-1,-1,-1,-1,1,-1,-1,0,0
12,41.204571999999999,1,0,0,0.51606255219864117,40,1,-1,-1,-1,-1,1,-1,-1,0,0
13,39.057881999999999,1,0,0,0.30134807357861954,40,1,-1,-1,-1,-1,1,-1,-1,0,0
14,38.262763999999997,1,0,0,0.079915939372421307,40,1,-1,-1,-1,-1,1,-1,-1,0,0
15,36.871779000000004,1,0,0,0.0037917022802334667,40,1,-1,-1,-1,-1,1,-1,-1,0,0
16,38.148790000000005,1,0,0,0.42582842986421926,40,1,-1,-1,-1,-1,1,-1,-1,0,0
17,37.415606999999994,1,0,0,0.74692675429960387,40,1,-1,-1,-1,-1,1,-1,-1,0,0
18,38.918391,1,0,0,0.17842902923964274,40,1,-1,-1,-1,-1,1,-1,-1,0,0
19,39.852750999999998,1,0,0,0.47362897713187785,40,1,-1,-1,-1,-1,1,-1,-1,0,0
20,37.128039000000001,1,0,0,0.22368332425113513,40,1,-1,-1,-1,-1,1,-1,-1,0,0
21,40.754168999999997,1,0,0,0.04772053060256562,40,1,-1,-1,-1,-1,1,-1,-1,0,0
22,42.815639000000004,1,0,0,0.45957066837429006,40,1,-1,-1,-1,-1,1,-1,-1,0,0
23,36.446522999999999,1,0,0,0.6676608773554864,40,1,-1,-1,-1,-1,1,-1,-1,0,0
24,47.953899,1,0,0,0.19421748892652932,40,1,-1,-1,-1,-1,1,-1,-1,0,0
25,39.422375000000002,1,0,0,0.63507790901333516,40,1,-1,-1,-1,-1,1,-1,-1,0,0
26,36.626059000000005,1,0,0,0.67797196940762883,40,1,-1,-1,-1,-1,1,-1,-1,0,0
27,37.123911,1,0,0,0.64170698477823374,40,1,-1,-1,-1,-1,1,-1,-1,0,0
28,36.276153999999998,1,0,0,0.68278113541364605,40,1,-1,-1,-1,-1,1,-1,-1,0,0
29,37.645647999999994,1,0,0,0.64531496001850586,40,1,-1,-1,-1,-1,1,-1,-1,0,0
30,38.390752999999997,1,0,0,0.64061397088723726,40,1,-1,-1,-1,-1,1,-1,-1,0,0
31,35.477058,1,0,0,0.10607618534146573,40,1,-1,-1,-1,-1,1,-1,-1,0,0
32,38.340949999999999,1,0,0,0.29065823861840934,40,1,-1,-1,-1,-1,1,-1,-1,0,0
33,43.022876000000004,1,0,0,0.071425398078392183,40,1,-1,-1,-1,-1,1,-1,-1,0,0
34,44.678416999999996,1,0,0,0.15046195339522786,40,1,-1,-1,-1,-1,1,-1,-1,0,0
35,35.058453,1,0,0,0.06646851111492863,40,1,-1,-1,-1,-1,1,-1,-1,0,0
36,33.344434,1,0,0,0.012365210446096536,40,1,-1,-1,-1,-1,1,-1,-1,0,0
37,32.375940999999997,1,0,0,0.0080450042662889333,40,1,-1,-1,-1,-1,1,-1,-1,0,0
38,33.770952999999999,1,0,0,0.0013238124862440645,40,1,-1,-1,-1,-1,1,-1,-1,0,0
39,32.582508000000004,1,0,0,0.011593272512678726,40,1,-1,-1,-1,-1,1,-1,-1,0,0
40,33.634928000000002,1,0,0,0.031104565489492236,40,1,-1,-1,-1,-1,1,-1,-1,0,0
41,33.383968000000003,1,0,0,0.019367658507361406,40,1,-1,-1,-1,-1,1,-1,-1,0,0
42,33.948425999999998,1,0,0,0.0148638982248067,40,1,-1,-1,-1,-1,1,-1,-1,0,0
43,31.868551000000004,1,0,0,0.0039443494570155311,40,1,-1,-1,-1,-1,1,-1,-1,0,0
44,34.734637999999997,1,0,0,0.0064447912017344174,40,1,-1,-1,-1,-1,1,-1,-1,0,0
45,32.711148999999999,1,0,0,0.0039864338955075736,40,1,-1,-1,-1,-1,1,-1,-1,0,0
46,32.615088999999998,1,0,0,0.0025777282280308421,40,1,-1,-1,-1,-1,1,-1,-1,0,0
47,32.408533000000006,1,0,0,0.0021067829233436339,40,1,-1,-1,-1,-1,1,-1,-1,0,0
48,31.256745000000002,1,0,0,0.0014681872796486646,40,1,-1,-1,-1,-1,1,-1,-1,0,0
49,31.567848000000001,1,0,0,0.0010661325802957689,40,1,-1,-1,-1,-1,1,-1,-1,0,0
50,32.576607000000003,1,0,0,0.00077786067492851402,40,1,-1,-1,-1,-1,1,-1,-1,0,0
51,31.169062,1,0,0,0.00056405243630052858,40,1,-1,-1,-1,-1,1,-1,-1,0,0
52,30.109757999999999,1,0,0,0.00040894202409594071,40,1,-1,-1,-1,-1,1,-1,-1,0,0
53,30.327847000000002,1,0,0,0.00029699954919759088,40,1,-1,-1,-1,-1,1,-1,-1,0,0
54,29.708506999999997,1,0,0,0.00021550406454129886,40,1,-1,-1,-1,-1,1,-1,-1,0,0
55,29.637354000000002,1,0,0,0.00015639671254677148,40,1,-1,-1,-1,-1,1,-1,-1,0,0
56,30.439295000000001,1,0,0,0.00011349264882712281,40,1,-1,-1,-1,-1,1,-1,-1,0,0
57,29.404987999999999,1,0,0,8.2362016444815787e-05,40,1,-1,-1,-1,-1,1,-1,-1,0,0
58,29.216556000000001,1,0,0,5.9770335067488734e-05,40,1,-1,-1,-1,-1,1,-1,-1,0,0
59,29.107040000000001,1,0,0,4.3375043999283591e-05,40,1,-1,-1,-1,-1,1,-1,-1,0,0
