step,attempt,success,dro_enabled,solve_ms,scenario_count,qp_calls
0,0,1,0,143.06895699999998,20,10
1,0,1,0,127.444264,20,10
2,0,1,0,275.26611000000003,20,24
3,0,1,0,130.33423199999999,20,10
4,0,1,0,208.23273700000001,20,15
5,0,1,0,138.83963199999999,20,10
6,0,1,0,244.71867799999998,20,20
7,0,1,0,121.378978,20,10
8,0,1,0,121.551042,20,10
9,0,1,0,281.605887,20,118
10,0,1,0,116.89039099999999,20,10
11,0,1,0,119.286822,20,10
12,0,1,0,274.94766799999996,20,23
13,0,1,0,134.00269800000001,20,10
14,0,1,0,252.39736600000001,20,118
15,0,1,0,262.44266300000004,20,24
16,0,1,0,120.690105,20,10
17,0,1,0,134.899035,20,10
18,0,1,0,299.15678200000002,20,28
19,0,1,0,127.442003,20,10
20,0,1,0,128.962568,20,10
21,0,1,0,245.97165700000002,20,114
22,0,1,0,118.41482600000001,20,10
23,0,1,0,244.519361,20,19
24,0,1,0,129.46480399999999,20,10
25,0,1,0,128.42981399999999,20,10
26,0,1,0,117.754234,20,7
27,0,1,0,116.24209500000001,20,10
28,0,1,0,218.236694,20,19
29,0,1,0,126.04700399999999,20,10
30,0,1,0,119.85511,20,10
31,0,1,0,222.218039,20,19
32,0,1,0,123.377157,20,10
33,0,1,0,125.95688999999999,20,10
34,0,1,0,123.24038900000001,20,10
35,0,1,0,234.16038399999999,20,19
36,0,1,0,116.34225600000001,20,10
37,0,1,0,118.459281,20,10
38,0,1,0,128.20304900000002,20,10
39,0,1,0,120.67333600000001,20,10
40,0,1,0,119.305756,20,10
41,0,1,0,243.02793,20,19
42,0,1,0,137.25365300000001,20,10
43,0,1,0,233.04093,20,19
44,0,1,0,163.38178300000001,20,10
45,0,1,0,127.23094600000002,20,10
46,0,1,0,127.31335199999999,20,10
47,0,1,0,118.16108200000001,20,10
48,0,1,0,123.348995,20,10
49,0,1,0,129.727949,20,10
50,0,1,0,115.122614,20,10
51,0,1,0,113.725016,20,10
52,0,1,0,116.61091599999999,20,10
53,0,1,0,122.18378200000001,20,10
54,0,1,0,208.35619,20,19
55,0,1,0,114.59465300000001,20,10
56,0,1,0,196.540944,20,17
57,0,1,0,121.614183,20,10
58,0,1,0,183.55605499999999,20,15
59,0,1,0,101.630579,20,6
60,0,1,0,113.45845899999999,20,10
61,0,1,0,104.946557,20,10
62,0,1,0,104.025335,20,10
63,0,1,0,109.385114,20,10
64,0,1,0,105.00836600000001,20,10
65,0,1,0,182.224084,20,15
66,0,1,0,103.003806,20,10
67,0,1,0,102.17438800000001,20,10
68,0,1,0,176.92954,20,15
69,0,1,0,101.832573,20,10
70,0,1,0,100.492147,20,10
71,0,1,0,102.25640299999999,20,10
72,0,1,0,99.583020999999988,20,10
73,0,1,0,106.159887,20,10
74,0,1,0,104.13396299999999,20,10
75,0,1,0,111.243556,20,10
76,0,1,0,100.532038,20,10
77,0,1,0,94.010707999999994,20,10
78,0,1,0,96.807411999999999,20,10
79,0,1,0,94.434063999999992,20,10
80,0,1,0,101.381101,20,10
81,0,1,0,101.843132,20,10
82,0,1,0,98.583347000000003,20,10
83,0,1,0,96.301264000000003,20,10
84,0,1,0,89.501493999999994,20,10
85,0,1,0,93.966931000000002,20,10
86,0,1,0,103.25484899999999,20,10
87,0,1,0,96.783390999999995,20,10
88,0,1,0,90.710082,20,10
89,0,1,0,91.099142000000001,20,10
90,0,1,0,90.178615000000008,20,10
91,0,1,0,93.587766000000002,20,10
92,0,1,0,98.794578999999999,20,10
93,0,1,0,91.809644999999989,20,10
94,0,1,0,96.749317000000005,20,10
95,0,1,0,91.060870000000008,20,10
96,0,1,0,90.887254999999996,20,10
97,0,1,0,93.763605999999996,20,10
98,0,1,0,90.961129999999997,20,10
99,0,1,0,91.344176000000004,20,10
100,0,1,0,87.943872000000013,20,10
101,0,1,0,85.697451999999998,20,10
102,0,1,0,86.643795999999995,20,10
103,0,1,0,89.649603999999997,20,10
104,0,1,0,84.400829000000002,20,10
105,0,1,0,88.212017000000003,20,10
106,0,1,0,89.883014000000003,20,10
107,0,1,0,85.733695999999995,20,10
108,0,1,0,84.051366000000002,20,10
109,0,1,0,85.032043999999999,20,10
110,0,1,0,86.241872000000001,20,10
111,0,1,0,86.389403000000001,20,10
112,0,1,0,80.776011999999994,20,10
113,0,1,0,87.839551,20,10
114,0,1,0,84.980469999999997,20,10
115,0,1,0,82.286640999999989,20,10
116,0,1,0,82.083354999999997,20,10
117,0,1,0,82.384184000000005,20,10
118,0,1,0,84.17353,20,10
119,0,1,0,79.915155999999996,20,10
120,0,1,0,76.693041000000008,20,10
121,0,1,0,76.468191000000004,20,10
122,0,1,0,77.040137999999999,20,10
123,0,1,0,76.716088999999997,20,10
124,0,1,0,75.139127999999999,20,10
125,0,1,0,76.521341000000007,20,10
126,0,1,0,77.367150999999993,20,10
127,0,1,0,74.619033000000002,20,10
128,0,1,0,74.744013999999993,20,10
129,0,1,0,74.05345100000001,20,10
130,0,1,0,73.536861999999999,20,10
131,0,1,0,72.378482999999989,20,10
132,0,1,0,77.418869999999998,20,10
133,0,1,0,83.861222999999995,20,10
134,0,1,0,75.270313000000002,20,10
135,0,1,0,73.771112000000002,20,10
136,0,1,0,78.057903999999994,20,10
137,0,1,0,77.347891000000004,20,10
138,0,1,0,74.538133000000002,20,10
139,0,1,0,72.871960999999999,20,10
140,0,1,0,73.479035999999994,20,10
141,0,1,0,73.463073000000009,20,10
142,0,1,0,71.890827999999999,20,10
143,0,1,0,71.33511,20,10
144,0,1,0,71.715682999999999,20,10
145,0,1,0,69.925493000000003,20,10
146,0,1,0,69.203087999999994,20,10
147,0,1,0,69.764738000000008,20,10
148,0,1,0,66.557034999999999,20,10
149,0,1,0,65.284042999999997,20,10
150,0,1,0,66.442396000000002,20,10
151,0,1,0,67.235619,20,10
152,0,1,0,67.573981000000003,20,10
153,0,1,0,69.282894999999996,20,10
154,0,1,0,68.700284999999994,20,10
155,0,1,0,70.143503999999993,20,10
