step,attempt,success,dro_enabled,solve_ms,scenario_count,qp_calls
0,0,1,0,38.456021,40,10
1,0,1,0,38.748137,40,10
2,0,1,0,39.478455000000004,40,10
3,0,1,0,44.214301999999996,40,10
4,0,1,0,39.626140999999997,40,10
5,0,1,0,43.901105000000001,40,10
6,0,1,0,39.047718000000003,40,10
7,0,1,0,40.205666999999998,40,10
8,0,1,0,41.277983999999996,40,10
9,0,1,0,39.336669000000001,40,10
10,0,1,0,39.683968999999998,40,10
11,0,1,0,39.251339000000002,40,10
12,0,1,0,41.099690000000002,40,10
13,0,1,0,39.228216000000003,40,10
14,0,1,0,37.809018999999999,40,10
15,0,1,0,38.231310000000001,40,10
16,0,1,0,39.541412999999999,40,10
17,0,1,0,41.602983000000002,40,10
18,0,1,0,42.516582999999997,40,10
19,0,1,0,43.266787999999998,40,10
20,0,1,0,39.409014999999997,40,10
21,0,1,0,40.353642999999998,40,10
22,0,1,0,51.368406,40,10
23,0,1,0,43.445993999999999,40,10
24,0,1,0,38.240437,40,10
25,0,1,0,37.742274000000002,40,10
26,0,1,0,37.890802999999998,40,10
27,0,1,0,37.371129000000003,40,10
28,0,1,0,37.599618,40,10
29,0,1,0,39.596325999999998,40,10
30,0,1,0,37.131460999999994,40,10
31,0,1,0,37.721013999999997,40,10
32,0,1,0,40.238548000000002,40,10
33,0,1,0,39.677427999999999,40,10
34,0,1,0,36.192332999999998,40,10
35,0,1,0,36.474750999999998,40,10
36,0,1,0,36.990015999999997,40,10
37,0,1,0,35.427340000000001,40,10
38,0,1,0,34.605161000000003,40,10
39,0,1,0,34.267589000000001,40,10
40,0,1,0,35.129522000000001,40,10
41,0,1,0,33.195081000000002,40,10
42,0,1,0,34.856521000000001,40,10
43,0,1,0,33.555996999999998,40,10
44,0,1,0,32.548300000000005,40,10
45,0,1,0,34.367775999999999,40,10
46,0,1,0,33.322059000000003,40,10
47,0,1,0,32.483457999999999,40,10
48,0,1,0,30.547874,40,10
49,0,1,0,32.038945999999996,40,10
50,0,1,0,32.002798999999996,40,10
51,0,1,0,29.574591999999999,40,10
52,0,1,0,30.385260000000002,40,10
53,0,1,0,35.023783999999999,40,10
54,0,1,0,32.827452000000001,40,10
55,0,1,0,30.098974000000002,40,10
56,0,1,0,31.406231999999999,40,10
57,0,1,0,32.19603,40,10
58,0,1,0,29.795996000000002,40,10
59,0,1,0,33.908286000000004,40,10
